■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2015-01-01~2015-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,쥬라기 월드,6/11/2015,"47,800,698,826",2.8%,"47,800,698,826","5,546,792","5,546,792","1,290","118,959",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",콜린 트레보로우,"크리스 프랫,주디 그리어,브라이스 달라스 하워드,케이티 맥그라스,제이크 존슨,빈센트 도노프리오"
11,검은 사제들,11/5/2015,"42,405,282,092",2.5%,"42,405,282,092","5,442,128","5,442,128","1,109","131,155",한국,한국,영화사 집,씨제이이앤엠(주),15세이상관람가,"미스터리,드라마",장재현,"김윤석,강동원,박소담,김병옥,김의성,이호재,남일우,김동현,김미영,김수진,김혜민,박지수,송선찬,이상민,이승훈,이현우,손종학,조수향,남문철"
12,히말라야,12/16/2015,"39,469,775,448",2.3%,"39,469,775,448","5,129,409","5,129,409","1,095","81,042",한국,한국,(주)제이케이필름,씨제이이앤엠(주),12세이상관람가,드라마,이석훈,"황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수,정유미,유선,한명환,김재준,박민우,배상민,이춘우,이혜진,최종률,조달환,김태강,권오상"
13,인사이드 아웃,7/9/2015,"38,024,694,936",2.2%,"38,024,694,936","4,969,735","4,969,735",931,"84,000",미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,코미디",피트 닥터,"다이안 레인,에이미 포엘러,카일 맥라클란,민디 캘링,빌 헤이더"
14,마션,10/8/2015,"39,663,145,295",2.3%,"39,663,145,295","4,880,800","4,880,800","1,132","114,183",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",리들리 스콧,"맷 데이먼,제시카 차스테인,제프 다니엘스,케이트 마라,크리스틴 위그"
15,조선명탐정 : 사라진 놉의 딸,2/11/2015,"30,456,879,428",1.8%,"30,456,879,428","3,872,015","3,872,015",825,"80,499",한국,한국,청년필름(주),(주)쇼박스,12세이상관람가,"사극,코미디,어드벤처",김석윤,"김명민,오달수,이연희,강다현,전건익,정명철,박지선,배영민,정혜은,조관우,조명행,최지명,송병철,김나현,이경용,이귀현,이낙준,한대룡,이선도,이성동,이용우,김태환,정원중,남윤나,류광일,류현상,최무성,김원해,우현,황정민,이정은"
16,매드 맥스: 분노의 도로,5/14/2015,"32,912,842,162",1.9%,"32,912,842,162","3,843,343","3,843,343",799,"98,824",미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼"
17,인턴,9/24/2015,"28,517,727,148",1.7%,"28,517,727,148","3,610,564","3,610,564",659,"81,552",미국,미국,,워너브러더스 코리아(주),12세이상관람가,코미디,낸시 마이어스,"앤 해서웨이,로버트 드니로,르네 루소,냇 울프,아담 드바인,앤드류 라넬스"
18,분노의 질주: 더 세븐,4/1/2015,"26,454,098,694",1.5%,"26,454,098,694","3,247,955","3,247,955",983,"93,612",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",제임스 완,"빈 디젤,폴 워커,드웨인 존슨,제이슨 스타뎀"
19,터미네이터 제니시스,7/2/2015,"26,556,715,129",1.5%,"26,556,715,129","3,240,370","3,240,370","1,113","77,590",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처,SF,스릴러",앨런 테일러,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크,제이 코트니,J.K. 시몬스,다요 오케니이,맷 스미스,코트니 B. 반스,이병헌,아론 V. 윌리엄슨"
20,스물,3/25/2015,"23,563,421,686",1.4%,"23,563,421,686","3,044,811","3,044,811",926,"100,161",한국,한국,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영,서호철"
21,극비수사,6/18/2015,"22,389,535,897",1.3%,"22,389,535,897","2,860,786","2,860,786",894,"66,211",한국,한국,"(주)제이콘컴퍼니,(주)영화사 신세계",(주)쇼박스,15세이상관람가,"드라마,범죄",곽경택,"김윤석,유해진,송영창,장영남,정호빈,이준혁,이종일,장성훈,정규용,정기용,백승호,이효제,최원,송승현,신유경,양중경,유주영,홍명기,이석현,이소영,이승준,이윤희,이인규,주영호,박효주,이재용,남문철,황성준,조민준"
22,앤트맨,9/3/2015,"23,529,209,937",1.4%,"23,529,209,937","2,841,795","2,841,795",949,"74,649",미국,"미국,영국",,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF",페이튼 리드,"폴 러드,마이클 더글라스,에반젤린 릴리,코리 스톨"
23,스타워즈: 깨어난 포스,12/17/2015,"24,149,478,540",1.4%,"24,149,478,540","2,803,234","2,803,234",940,"56,425",미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지",J.J. 에이브럼스,"해리슨 포드,마크 해밀,캐리 피셔,사이먼 페그,오스카 아이삭,막스 본 시도우,도널 글리슨"
24,빅 히어로,1/21/2015,"21,993,119,765",1.3%,"21,993,119,765","2,801,949","2,801,949",825,"62,229",미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,코미디","돈 홀,크리스 윌리암스","라이언 포터,스콧 애짓,다니엘 헤니,제이미 정,T.J. 밀러,제네시스 로드리게스,데이몬 웨이언스 주니어,마야 루돌프,제임스 크롬웰,알란 터딕"
25,메이즈 러너: 스코치 트라이얼,9/16/2015,"21,596,946,349",1.3%,"21,596,946,349","2,744,413","2,744,413",804,"58,725",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,SF,스릴러",웨스 볼,"딜런 오브라이언,토마스 생스터,카야 스코델라리오,이기홍"
26,탐정 : 더 비기닝,9/24/2015,"20,463,956,973",1.2%,"20,463,956,973","2,625,686","2,625,686",764,"54,995",한국,한국,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",김정훈,"권상우,성동일,박해준,이승준,조복래,오정세,박준면,이일화,서영희,강민지,홍서현,천유나,차승연,정종훈,정승연,이현기,이찬희,김승배,김은지,김태훈,김하늘,김희영,모일영,박민철,박성일,박시영,박지혜,최성원,홍은택,이해영,지대한,진용욱"
27,미니언즈,7/29/2015,"18,998,046,278",1.1%,"18,998,046,278","2,625,599","2,625,599",792,"41,946",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"피에르 꼬팽,카일 발다","산드라 블록,존 햄,마이클 키튼"
28,스파이,5/21/2015,"18,417,637,358",1.1%,"18,417,637,358","2,318,748","2,318,748",665,"62,960",미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,코미디",폴 페이그,"주드 로,제이슨 스타뎀,멜리사 맥카시"
29,악의 연대기,5/14/2015,"17,361,815,332",1.0%,"17,361,815,332","2,192,525","2,192,525",776,"64,351",한국,한국,(주)비에이엔터테인먼트,씨제이이앤엠(주),15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,정원중,지대한,장준녕,정준원"
30,강남 1970,1/21/2015,"17,718,699,499",1.0%,"17,718,699,499","2,192,276","2,192,276",841,"53,304",한국,한국,"(주)모베라픽처스,(주)쇼박스",(주)쇼박스,청소년관람불가,"액션,드라마",유하,"이민호,김래원,정진영,설현,유승목,한재영,이연두,정호빈,최진호,엄효섭,최병모,지대한,전배수,윤종화,서우진,이인혁,이정완,이주협,박소희,박시연,이한울,임성숙,장준혁,전우재,강풍,박재영,박재희,박준영,정영택,백동현,정창용,조선기,서현석,천영암,손재영,주연서,신영규,양진석,오형근,유정호,윤지원,이규석,김원진,이성용,이성준,이세훈,황재진,이원희,이은주,안정우,정진영,김지수,곽민호,이가경"
31,뷰티 인사이드,8/20/2015,"16,148,479,531",0.9%,"16,148,479,531","2,053,435","2,053,435",648,"52,618",한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"판타지,멜로/로맨스",백,"한효주,김대명,도지한,배성우,박신혜,이범수,박서준,김상호,천우희,우에노 주리,이재준,김민재,이현우,조달환,이진욱,홍다미,서강준,김희원,이동욱,고아성,김주혁,유연석,이동휘,문숙,이경영,최용민,이미도,신동미,김시은,유재상,오상철,임예진,정두원,박지현,정은교,조유덕,차수보,차정환,손영진,신예진,유보라,윤여진,이미애,홍승철,이성준,이소연,이슬기,이승대,이진성,공민정,고규필,이봄"
32,오늘의 연애,1/14/2015,"14,924,654,487",0.9%,"14,924,654,487","1,891,993","1,891,993",709,"47,237",한국,한국,(주)팝콘에프앤엠,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디",박진표,"이승기,문채원,이서진,장진우,이경진,이동진,임하룡,이상협,김광규,김부선,가인,임종윤,남능미"
33,테이큰 3,1/1/2015,"15,088,105,000",0.9%,"16,102,014,000","1,860,934","2,006,561",616,"38,060",미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,범죄,스릴러",올리비에 메가턴,"리암 니슨,팜케 얀센,매기 그레이스,존 그리스,포레스트 휘테커"
34,007 스펙터,11/11/2015,"14,301,476,030",0.8%,"14,301,476,030","1,820,760","1,820,760","1,105","51,940",영국,"영국,미국",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,범죄,스릴러",샘 멘데스,"다니엘 크레이그,레아 세이두,크리스토프 왈츠,모니카 벨루치"
35,이미테이션 게임,2/17/2015,"13,655,929,120",0.8%,"13,655,929,120","1,743,963","1,743,963",541,"44,782",영국,영국,,메가박스중앙(주)플러스엠,15세이상관람가,"드라마,스릴러",모튼 틸덤,"베네딕트 컴버배치,키이라 나이틀리,매튜 구드"
36,샌 안드레아스,6/3/2015,"14,435,844,152",0.8%,"14,435,844,152","1,716,455","1,716,455",847,"62,016",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드 페이튼,"드웨인 존슨,알렉산드리아 다다리오"
37,쎄시봉,2/5/2015,"13,571,515,911",0.8%,"13,571,515,911","1,715,370","1,715,370",829,"51,744",한국,한국,"유한회사 제이필름,(주)무브픽쳐스",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디,드라마",김현석,"김윤석,정우,한효주,김희애,진구,장현성,강하늘,조복래,김인권,장미진,강명찬,정수교,조성관,천준호,최남주,최성택,최성택,최충열,송민석,박소담,오하늬,윤준호,이미소,김승찬,이병훈,이상희,이승현,안재홍,이대연,이동훈,권해효"
38,더 폰,10/22/2015,"12,309,164,568",0.7%,"12,309,164,568","1,593,694","1,593,694",794,"53,599",한국,한국,(주)미스터로맨스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"스릴러,액션",김봉주,"손현주,엄지원,배성우,김성종,권지훈,조용관,정한빈,정진근,장한별,임태훈,이확광,이병권,김경애,김광섭,이광기,김영민,김용환,김소영,김주희,김태환,김한준,서병철,백동현,이철민,노정의,장인섭,조달환,황석정"
39,위플래쉬,3/12/2015,"12,656,619,045",0.7%,"12,656,715,045","1,589,032","1,589,048",574,"56,028",미국,미국,,(주)쇼박스,15세이상관람가,드라마,데이미언 셔젤,"마일즈 텔러,J.K. 시몬스"
40,대호,12/16/2015,"12,104,808,332",0.7%,"12,104,808,332","1,584,168","1,584,168",892,"39,599",한국,한국,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,사극,박훈정,"최민식,정만식,김상호,성유빈,오스기 렌,정석원,김홍파,라미란,이나라,현승민,우정국,박인수,김진혁,양준호,양호성,윤성민,이상민,장한별,주창욱,남연우,유재명,박지환"
41,마다가스카의 펭귄,12/31/2014,"11,450,482,159",0.7%,"12,498,978,959","1,512,340","1,661,230",615,"27,171",미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처,가족","에릭 다넬,사이몬 J.스미스","베네딕트 컴버배치,존 말코비치,톰 맥그라스,크리스 밀러,크리스토퍼 나이츠,켄 정"
42,차이나타운,4/29/2015,"11,990,370,378",0.7%,"11,990,370,378","1,472,106","1,472,106",551,"45,137",한국,한국,폴룩스픽쳐스(주),CGV아트하우스,청소년관람불가,"범죄,드라마",한준희,"김혜수,김고은,엄태구,박보검,고경표,오대환,배유람,이혁준,백동현,노경섭,권지훈,김경애,오유진,우종현,유지현,김성종,이상희,이수경,김수안,정석용,이대연,이루리,안재홍,기주봉,조복래,이민지,백수장"
43,장수상회,4/9/2015,"8,737,364,643",0.5%,"8,737,364,643","1,165,780","1,165,780",688,"52,928",한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬"
44,성난 변호사,10/8/2015,"8,723,650,039",0.5%,"8,723,650,039","1,128,288","1,128,288",607,"36,990",한국,한국,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",씨제이이앤엠(주),15세이상관람가,"범죄,액션",허종호,"오상철,이선균,김고은,임원희,장현성,최재웅,김윤혜,홍성덕,배유람,권귀덕,노경섭,노경섭,정진근,장명진,이확광,이형섭,이은택,이수민,이기창,유영진,김현정,노영화,송원종,박지영,서현우"
45,간신,5/21/2015,"8,946,842,910",0.5%,"8,946,842,910","1,110,246","1,110,246",697,"40,580",한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,사극,민규동,"주지훈,김강우,천호진,임지연,이유영,김현수,문희경,박시영,박아영,임효우,전미정,전태호,박은영,박은영,박재성,박주희,박지수,정수지,정재우,배효진,조명행,조용완,송영창,차지연,성진아,최창훈,신동필,양정민,염재민,한진구,이보라,홍의정,황동희,이상철,이소희,이솔,이슬기,이승주,이용호,이용호,이윤지,김태희,서영주,기주봉,장광,류아벨,김강일,정만식,최일화,전여빈"
46,박물관이 살아있다 : 비밀의 무덤,1/14/2015,"8,170,784,606",0.5%,"8,170,784,606","1,101,678","1,101,678",500,"30,146",미국,"미국,영국",,이십세기폭스코리아(주),전체관람가,"어드벤처,코미디,가족",숀 레비,"벤 스틸러,로빈 윌리엄스,댄 스티븐스,오웬 윌슨,벤 킹슬리,레벨 윌슨"
47,그놈이다,10/28/2015,"8,096,427,152",0.5%,"8,096,427,152","1,046,015","1,046,015",681,"38,678",한국,한국,상상필름(주),CGV아트하우스,15세이상관람가,스릴러,윤준형,"주원,유해진,이유영,류혜영,서현우,이준혁,윤석진,김민서,김현정,박지윤,장인섭,윤다경,진용욱,오희준,이현정"
48,미쓰 와이프,8/13/2015,"7,387,086,869",0.4%,"7,387,086,869","988,451","988,451",437,"28,864",한국,한국,(주)영화사아이비젼,메가박스중앙(주)플러스엠,15세이상관람가,코미디,강효진,"엄정화,송승헌,김상호,라미란,서신애,임보경,강현구,백승호,정지안,조훈휘,최윤철,유영채,홍석현,이승호,이연주,이은정,고수희,안소연,양도연,염동헌,황석하,정지훈,조덕제,김병춘,최종률,정유석,이용녀,최일화,곽지유,김영용,서승원,조경현"
49,몬스터 호텔 2,12/24/2015,"7,029,012,585",0.4%,"7,029,012,585","962,770","962,770",686,"12,388",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,젠디 타타코브스키,"아담 샌들러,셀레나 고메즈,케빈 제임스,스티브 부세미"
50,허삼관,1/14/2015,"7,408,943,569",0.4%,"7,408,943,569","955,679","955,679",621,"27,645",한국,한국,"(주)두타연,(주)판타지오픽쳐스",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,하정우,"하정우,하지원,전혜진,장광,주진모,성동일,이경영,김영애,정만식,조진웅,김기천,김성균,윤은혜,황보라,강민지,전현석,정우진,이경원,이민호,이수인,이승준,이승호,김재화,김시은"
51,"님아, 그 강을 건너지 마오",11/27/2014,"7,510,901,600",0.4%,"37,356,731,079","955,433","4,801,811",486,"26,199",한국,한국,아거스필름,"CGV아트하우스,(주)대명문화공장",전체관람가,다큐멘터리,진모영,"조병만,강계열"
52,살인의뢰,3/12/2015,"6,986,456,737",0.4%,"6,986,456,737","855,980","855,980",646,"35,244",한국,한국,(주)미인픽쳐스,씨네그루(주)다우기술,청소년관람불가,"범죄,스릴러",손용호,"김상경,김성균,박성웅,윤승아,조재윤,김의성,기주봉,홍성덕,오대환,이정훈,이진수,박소희,박일우,박혜미,송영창,태욱,김덕순,이다희,이상인,이용출,임종윤"
53,손님,7/9/2015,"6,385,937,880",0.4%,"6,385,937,880","828,025","828,025",634,"23,404",한국,한국,(주)유비유필름,씨제이이앤엠(주),15세이상관람가,"판타지,공포(호러)",김광태,"류승룡,이성민,천우희,이준,정경호,김정영,박시연,이민지,백승호,유재현,이서연,이승준,전국환,정준원"
54,인시디어스 3,7/9/2015,"6,396,650,620",0.4%,"6,396,650,620","825,517","825,517",416,"20,824",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),리 워넬,"스테파니 스콧,더못 멀로니,린 샤예"
55,하트 오브 더 씨,12/3/2015,"6,777,420,023",0.4%,"6,777,420,023","809,399","809,399",535,"29,219",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,드라마",론 하워드,"크리스 헴스워스,킬리언 머피,벤 위쇼,샬롯 라일리,브렌단 글리슨,벤자민 워커"
56,헝거게임: 더 파이널,11/18/2015,"6,069,167,163",0.4%,"6,069,167,163","806,520","806,520",661,"26,973",미국,미국,라이온스 게이트 필름즈,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처",프란시스 로렌스,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,필립 세이모어 호프만,줄리안 무어,우디 해럴슨,엘리자베스 뱅크스,도날드 서덜랜드"
57,기술자들,12/24/2014,"6,241,817,635",0.4%,"19,894,297,783","786,257","2,564,340",481,"18,808",한국,한국,(주)트리니티엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,액션",김홍선,"김우빈,김영철,고창석,이현우,조윤희,임주환,조달환,권지훈,김원진,노선식,박갑진,유원선,윤대원,윤주환,이상민,이수민,채성원,천준호,최현우,최춘범,한지은,지승현"
58,신데렐라,3/19/2015,"5,500,502,900",0.3%,"5,500,502,900","716,491","716,491",531,"27,508",미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,멜로/로맨스,케네스 브래너,"릴리 제임스,리처드 매든,케이트 블란쳇,헬레나 본햄 카터,홀리데이 그레인저,소피 맥쉐라"
59,픽셀,7/16/2015,"5,390,909,947",0.3%,"5,390,909,947","681,945","681,945",557,"21,307",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처",크리스 콜럼버스,"아담 샌들러,케빈 제임스,미셸 모나한,피터 딘클리지,애슐리 벤슨"
60,열정같은소리하고있네,11/25/2015,"4,758,959,902",0.3%,"4,758,959,902","654,102","654,102",566,"30,459",한국,한국,반짝반짝영화사(주),(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,정기훈,"정재영,박보영,오달수,배성우,류덕환,류현경,진경,윤균상,최홍원,김보람,김정훈,서동원,신정훈,육진영,이미경,이상훈,이영진,이병준,유하복,이규형"
61,특종: 량첸살인기,10/22/2015,"4,754,763,118",0.3%,"4,754,763,118","616,481","616,481",776,"31,783",한국,한국,"(주)우주필름,(주)뱅가드스튜디오",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,노덕,"조정석,이미숙,이하나,김의성,배성우,김대명,태인호,김수안,김기호,김민재,오주환,이정은,최병모,윤다경"
62,서부전선,9/24/2015,"4,751,661,400",0.3%,"4,751,661,400","609,063","609,063",509,"18,935",한국,한국,(주)하리마오픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"전쟁,드라마",천성일,"설경구,여진구,이경영,정성화,정인기,김원해,김태훈,정석원,한민수,조상원,이찬유,김선영,이은형,이소명,유순철,김동규,오성택,김명환,김민지,김종석,김지영,김태훈,박시연,박아형,박지연,박지원,최호중,김시은,조희봉,정재훈,권오상"
63,채피,3/12/2015,"4,620,380,654",0.3%,"4,620,380,654","573,661","573,661",536,"24,669",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,스릴러",닐 블롬캠프,"휴 잭맨,샬토 코플리,시고니 위버,데브 파텔"
64,극장판 요괴워치: 탄생의 비밀이다냥!,7/22/2015,"3,888,539,100",0.2%,"3,888,539,100","550,924","550,924",509,"11,765",일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,"타카하시 시게하루,우시로 신지",
65,헬머니,3/5/2015,"4,120,166,972",0.2%,"4,120,166,972","522,929","522,929",422,"24,846",한국,한국,"(주)전망좋은 영화사,TCO(주)더콘텐츠온",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,코미디,신한솔,"김수미,정만식,김정태,이태란,홍성덕,박승찬,이형빈,강경탁,임재수,박은영,박지영,박혜진,정진혁,채승훈,선현철,손재영,김달선,유병선,유용욱,윤수진,이강철,이규섭,김홍파,한진원,이성민,이승준,이영은,이영은,이은미,김지훈,김원해,이승천,박준금,정혜선,김영옥,길해연,지대한,조영진,장원영,권병길,박충선,김정영,이정은"
66,도라에몽 : 스탠 바이 미,2/12/2015,"3,684,756,429",0.2%,"3,684,756,429","503,968","503,968",432,"13,063",일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"야마자키 타카시,야기 류이치","미즈타 와사비,오오하라 메구미"
