■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2015-01-01~2015-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
310,리바이어던,3/19/2015,"79,609,500",0.0%,"81,141,500","10,197","10,380",25,603,러시아,러시아,,오드,청소년관람불가,"가족,드라마",안드레이 즈비아긴체프,"알렉세이 세레브리야코프,엘레나 리야도바"
311,디올 앤 아이,8/6/2015,"82,214,000",0.0%,"82,214,000","10,085","10,085",21,503,프랑스,프랑스,,(주)영화사 진진,전체관람가,다큐멘터리,프레드릭 청,"라프 시몬스,피테르 뮤리에르,마리옹 꼬띠아르"
312,모스트 바이어런트,4/2/2015,"79,118,925",0.0%,"79,118,925","10,079","10,079",71,"1,061",미국,미국,,(주)영화사 진진,15세이상관람가,범죄,J.C 챈더,"오스카 아이삭,제시카 차스테인"
313,나의 어머니,8/20/2015,"76,821,651",0.0%,"76,821,651","10,060","10,060",30,727,이탈리아,"이탈리아,프랑스",,(주)티캐스트,12세이상관람가,드라마,난니 모레티,"마르게리타 부이,존 터투로,난니 모레티"
314,리틀 포레스트: 여름과 가을,2/12/2015,"73,267,256",0.0%,"73,267,256","9,609","9,609",14,508,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,모리 준이치,"하시모토 아이,마츠오카 마유"
315,엘리노어 릭비: 그 남자,4/9/2015,"80,908,700",0.0%,"80,908,700","9,593","9,593",18,451,미국,미국,,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,"제임스 맥어보이,제시카 차스테인"
316,위선자들,11/26/2015,"65,152,600",0.0%,"65,152,600","9,566","9,566",82,297,한국,한국,(주)영화사메이플러스,"THE 픽쳐스,주식회사 마운틴픽쳐스",청소년관람불가,드라마,김진홍,"권민중,김정균,장두이,최할리,신소미,경준,송은진,주연서,나동주,류제현,문진영,안정균,이태헌,임창용,조솔"
317,슬로우 웨스트,10/8/2015,"72,521,700",0.0%,"72,521,700","9,491","9,491",36,786,영국,"영국,뉴질랜드",,THE 픽쳐스,15세이상관람가,"액션,스릴러,서부극(웨스턴)",존 맥클린,"마이클 패스벤더,벤 멘델슨"
318,우먼 인 블랙: 죽음의 천사,9/10/2015,"73,507,300",0.0%,"73,507,300","9,486","9,486",141,"1,422",영국,영국,,"(주)영화사오원,(주)브리즈픽처스",15세이상관람가,공포(호러),톰 하퍼,"피비 폭스,제레미 어바인,헬렌 맥크로리"
319,엑시덴탈 러브,5/7/2015,"73,820,847",0.0%,"73,820,847","9,454","9,454",86,"1,084",미국,"미국,영국",,(주)프레인글로벌,15세이상관람가,"코미디,멜로/로맨스",데이빗 O. 러셀,"제이크 질렌할,제시카 비엘"
320,엘리노어 릭비: 그 여자,4/9/2015,"77,773,300",0.0%,"77,773,300","9,233","9,233",18,398,미국,미국,,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,"제시카 차스테인,제임스 맥어보이"
321,나의 사적인 여자친구,1/8/2015,"72,990,155",0.0%,"77,358,155","9,162","9,755",34,705,프랑스,프랑스,,찬란,청소년관람불가,"코미디,드라마",프랑수아 오종,"로맹 뒤리스,아나이스 드무스티에,라파엘 페르소나즈"
322,명량: 회오리 바다를 향하여,5/7/2015,"64,170,500",0.0%,"64,170,500","8,897","8,897",92,824,한국,한국,(주)빅스톤픽쳐스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,다큐멘터리,"정세교,김한민","김한민,오타니 료헤이,이해영,권율,장준녕"
323,더 기프트,11/5/2015,"67,450,248",0.0%,"67,450,248","8,864","8,864",116,"1,239",호주,"호주,미국",,메가박스중앙(주)플러스엠,15세이상관람가,"미스터리,스릴러",조엘 에저튼,"조엘 에저튼,제이슨 베이트먼,레베카 홀"
324,마리 이야기: 손끝의 기적,8/20/2015,"59,276,500",0.0%,"59,276,500","8,821","8,821",39,688,프랑스,프랑스,,오드,전체관람가,드라마,장 피에르 아메리스,"이자벨 까레,아리아나 리부아"
325,칼릴 지브란의 예언자,9/10/2015,"65,796,100",0.0%,"65,796,100","8,631","8,631",44,560,미국,"미국,프랑스,캐나다,기타,카타르",,판씨네마(주),전체관람가,애니메이션,로저 알러스,"리암 니슨,셀마 헤이엑,존 크랜신스키,쿠벤자네 왈리스"
326,경계의 저편 : I'LL BE HERE -미래편-,10/8/2015,"63,212,000",0.0%,"63,212,000","8,579","8,579",34,441,일본,일본,,(주)머스트씨무비릴리징컴퍼니,12세이상관람가,"애니메이션,판타지,액션,멜로/로맨스",이시다테 타이치,"타네다 리사,켄,치하라 미노리"
327,기적의 피아노,9/3/2015,"63,003,800",0.0%,"63,003,800","8,567","8,567",74,958,한국,한국,(주)보고싶은영화사,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,다큐멘터리,"임성구,김은주","유예은,박정순,유장주,박유천,정혜연,정옥화,김현지,김현희"
328,앨리스: 원더랜드에서 온 소년,12/10/2015,"61,214,100",0.0%,"61,214,100","8,341","8,341",59,632,한국,한국,"(주)유비콘텐츠,주식회사 유비컬쳐",(주)영화사 안다미로,15세이상관람가,"판타지,공포(호러),멜로/로맨스",허은희,"홍종현,정소민,정연주,이승연,서갑숙,이고은,장서원,김준형,최윤,이혜인,원예준,박현숙"
329,슬리핑 위드 아더 피플,10/22/2015,"65,868,300",0.0%,"65,868,300","8,252","8,252",106,"1,077",미국,미국,,오퍼스픽쳐스(유),청소년관람불가,"코미디,멜로/로맨스",레슬리 헤드랜드,"알리슨 브리,제이슨 서디키스,아만다 피트,아담 스콧"
330,윈터 슬립,5/7/2015,"64,707,300",0.0%,"64,707,300","8,248","8,248",22,484,터키,"터키,프랑스,독일",,㈜영화사 백두대간,15세이상관람가,드라마,누리 빌제 세일란,"할룩 빌기너,멜리사 소젠,드멧 아크백,네잣 이슬러"
331,더 리치,7/16/2015,"62,994,200",0.0%,"62,994,200","8,153","8,153",74,812,미국,미국,,(주)나이너스엔터테인먼트,15세이상관람가,"액션,스릴러",진-밥티스트 레오네티,"마이클 더글라스,제레미 어바인"
332,청춘의 증언,4/9/2015,"60,404,100",0.0%,"60,404,100","8,041","8,041",86,"1,062",영국,영국,,판씨네마(주),12세이상관람가,드라마,제임스 켄트,"알리시아 비칸데르,킷 해링턴,태런 에저튼,콜린 모건"
333,생 로랑,4/16/2015,"63,986,300",0.0%,"63,986,300","8,020","8,020",51,719,프랑스,프랑스,,(주)팝엔터테인먼트,청소년관람불가,드라마,베르트랑 보넬로,"가스파르 울리엘,레아 세이두,루이스 가렐"
334,구스범스,1/14/2016,"50,938,000",0.0%,"50,938,000","7,778","7,778",12,46,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,코미디",롭 레터맨,"잭 블랙,딜런 미네트,오데야 러쉬,할스톤 세이지"
335,서유기 : 모험의 시작,2/5/2015,"57,362,000",0.0%,"57,362,000","7,702","7,702",73,714,중국,중국,,"영화사 민들레,주식회사 마운틴픽쳐스",12세이상관람가,"코미디,액션,판타지","주성치,곽자건","서기,문장,황보"
336,미스트리스 아메리카,12/10/2015,"62,826,800",0.0%,"62,826,800","7,649","7,649",26,431,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"코미디,드라마",노아 바움백,"그레타 거윅,롤라 커크"
336,뱀파이어 아카데미,4/9/2015,"43,600,500",0.0%,"43,600,500","7,649","7,649",50,134,미국,"미국,영국,루마니아",,(주)누리픽쳐스,15세이상관람가,"액션,코미디,판타지",마크 워터스,"조이 더치,루시 프라이,다닐라 코즈로브스키"
338,코멧,3/25/2015,"57,135,511",0.0%,"57,135,511","7,597","7,597",121,"1,573",미국,미국,,(주)지어소프트,15세이상관람가,"판타지,멜로/로맨스",샘 에스마일,"저스틴 롱,에미 로섬"
339,제네시스: 세상의 소금,2/26/2015,"57,916,130",0.0%,"57,916,130","7,374","7,374",29,586,프랑스,"프랑스,이탈리아,브라질",,㈜영화사 백두대간,12세이상관람가,다큐멘터리,"빔 벤더스,훌리아노 리베이로 살가두","세바스치앙 살가두,빔 벤더스,훌리아노 리베이로 살가두"
340,꾸루꾸루와 친구들: 무지개 나무의 비밀,11/19/2015,"51,367,500",0.0%,"51,367,500","7,345","7,345",103,578,한국,한국,(주)팡고엔터토이먼트,(주)팝엔터테인먼트,전체관람가,애니메이션,문제대,서유리
341,돼지 같은 여자,9/10/2015,"52,852,400",0.0%,"52,852,400","7,238","7,238",91,"1,125",한국,한국,(주)아이필름홀딩스,CGV아트하우스,15세이상관람가,멜로/로맨스,장문일,"황정음,이종혁,최여진,박진주,최지연,정민지,임민주,이용호,김대식,박소연"
342,더 딥 블루 씨,4/23/2015,"54,494,961",0.0%,"54,494,961","7,069","7,069",38,540,영국,"영국,미국",,(주)팝엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",테렌스 데이비스,"레이첼 와이즈,톰 히들스턴"
343,이별까지 7일,1/15/2015,"49,911,406",0.0%,"52,490,406","6,788","7,097",42,595,일본,일본,,(주)수키픽쳐스,12세이상관람가,드라마,이시이 유야,"츠마부키 사토시,하라다 미에코,이케마츠 소스케,나가츠카 쿄조"
344,투캅스 인 파리,3/26/2015,"34,266,000",0.0%,"34,266,000","6,786","6,786",51,134,프랑스,프랑스,,노바엔터테인먼트,청소년관람불가,"액션,코미디,범죄",다비드 샤혼,"오마 사이,로랑 라피트"
345,마담 보바리,12/10/2015,"51,680,300",0.0%,"51,680,300","6,657","6,657",20,361,미국,미국,,(주)영화사 진진,청소년관람불가,드라마,소피 바르트,"미아 와시코브스카,에즈라 밀러,폴 지아마티,리스 이판"
346,학교괴담 : 저주의 언령,7/2/2015,"48,786,100",0.0%,"48,786,100","6,620","6,620",70,671,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"미스터리,공포(호러)",오치아이 마사유키,"코니시 아야노,야마베 미유,아라이 히토미"
347,앙리 앙리,10/29/2015,"51,692,500",0.0%,"51,692,500","6,600","6,600",61,595,캐나다,캐나다,,(주)영화사 빅,12세이상관람가,드라마,마틴 탈봇,"소피 데스마레이즈,빅토르 안드레 튀르종-트렐레스"
348,더 디너,7/16/2015,"48,040,700",0.0%,"48,040,700","6,548","6,548",19,343,이탈리아,이탈리아,,(주)판다미디어,청소년관람불가,드라마,이바노 데 마테오,"지오바나 메조기오르노,알레산드로 가스만,루이지 로 카시오,바보라 보불로바"
349,모든 비밀스러운 것들,7/2/2015,"44,937,000",0.0%,"44,937,000","6,507","6,507",49,383,미국,미국,,와이드 릴리즈(주),15세이상관람가,스릴러,에이미 버그,"다코타 패닝,엘리자베스 뱅크스,다이안 레인,다니엘 맥도날드"
350,잡식가족의 딜레마,5/7/2015,"44,548,800",0.0%,"45,567,800","6,405","6,651",18,511,한국,한국,"스튜디오두마,(주)시네마달",(주)시네마달,전체관람가,다큐멘터리,황윤,
351,호야와 토리: 드래곤 숲의 비밀,6/4/2015,"43,597,200",0.0%,"43,597,200","6,376","6,376",198,"1,180",일본,일본,,(주)팝엔터테인먼트,전체관람가,애니메이션,하타 마사미,
352,챔피언 프로그램,10/28/2015,"48,323,400",0.0%,"48,323,400","6,301","6,301",91,927,영국,"영국,프랑스",,판씨네마(주),12세이상관람가,드라마,스티븐 프리어스,"벤 포스터,크리스 오다우드,리 페이스,기욤 까네"
353,맛있는 택배,4/2/2015,"31,122,000",0.0%,"31,122,000","6,276","6,276",50,130,한국,한국,(주)로드하우스,노바엔터테인먼트,청소년관람불가,멜로/로맨스,기대호,"송기준,윤원선,이성민,이예은,이원"
354,나쁜 사랑,4/16/2015,"46,875,500",0.0%,"46,875,500","6,107","6,107",35,490,프랑스,프랑스,,주식회사 씨네룩스,15세이상관람가,"멜로/로맨스,드라마",브누와 쟉꼬,"샤를로뜨 갱스부르,까뜨린느 드뇌브,키아라 마스트로얀니,브누와 뽀엘부르드"
355,진격의 거인: 자유의 날개,12/10/2015,"46,345,600",0.0%,"46,345,600","6,026","6,026",37,560,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,판타지",아라키 테츠로,"카지 유키,이시카와 유이,이노우에 마리나,카미야 히로시,오노 다이스케,박로미"
356,마카담 스토리,12/24/2015,"48,225,900",0.0%,"48,225,900","5,992","5,992",29,252,프랑스,프랑스,,주식회사 씨네룩스,12세이상관람가,드라마,사무엘 벤쉬트리,"이자벨 위페르,마이클 피트,발레리아 브루니 테데스키,구스타브 드 케르베른,타사딧 만디,쥴 벤쉬트리"
357,서태지밴드 콘서트투어 '콰이어트나이트',11/26/2015,"52,669,600",0.0%,"52,669,600","5,908","5,908",6,151,한국,한국,(주)서태지컴퍼니,(주)서태지컴퍼니,전체관람가,공연,서태지,서태지
358,쿼바디스,12/10/2014,"42,652,600",0.0%,"155,635,500","5,841","20,731",17,485,한국,한국,주식회사 단유필름,"주식회사 단유필름,주식회사 푸르모디티",12세이상관람가,다큐멘터리,김재환,"이종윤,안석환,남명렬"
359,디판,10/22/2015,"42,685,400",0.0%,"42,685,400","5,786","5,786",30,512,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,드라마,자크 오디아르,"제수타산 안토니타산,칼리스와리 스리니바산,클로딘 비나시탐비"
360,러브 인 프로방스,10/8/2015,"42,218,600",0.0%,"42,218,600","5,689","5,689",34,473,프랑스,프랑스,,주식회사 쇼미미디어앤트레이딩,15세이상관람가,드라마,로젤린 보쉬,"장 르노,안나 갈리에나"
361,갓 헬프 더 걸,2/12/2015,"42,952,500",0.0%,"43,325,500","5,677","5,724",26,392,영국,영국,,찬란,15세이상관람가,"뮤지컬,멜로/로맨스",스튜어트 머독,"에밀리 브라우닝,올리 알렉산더,한나 머레이"
362,아이 킬드 마이 마더,1/15/2015,"43,540,500",0.0%,"44,809,586","5,543","5,748",15,313,캐나다,캐나다,,(주)엣나인필름,청소년관람불가,드라마,자비에 돌란,"자비에 돌란,앤 도벌,수잔 클레망,프란시스 아노드"
363,더 로프트 : 비밀의 방,10/1/2015,"40,892,300",0.0%,"40,892,300","5,441","5,441",114,"1,094",미국,"미국,벨기에",,(유)조이앤시네마,청소년관람불가,스릴러,에릭 반 루이,"웬트워스 밀러,칼 어번,제임스 마스던,로나 미트라"
364,포스 마쥬어: 화이트 베케이션,3/12/2015,"40,462,400",0.0%,"40,462,400","5,394","5,394",36,566,스웨덴,"스웨덴,프랑스,덴마크,노르웨이",,(주)블룸즈베리리소시스리미티드,15세이상관람가,드라마,루벤 외스틀룬드,"요하네스 쿤케,리사 로벤 콩슬리"
365,보이후드,10/23/2014,"40,720,500",0.0%,"1,469,789,518","5,258","191,062",18,140,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,리차드 링클레이터,"엘라 콜트레인,에단 호크,패트리시아 아퀘트,로렐라이 링클레이터"
365,원 와일드 모먼트,8/27/2015,"39,192,000",0.0%,"39,192,000","5,258","5,258",40,574,프랑스,프랑스,,주식회사 씨네룩스,청소년관람불가,코미디,장-프랑소와 리셰,"뱅상 카셀,프랑수아 클뤼제,로라 르 란,앨리스 이자스"
367,라이즈 오브 더 레전드: 황비홍,9/10/2015,"41,368,000",0.0%,"41,368,000","5,228","5,228",51,510,홍콩,"홍콩,중국",,"(주)영화사 빅,(주)아컴스튜디오",15세이상관람가,액션,주현량,"펑위옌,안젤라 베이비,홍금보,정백연,양가휘,왕락단"
368,스트레인저랜드,8/6/2015,"39,778,200",0.0%,"39,778,200","5,209","5,209",32,422,호주,"호주,아일랜드",,(주)엔케이컨텐츠,청소년관람불가,"미스터리,스릴러",킴 파란트,"니콜 키드먼,휴고 위빙,조셉 파인즈"
369,시티즌포,11/19/2015,"38,663,400",0.0%,"38,663,400","5,196","5,196",39,538,미국,"미국,독일",,에스디시코리아 주식회사,12세이상관람가,다큐멘터리,로라 포이트러스,
370,BiFan2015 판타스틱 단편 걸작선 1,,"31,038,000",0.0%,"31,038,000","5,173","5,173",17,34,기타,기타,,,,기타,"나탈리아 람프로폴로우,우경민,아냐 줄루에타,양재준,이승엽",
371,침묵의 시선,9/3/2015,"40,361,000",0.0%,"40,361,000","5,141","5,141",31,534,덴마크,덴마크,,(주)엣나인필름,15세이상관람가,다큐멘터리,조슈아 오펜하이머,
372,투 나잇 스탠드,5/7/2015,"41,721,500",0.0%,"41,721,500","5,108","5,108",47,493,미국,미국,,와이드 릴리즈(주),청소년관람불가,"멜로/로맨스,코미디",맥스 니콜스,"마일즈 텔러,제시카 스자르,애널리 팁튼"
373,울트라맨 사가,2/26/2015,"37,277,400",0.0%,"37,277,400","5,103","5,103",108,619,일본,일본,,(주)마인스 엔터테인먼트,전체관람가,액션,오카 히데키,"다이고,스기우라 타이요"
374,암살교실,8/27/2015,"40,197,700",0.0%,"40,197,700","5,097","5,097",55,475,일본,일본,,(주)에이원엔터테인먼트,12세이상관람가,"액션,코미디",하스미 에이이치로,"야마다 료스케,시이나 깃페이,강지영"
375,거짓말,10/29/2015,"40,895,000",0.0%,"41,431,600","5,043","5,134",30,589,한국,한국,방인리필름,"(주)대명문화공장,(주)리틀빅픽쳐스",청소년관람불가,드라마,김동명,"김꽃비,전신환,이병희,김지연,김하나,임희라"
376,클레오파트라,,"10,083,000",0.0%,"10,083,000","5,027","5,027",2,37,미국,"미국,영국,스위스",,,,드라마,조셉 L. 맨키위즈,"엘리자베스 테일러,리차드 버튼"
377,은하철도의 꿈,4/9/2015,"36,446,000",0.0%,"36,651,000","4,938","4,973",85,481,일본,일본,,(주)영화사오원,전체관람가,애니메이션,니시쿠보 미즈호,"요코야마 코타,이치무라 마사치카,나카마 유키에"
378,나쁜 녀석들,3/26/2015,"35,561,300",0.0%,"35,561,300","4,936","4,936",59,834,호주,호주,,와이드 릴리즈(주),15세이상관람가,"범죄,액션",줄리어스 에이버리,"이완 맥그리거,브렌튼 스웨이츠,알리시아 비칸데르"
379,5 투 7,11/19/2015,"37,072,200",0.0%,"37,072,200","4,921","4,921",62,604,미국,미국,,"㈜코리아스크린,와이드 릴리즈(주)",15세이상관람가,"코미디,멜로/로맨스",빅터 레빈,"안톤 옐친,베레니스 말로에,올리비아 썰비"
380,타이거 마운틴,4/23/2015,"25,024,000",0.0%,"25,024,000","4,910","4,910",50,117,중국,중국,,(주)누리픽쳐스,15세이상관람가,전쟁,서극,"양가휘,장한위"
381,돌아오지 않는 강,4/27/1971,"9,721,000",0.0%,"16,704,858","4,833","9,639",1,60,미국,미국,,,,"액션,서부극(웨스턴)",오토 프레밍거,"마릴린 몬로,로버트 미첨"
382,와일드 테일즈: 참을 수 없는 순간,5/21/2015,"38,761,100",0.0%,"38,761,100","4,790","4,790",16,293,스페인,"스페인,아르헨티나",,와이드 릴리즈(주),청소년관람불가,"코미디,스릴러",데미안 스지프론,"리카르도 다린,레오나르도 스바라글리아,다리오 그랜디네티"
383,세상끝의 사랑,11/12/2015,"37,203,300",0.0%,"37,203,300","4,746","4,746",97,929,한국,한국,(주)담소필름,(주)스톰픽쳐스코리아,청소년관람불가,멜로/로맨스,김인식,"한은정,조동혁,공예지,오원빈,권오민,최자영,조규상,김성규,이찬규,이은향,유연수,김민희,김정훈,송희주,송영헌,박지연,서수석,정석용"
384,세레나,4/23/2015,"36,339,000",0.0%,"36,339,000","4,726","4,726",46,584,미국,"미국,프랑스,체코",,(주)영화사 진진,청소년관람불가,드라마,수잔 비에르,"브래들리 쿠퍼,제니퍼 로렌스"
385,사랑에 대한 모든 것,12/10/2014,"38,235,243",0.0%,"2,162,875,089","4,707","278,043",17,156,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,멜로/로맨스,제임스 마쉬,"에디 레드메인,펠리시티 존스"
386,늙은 자전거,11/12/2015,"23,988,800",0.0%,"23,988,800","4,687","4,687",17,307,한국,한국,"(주)영화사 북촌,대국미디어그룹,한국방송예술교육진흥원 ,영화사 키노(주)",주식회사 마운틴픽쳐스,전체관람가,"드라마,가족",문희융,"최종원,박민상,박상면,조안,춘자,김형범"
387,모던 타임즈,7/2/1988,"35,956,459",0.0%,"39,301,459","4,676","6,331",40,557,미국,미국,"찰리채플린프로덕션,유나이티드 아티스트",(주)엣나인필름,"연소자관람가,전체관람가",코미디,찰리 채플린,"찰리 채플린,파울레트 고다드"
388,라이엇 클럽,10/22/2015,"37,266,300",0.0%,"37,266,300","4,662","4,662",53,640,영국,영국,,(주)영화사 진진,청소년관람불가,드라마,론 쉐르픽,"샘 클라플린,맥스 아이언스,더글라스 부스"
389,사일런트 하트,11/19/2015,"34,500,700",0.0%,"34,500,700","4,603","4,603",23,367,덴마크,덴마크,,(주)영화사 진진,15세이상관람가,"가족,드라마",빌 어거스트,"기타 노비,모튼 그런워드,파프리카 스틴"
390,"러브, 로지",12/10/2014,"36,076,957",0.0%,"2,259,859,603","4,553","296,730",4,51,영국,"영국,독일",,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,멜로/로맨스",크리스티안 디터,"릴리 콜린스,샘 클라플린"
391,마이 페어 웨딩,6/4/2015,"34,708,000",0.0%,"35,097,000","4,521","4,586",39,593,한국,한국,(주)레인보우팩토리,(주)영화사 진진,12세이상관람가,다큐멘터리,장희선,"김조광수,김승환,한가람,김선경,김용균,김태용,김현주,소준문,백재호,윤소라,이원재,이윤정,이준호"
392,BiFan2015 판타스틱 단편 걸작선 2,,"26,748,000",0.0%,"26,748,000","4,458","4,458",16,28,기타,기타,,,,기타,"토피그 아마니,배준현,이채민,루카스 사,심범식",
393,세계일주,3/26/2015,"32,479,400",0.0%,"32,479,400","4,449","4,449",56,519,한국,한국,(주)쿠나,(주)나이너스엔터테인먼트,12세이상관람가,"가족,어드벤처",이항배,"김정태,박하영,구승현,최정우,지대한,나윤성,이종경,손여은,성유빈"
394,미스 줄리,6/18/2015,"32,778,500",0.0%,"32,778,500","4,438","4,438",30,439,노르웨이,"노르웨이,영국,캐나다,미국,프랑스,아일랜드",,그린나래미디어(주),15세이상관람가,드라마,리브 울만,"제시카 차스테인,콜린 파렐"
395,아리아,4/23/2015,"34,517,579",0.0%,"34,517,579","4,392","4,392",27,375,이탈리아,"이탈리아,프랑스",,(주)엣나인필름,15세이상관람가,드라마,아시아 아르젠토,"샤를로뜨 갱스부르,지울리아 살레르노,가브리엘 가코"
396,반짝이는 박수 소리,4/23/2015,"27,680,600",0.0%,"27,991,100","4,389","4,479",21,597,한국,한국,영화사 낭만,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,이길보라,"이상국,길경희,이길보라,이광희,정임순,이광희"
397,트립 투 잉글랜드,11/26/2015,"33,045,800",0.0%,"33,045,800","4,192","4,192",33,342,영국,영국,,찬란,15세이상관람가,"코미디,드라마",마이클 윈터바텀,"스티브 쿠건,롭 브라이든"
398,꿈보다 해몽,2/12/2015,"30,817,700",0.0%,"32,698,900","4,179","4,414",36,724,한국,한국,영화사 벽돌,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,"드라마,코미디",이광국,"유준상,신동미,김강현,이채은,이주원,박수민,서영화,윤영민,백수장"
399,황진이,9/18/1986,"8,327,000",0.0%,"9,821,000","4,133","4,648",1,47,한국,한국,(주)동아수출공사,,국민학생관람불가,사극,배창호,"장미희,안성기,전무송,김윤경,김지영,신일룡,조주미,홍윤정"
400,쿠크하트 : 시계심장을 가진 소년,8/20/2015,"26,569,200",0.0%,"27,805,200","4,093","4,342",37,275,프랑스,프랑스,,(주)드림팩트엔터테인먼트,전체관람가,"애니메이션,드라마,어드벤처,판타지","스테판 벨라,마티아스 마르지유","마티아스 마르지유,올리비아 루이즈,그랜드 콥스 마라드,장 로슈포르"
401,우리가 사랑한 시간,11/12/2015,"28,285,600",0.0%,"28,285,600","4,088","4,088",15,280,미국,미국,,㈜영화사 백두대간,15세이상관람가,멜로/로맨스,드레이크 도리머스,"가이 피어스,펠리시티 존스,에이미 라이언"
402,노엘의 선물,2/5/2015,"30,271,900",0.0%,"31,279,900","4,085","4,253",58,508,프랑스,프랑스,,(주)나이너스엔터테인먼트,전체관람가,"코미디,드라마,가족",알렉산더 코페르,"타하르 라힘,빅토르 카발"
403,폴레트의 수상한 베이커리,8/13/2015,"30,108,000",0.0%,"30,108,000","4,062","4,062",8,245,프랑스,프랑스,,㈜영화사 백두대간,청소년관람불가,드라마,제롬 엔리코,"베르나데트 라퐁,카르멘 마우라,도미니크 라바낭"
404,더 원 아이 러브,11/5/2015,"32,866,500",0.0%,"32,866,500","4,033","4,033",58,626,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"판타지,멜로/로맨스",찰리 맥도웰,"마크 듀플라스,엘리자베스 모스"
405,노크 노크,10/22/2015,"33,317,500",0.0%,"33,317,500","4,024","4,024",72,652,미국,"미국,칠레",,(주)팝엔터테인먼트,청소년관람불가,스릴러,일라이 로스,"키아누 리브스,아나 디 아르마스"
406,마지막 황제,12/23/1988,"11,051,500",0.0%,"11,051,500","3,978","3,978",9,92,영국,"영국,미국",,"예지림엔터테인먼트,아티잔엔터테인먼트,콜럼비아 픽쳐스 코포레이션","12세이상관람가,중학생이상관람가","드라마,사극",베르나르도 베르톨루치,
407,그라운드의 이방인,3/19/2015,"26,013,000",0.0%,"26,163,000","3,975","4,000",28,630,한국,한국,㈜인디스토리,㈜인디스토리,전체관람가,다큐멘터리,김명준,"김근,양시철,배수찬,권해효,박용진,정원덕,조은성,김정아"
408,산다,5/21/2015,"30,364,200",0.0%,"32,633,200","3,951","4,398",33,604,한국,한국,"세컨드윈드 필름,(유)산다문화산업전문회사",(주)리틀빅픽쳐스,청소년관람불가,드라마,박정범,"박정범,이승연,이재동,이재복,이찬호,장민애,전용선,전지현,고상훈,정동구,서진원,서호영,성민지,성민지,최소영,최수복,신시정,신유경,신준호,신혜진,오현석,유보라,이두희,허은실,현용주,황경현,이성호,이수진,이승연,이승준,이은미,이나라,주영호,박희본,박명훈"
409,생각보다 맑은,1/22/2015,"27,393,900",0.0%,"27,393,900","3,881","3,881",17,458,한국,한국,Studio Allo,"애니메이션 배급, 씨앗,㈜인디스토리",12세이상관람가,애니메이션,한지원,"엄상현,양정화,한지원,한지원,이홍수,이홍수,이홍수,이호민,이영기,유아람,서정원,서정원"
410,그랜드 부다페스트 호텔,3/20/2014,"29,306,700",0.0%,"6,049,062,782","3,794","778,493",18,122,미국,"미국,독일",,"(주)피터팬픽쳐스,이십세기폭스코리아(주)","청소년관람불가,15세이상관람가","미스터리,어드벤처",웨스 앤더슨,"랄프 파인즈,틸다 스윈튼,주드 로,애드리언 브로디,윌렘 데포,에드워드 노튼,시얼샤 로넌,레아 세이두"
411,세상의 끝에서 커피 한잔,11/5/2015,"28,203,000",0.0%,"28,203,000","3,772","3,772",13,274,일본,"일본,대만",,(주)도키엔터테인먼트,12세이상관람가,드라마,치앙시우청,"나가사쿠 히로미,사사키 노조미"
412,레드 리버,,"7,544,000",0.0%,"9,094,000","3,762","4,537",1,27,미국,미국,,,,"서부극(웨스턴),액션,어드벤처",하워드 혹스,"존 웨인,몽고메리 클리프트"
412,존 웨인의 기병대,,"7,534,000",0.0%,"8,342,000","3,762","3,915",2,45,미국,미국,,,12세이상관람가,"어드벤처,전쟁",존 포드,"존 웨인,윌리엄 홀덴,콘스탄스 타워스"
