■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2014-01-01~2014-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
576,정사,10/30/2014,"6,761,000",0.0%,"6,761,000","2,283","2,283",20,35,한국,한국,펀펀한영화사,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",김정환,"류성현,한세아,이소라,이현지,허종우,김수웅"
577,내가 버린 남자,5/3/1979,"4,571,000",0.0%,"9,327,000","2,278","4,641",1,32,한국,한국,한림영화,,청소년관람불가,"드라마,멜로/로맨스",정소영,"유지인,윤일봉,남능미"
577,전송가,,"4,571,000",0.0%,"8,649,000","2,278","4,307",1,21,미국,미국,유니버셜 픽쳐스,,,"전쟁,드라마",더글라스 서크,"록 허드슨,안나 카스피,댄 두리아,돈 드 프레,마사 하이어"
579,모라토리움기의 다마코,9/11/2014,"17,270,900",0.0%,"17,270,900","2,273","2,273",11,178,일본,일본,,오드,12세이상관람가,코미디,야마시타 노부히로,"마에다 아츠코,칸 스온"
580,위기의 여자,9/5/1987,"4,547,000",0.0%,"4,547,000","2,267","2,267",1,42,한국,한국,한국영화배급㈜,,미성년자관람불가,드라마,정지영,"신성일,윤정희,한인수,김영애,김지영"
581,레커스,4/3/2014,"16,066,000",0.0%,"16,066,000","2,263","2,263",15,298,영국,영국,,㈜인디스토리,청소년관람불가,멜로/로맨스,D.R. 후드,"베네딕트 컴버배치,클레어 포이,숀 에반스"
582,블랙 가스펠,11/14/2013,"15,717,000",0.0%,"367,328,500","2,232","53,217",4,85,한국,한국,㈜스토리셋,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,히즈엠티 선교회,"양동근,정준,김유미,박수용,김효식"
583,그날이 오면,,"4,687,000",0.0%,"4,687,000","2,230","2,230",1,18,미국,미국,,,,"드라마,SF",스탠리 크래이머,"그레고리 펙,에바 가드너"
583,맹진사댁 경사,,"4,460,000",0.0%,"5,244,000","2,230","2,622",1,33,,,,,,,이용민,
585,누구를 위하여 종은 울리나,3/18/1972,"4,443,000",0.0%,"13,471,586","2,220","8,941",1,30,미국,미국,파라마운트 픽쳐스,,미정,"드라마,멜로/로맨스,전쟁",샘 우드,"잉그리드 버그만,게리 쿠퍼"
586,엘 시드,9/21/1971,"4,448,000",0.0%,"7,910,790","2,217","5,863",1,36,미국,"미국,이탈리아,영국",,,,"드라마,사극,전쟁",안소니 만,"찰톤 헤스톤,소피아 로렌"
587,하늘에서 음식이 내린다면 2,11/21/2013,"11,650,500",0.0%,"5,423,213,000","2,212","800,062",5,71,미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가,"애니메이션,코미디,가족","코디 카메론,크리스 피언","빌 헤이더,안나 패리스,닐 패트릭 해리스"
588,틴토 브라스의 모든 것,10/29/2014,"10,846,000",0.0%,"10,846,000","2,207","2,207",20,50,이탈리아,이탈리아,,노바엔터테인먼트,청소년관람불가,다큐멘터리,마시밀라노 자닌,틴토 브라스
589,볼쇼이 스페셜 갈라,2/27/2014,"25,632,000",0.0%,"25,632,000","2,205","2,205",14,116,러시아,"러시아,프랑스",,그린나래미디어(주),전체관람가,공연,바실리 시나이스키,
590,극장판: 타이거 앤 버니 -더 라이징-,6/19/2014,"16,573,000",0.0%,"16,573,000","2,197","2,197",6,149,일본,일본,,"㈜T-JOY,씨너스엔터테인먼트(주)",전체관람가,"애니메이션,액션",요네타니 요시토모,
591,몽키킹: 손오공의 탄생,12/10/2014,"15,954,600",0.0%,"15,954,600","2,182","2,182",21,181,중국,중국,,주식회사 마운틴픽쳐스,12세이상관람가,"판타지,액션,어드벤처",정보서,"견자단,주윤발,곽부성,진혜림"
592,내 어머니의 인생,,"4,409,000",0.0%,"4,409,000","2,177","2,177",2,28,일본,일본,,,12세이상관람가,드라마,하라다 마사토,"야쿠쇼 코지,미야자키 아오이"
592,선셋 대로,,"4,428,000",0.0%,"4,428,000","2,177","2,177",1,30,미국,미국,파라마운트 픽쳐스,,,드라마,빌리 와일더,
592,카사블랑카,4/3/1999,"4,382,000",0.0%,"22,973,500","2,177","9,559",1,28,미국,미국,워너브러더스사㈜,,12세 미만인 자는 관람할 수 없는 등급,"드라마,멜로/로맨스,전쟁",마이클 커티즈,"험프리 보가트,잉그리드 버그만,폴 헌레이드"
595,친정어머니,,"4,356,000",0.0%,"9,752,000","2,173","4,871",1,28,한국,한국,,,,드라마,김기덕,"남궁원,황정순,엄앵란"
596,하오의 연정,,"4,363,000",0.0%,"11,930,000","2,161","5,937",1,16,미국,미국,유나이티드 아티스트,,,"코미디,멜로/로맨스,드라마",빌리 와일더,"게리 쿠퍼,오드리 헵번,모리스 슈발리에"
596,하이힐(디렉터스컷),,"19,004,500",0.0%,"19,004,500","2,161","2,161",10,117,한국,한국,(주)장차앤코,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,액션,장진,"차승원,오정세,고경표,이솜,장진"
596,해저 2만리,,"4,331,000",0.0%,"13,115,000","2,161","6,421",2,29,미국,미국,월트 디즈니 프로덕션,,전체관람가,"SF,어드벤처,가족",리차드 플레이셔,"커크 더글라스,제임스 메이슨"
599,하녀,11/3/1960,"4,349,000",0.0%,"17,168,500","2,156","3,874",1,30,한국,한국,김기영프로덕션,,"청소년관람불가,15세이상관람가","멜로/로맨스,스릴러",김기영,"김진규,이은심,주증녀,엄앵란,안성기"
600,관계,8/27/2014,"10,652,000",0.0%,"10,652,000","2,146","2,146",19,47,한국,한국,"브릿지웍스 엔터테인먼트(주),주식회사 루믹스미디어",브릿지웍스 엔터테인먼트(주),청소년관람불가,"멜로/로맨스,드라마",김명서,"토모다 아야카,김경익"
601,여인잔혹사 물레야 물레야,2/25/1984,"4,291,000",0.0%,"5,427,000","2,143","2,711",1,24,한국,한국,한림영화,,연소자관람불가,사극,이두용,"김지영,문정숙,최성관,원미경,신일룡,정규영"
602,겨울여자,9/27/1977,"4,281,000",0.0%,"9,906,000","2,133","4,883",1,25,한국,한국,(주)화천공사,,12세이상관람가,"드라마,멜로/로맨스",김호선,"장미희,신성일,김추련,신광일"
603,엄마와 나 그리고 나의 커밍아웃,6/5/2014,"16,085,500",0.0%,"16,085,500","2,120","2,120",15,198,프랑스,프랑스,,판씨네마(주),15세이상관람가,코미디,기욤 갈리엔,"기욤 갈리엔,앙드레 마르콩,프랑수아 파비안,다이앤 크루거"
604,메이지가 알고 있었던 일,3/27/2014,"14,549,500",0.0%,"14,597,500","2,117","2,125",22,180,미국,미국,,(주)미디어데이,15세이상관람가,드라마,"스콧 맥게히,데이빗 시겔","줄리안 무어,스티브 쿠건,알렉산더 스카스가드,오나타 에이프릴"
605,레쓰링,9/11/2014,"16,073,000",0.0%,"16,073,000","2,116","2,116",33,382,한국,한국,아일랜드픽처스(주),(주)박수엔터테인먼트,청소년관람불가,코미디,김호준,"최성국,송은채,하나경,박효빈,신선영,이한준,임주한,최용재,김용훈"
606,태양은 가득히,2/3/1973,"4,665,000",0.0%,"16,350,000","2,115","6,962",1,34,프랑스,"프랑스,이탈리아",,,12세이상관람가,"범죄,스릴러",르네 끄레망,"알랑 드롱,마리 라포레,모리스 로네"
607,인터멧조,,"4,230,000",0.0%,"4,230,000","2,105","2,105",1,20,미국,미국,,,,멜로/로맨스,그레고리 라토프,"레슬리 하워드,잉그리드 버그만"
608,하늘의 황금마차,9/4/2014,"15,444,300",0.0%,"15,444,300","2,079","2,079",30,418,한국,한국,"국가인권위원회,주식회사 자파리필름",(주)영화사 진진,12세이상관람가,드라마,오멸,"문석범,김동호,양정원,이경준,킹스턴 루디스카,성낙원,손형식,장정인,조상원,조수범,한승진"
609,폭풍의 언덕,,"4,173,000",0.0%,"12,563,000","2,077","6,262",2,51,미국,미국,,,,드라마,윌리엄 와일러,"로렌스 올리비에,메를 오베론"
610,먹이사슬,9/17/2014,"10,224,000",0.0%,"10,224,000","2,070","2,070",20,46,한국,한국,"주식회사 비엠미디어,스카이동",노바엔터테인먼트,청소년관람불가,멜로/로맨스,한동호,"윤설희,엄다혜,이흥재,조흥규,주성용,김미연,김민혁"
611,쇼트피스,4/17/2014,"14,540,000",0.0%,"14,540,000","2,058","2,058",6,66,일본,일본,,(주)도키엔터테인먼트,12세이상관람가,애니메이션,오토모 가츠히로,
612,만찬,1/23/2014,"14,338,000",0.0%,"14,760,000","2,055","2,126",20,427,한국,한국,김동현필름,㈜인디스토리,15세이상관람가,"가족,멜로/로맨스,드라마",김동현,"정의갑,박세진,장윤진,송준호,송준호,조영실,이은주,이주생,이주생,이지수,김상현,김상현,민덕기,민혜숙,박영주,차순배,박인수"
613,황제암살단,10/8/2014,"4,198,000",0.0%,"4,198,000","2,045","2,045",1,17,베트남,베트남,,(주)소나무픽쳐스,15세이상관람가,"액션,사극,드라마",빅터 부,후잉 동
614,학교 가는길,11/27/2014,"12,702,000",0.0%,"12,702,000","2,041","2,041",22,192,한국,한국,KBS 미디어,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,"이경묵,구중회",김갑수
615,스카페이스,,"4,104,000",0.0%,"4,104,000","2,032","2,032",1,16,미국,미국,,,,범죄,"하워드 혹스,리차드 로손",폴 무니
616,피크닉,,"4,036,000",0.0%,"12,093,000","2,013","5,999",1,15,미국,미국,콜럼비아 픽쳐스 코포레이션,,12세관람가,"드라마,멜로/로맨스",조슈아 로건,"윌리엄 홀든,킴 노박"
617,무사 노보우: 최후의 결전,6/5/2014,"12,901,000",0.0%,"12,901,000","2,003","2,003",20,39,일본,일본,,스크린조이,15세이상관람가,"전쟁,드라마","이누도 잇신,히구치 신지","노무라 만사이,에이쿠라 나나"
618,결혼전야,11/21/2013,"10,162,000",0.0%,"8,444,337,719","1,993","1,214,836",5,26,한국,한국,(주)수필름,씨너스엔터테인먼트(주),15세이상관람가,"멜로/로맨스,코미디",홍지영,"김강우,김효진,주지훈,이연희,옥택연,마동석,구잘 투르수노바,이희준,고준희,최종윤,정민주,이미도,최병모,김광규,장광,황정민,오나라,임병우,이주실"
619,산,,"3,990,000",0.0%,"3,990,000","1,985","1,985",1,24,미국,미국,파라마운트 픽쳐스,,,드라마,에드워드 디미트릭,"스펜서 트레이시,로버트 와그너,클레어 트레버"
620,크루즈 패밀리,5/16/2013,"11,734,200",0.0%,"6,552,685,700","1,982","943,806",17,84,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,가족,코미디","커크 드 미코,크리스 샌더스","니콜라스 케이지,라이언 레이놀즈,엠마 스톤,캐서린 키너,클락 듀크,클로리스 리치먼"
621,리턴드,10/30/2014,"10,610,500",0.0%,"10,610,500","1,978","1,978",21,84,스페인,스페인,,와이드 릴리즈(주),15세이상관람가,"공포(호러),스릴러",마누엘 카르발로,"숀 도일,에밀리 햄프셔,크리스 홀든 리드"
622,떠날 때는 말없이,,"3,945,000",0.0%,"6,181,000","1,970","3,088",1,28,한국,한국,,,,멜로/로맨스,김기덕,"엄앵란,신성일"
623,벨라 키스,7/30/2014,"11,276,000",0.0%,"11,276,000","1,964","1,964",19,55,독일,독일,,(주)에이블엔터테인먼트,청소년관람불가,"공포(호러),미스터리,스릴러",루시앙 포스트너,크리스티나 크레브
624,아메리칸 셰프,1/7/2015,"15,171,000",0.0%,"15,171,000","1,961","1,961",2,9,미국,미국,,(주)영화사 진진,15세이상관람가,코미디,존 파브로,"존 파브로,엠제이 안소니,소피아 베르가라,스칼렛 요한슨,더스틴 호프만,로버트 다우니 주니어,존 레귀자모"
625,거꾸로 된 파테마,4/17/2014,"15,357,000",0.0%,"15,357,000","1,957","1,957",35,259,일본,일본,,에이원엔터테인먼트,12세이상관람가,애니메이션,요시우라 야스히로,우치다 마아야
625,전쟁과 평화,9/27/1977,"3,924,000",0.0%,"10,436,774","1,957","6,840",1,19,미국,미국,파라마운트 픽쳐스,,연소자관람가,"드라마,멜로/로맨스,전쟁",킹 비더,"오드리 헵번,헨리 폰다,멜 페레,비토리오 가스만"
627,숫호구,8/7/2014,"15,138,500",0.0%,"16,256,000","1,954","2,103",14,192,한국,한국,(주)엣나인필름,(주)엣나인필름,청소년관람불가,코미디,백승기,"백승기,손이용,박지나,조한철,강병진,성충경,허윤정,이은지,이지혜,김선호"
628,열녀문,,"3,882,000",0.0%,"3,936,000","1,941","1,951",1,24,한국,한국,신필름,,청소년관람불가,사극,신상옥,"신영균,최은희"
629,나바론 요새,7/20/1974,"3,863,500",0.0%,"14,902,104","1,923","7,706",2,40,미국,"미국,영국",콜럼비아 픽쳐스 코포레이션,,12세이상관람가,"드라마,액션,어드벤처,전쟁",J. 리 톰슨,"그레고리 펙,안소니 퀸,데이빗 니븐"
630,위험한 패밀리 패밀리 에디션,,"1,545,000",0.0%,"1,545,000","1,920","1,920",5,15,미국,"미국,프랑스",,(주)프레인글로벌,15세이상관람가,"코미디,범죄,스릴러",뤽 베송,"로버트 드니로,미쉘 파이퍼"
631,그랜드 센트럴,9/18/2014,"13,530,500",0.0%,"13,530,500","1,917","1,917",12,191,프랑스,"프랑스,오스트리아",,(주)씨에이씨엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",레베카 즐로토브스키,"레아 세이두,타하르 라힘"
631,우리들의 낙원,,"3,864,000",0.0%,"4,184,000","1,917","1,980",1,12,미국,미국,,,,"코미디,멜로/로맨스",프랭크 카프라,"진 아서,라이오넬 배리모어"
633,베이비 길들이기,,"3,879,000",0.0%,"3,879,000","1,904","1,904",1,15,미국,미국,RKO 라디오 픽쳐스,,,"가족,멜로/로맨스,코미디",하워드 혹스,"캐리 그랜트,캐서린 헵번"
634,라 보엠,8/2/2014,"29,297,000",0.0%,"29,297,000","1,899","1,899",2,71,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,
635,언니는 말괄량이,,"2,328,000",0.0%,"2,328,000","1,892","1,892",1,28,한국,한국,,,,드라마,한형모,"김진규,엄앵란,문정숙,이대엽"
636,카르멘 존스,,"3,807,000",0.0%,"3,807,000","1,889","1,889",1,12,미국,미국,이십세기폭스필름코퍼레이션,,,"드라마,뮤지컬",오토 프레밍거,"해리 벨라폰테,도로시 댄드리지,펄 베일리"
637,2014 칸 국제광고제 수상작 특별상영회,,"18,686,000",0.0%,"18,686,000","1,880","1,880",2,80,기타,기타,,,전체관람가,기타,,
638,원한의 도곡리 다리,,"3,768,000",0.0%,"3,768,000","1,879","1,879",1,8,미국,미국,,,,"드라마,전쟁",마크 로브슨,"윌리엄 홀든,그레이스 켈리"
639,여자의 일생,,"2,443,000",0.0%,"13,855,500","1,878","7,564",1,20,한국,한국,,,,드라마,신상옥,"최은희,남궁원,도금봉,김동원"
640,오빠가 돌아왔다,3/20/2014,"12,514,000",0.0%,"13,193,000","1,861","1,958",12,234,한국,한국,타임스토리그룹(주),주식회사 마운틴픽쳐스,청소년관람불가,"코미디,드라마",노진수,"손병호,김민기,이아현,한보배,정의영,유지현,조명기,차대섭,김강민,이은주,이재성,김나영,김나은,김도연,김상민,김소영,김영수,김종윤,노진수"
641,백경,3/15/2008,"3,771,000",0.0%,"7,755,000","1,858","3,643",1,26,영국,영국,,,,"드라마,어드벤처",존 휴스턴,"그레고리 펙,리차드 베이스하트,레오 겐"
642,말 없는 사나이,,"4,562,000",0.0%,"4,562,000","1,849","1,849",1,21,미국,미국,,,전체관람가,"코미디,드라마,멜로/로맨스",존 포드,"존 웨인,모린 오하라,배리 피츠제럴드"
642,지옥이 뭐가 나빠,11/13/2014,"12,125,969",0.0%,"12,125,969","1,849","1,849",12,165,일본,일본,,"㈜T-JOY,메가박스중앙(주)플러스엠",청소년관람불가,"액션,코미디",소노 시온,"쿠니무라 준,츠츠미 신이치,토모치카,니카이도 후미,하세가와 히로키"
642,춘희,,"3,707,000",0.0%,"9,049,000","1,849","4,520",1,50,미국,미국,,,,"멜로/로맨스,드라마",조지 쿠커,"로버트 테일러,그레타 가르보"
645,로사,5/29/2014,"11,968,000",0.0%,"11,968,000","1,831","1,831",7,45,한국,한국,"예스 프로덕션,더필름",와이드 릴리즈(주),청소년관람불가,드라마,맹관표,"루즈메토바 다야나,조하석,강원호,이세정,이주연,김현정"
646,호수의 이방인,,"11,980,000",0.0%,"11,980,000","1,813","1,813",2,35,프랑스,프랑스,,(주)영화사 진진,,드라마,알랭 기로디,
647,잠자는 숲속의 미녀와 야수,7/15/2014,"8,769,000",0.0%,"8,769,000","1,811","1,811",21,43,미국,미국,,스크린조이,15세이상관람가,"판타지,어드벤처",캐스퍼 반 디엔,"핀 존스,그레이스 반 디엔"
648,헬벤더스: 최후의 성전,5/1/2014,"3,792,000",0.0%,"3,792,000","1,801","1,801",4,18,미국,미국,,(주)소나무픽쳐스,청소년관람불가,"공포(호러),스릴러",J.T. 페티,"클립튼 콜린스 주니어,클랜시 브라운"
649,5인의 해병,,"3,596,000",0.0%,"4,910,000","1,795","2,452",1,28,한국,한국,,,청소년관람불가,"전쟁,드라마",김기덕,"곽규석,황해,최무룡,신영균,박노식"
650,조,7/3/2014,"9,465,500",0.0%,"9,465,500","1,789","1,789",20,71,미국,미국,,와이드 릴리즈(주),청소년관람불가,드라마,데이빗 고든 그린,"니콜라스 케이지,타이 쉐리던"
651,프라미스드 랜드,12/12/2013,"13,274,500",0.0%,"179,339,162","1,786","24,052",23,136,미국,미국,,CGV아트하우스,12세이상관람가,드라마,구스 반 산트,"맷 데이먼,프란시스 맥도먼드,존 크랜신스키"
652,괴테스쿨의 사고뭉치들,11/20/2014,"12,379,800",0.0%,"12,379,800","1,783","1,783",14,175,독일,독일,,에이원엔터테인먼트,15세이상관람가,코미디,보라 닥테킨,"엘리아스 므바렉,카롤리네 헤어퍼스"
653,파리의 연인,,"3,594,000",0.0%,"4,452,000","1,782","2,211",1,18,미국,미국,파라마운트 픽쳐스,,15세관람가,"멜로/로맨스,코미디,뮤지컬",스탠리 도넌,"오드리 헵번,프레드 아스테어"
654,남태평양,8/7/1971,"3,569,000",0.0%,"8,039,924","1,779","5,468",1,30,미국,미국,이십세기폭스필름코퍼레이션,,15세이상관람가,"멜로/로맨스,뮤지컬,전쟁",조슈아 로건,"밋지 게이너,로자노 브레지,밋지 게이너,로자노 브레지"
655,들개,4/3/2014,"13,677,700",0.0%,"13,677,700","1,778","1,778",7,95,한국,한국,한국영화아카데미,CGV아트하우스,청소년관람불가,"범죄,드라마",김정훈,"변요한,박정민,박주애,박준영,서준하,서희영,송민승,임지수,장지희,양수인,양수인,엄태화,정대건,조슬예,채정석,이동화,하수민,김기현,김문준,김민지,김윤주,김윤주,김창훈,남아랑,박성일"
656,황태자의 첫사랑,,"3,573,000",0.0%,"12,037,000","1,775","5,972",1,8,미국,미국,메트로-골드윈-마이어,,,"드라마,뮤지컬",리처드 소프,"앤 블리스,에드몬드 퍼돔"
657,판타스틱 단편 걸작선 2,,"10,578,000",0.0%,"10,578,000","1,763","1,763",3,21,기타,기타,,,,기타,"박가희,리브키 모라이스 우마가피,브라이언 크라노,게라도 헤레로,이재의",
658,망부석,,"3,541,000",0.0%,"3,541,000","1,758","1,758",1,23,한국,한국,,,,사극,임권택,"신성일,도금봉"
659,귀로(歸路),,"3,480,000",0.0%,"4,896,000","1,740","2,448",1,17,한국,한국,,,,드라마,이만희,"김진규,문정숙,전계현"
660,오토마타,10/23/2014,"12,157,200",0.0%,"12,157,200","1,738","1,738",21,257,스페인,"스페인,미국",,(주)지어소프트,15세이상관람가,"SF,스릴러",가베 이바네즈,"안토니오 반데라스,딜란 맥더모트"
661,동심초,,"3,473,000",0.0%,"6,847,000","1,734","3,421",1,12,한국,한국,,,,드라마,신상옥,"최은희,김진규,엄앵란"
662,장미빛 인생,8/6/1994,"3,454,000",0.0%,"3,454,000","1,727","1,727",1,12,한국,한국,태흥영화(주),,연소자관람불가,드라마,김홍준,"김은숙,최종원,최재성,차광수,최명길"
663,소나기,,"3,467,000",0.0%,"3,467,000","1,726","1,726",1,12,한국,한국,남아진흥,,,드라마,고영남,"이영수,조윤숙,김신재"
664,스타 이즈 본 디 오리지널,,"3,473,000",0.0%,"7,578,000","1,725","3,775",1,24,미국,미국,,,,드라마,윌리엄 A. 웰만,"자넷 게이노,프레드릭 마치"
665,영 앳 하트,,"3,452,000",0.0%,"3,452,000","1,721","1,721",1,12,미국,미국,,,,"드라마,뮤지컬,멜로/로맨스",고든 더글라스,"도리스 데이,프랭크 시내트라"
666,애천,,"3,440,000",0.0%,"3,440,000","1,715","1,715",1,12,,,,,,,진 네글레스코,
667,트랜스머신: 만테라,7/15/2014,"8,370,000",0.0%,"8,370,000","1,711","1,711",20,42,말레이시아,말레이시아,,스크린조이,12세이상관람가,"SF,액션","알리야르 알리 커티,미자 모하메드",토목 샤 인드라완
668,지휘자를 위한 1분,12/4/2014,"12,041,000",0.0%,"12,041,000","1,708","1,708",8,108,이탈리아,"이탈리아,스페인",,(주)영화사 진진,전체관람가,다큐멘터리,"앙헬 에스테반,엘레나 고아텔리",
668,파티51,12/11/2014,"12,749,400",0.0%,"13,209,800","1,708","1,770",9,168,한국,한국,51+ 필름,㈜인디스토리,청소년관람불가,다큐멘터리,정용택,박다함
670,미드나잇 인 파리,7/5/2012,"12,955,400",0.0%,"2,666,665,034","1,703","360,144",3,53,미국,"미국,스페인",,"(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트",15세이상관람가,"코미디,멜로/로맨스,판타지",우디 알렌,"오웬 윌슨,마리온 꼬띨라르,레이첼 맥아담스,애드리언 브로디"
671,사대명포 2,1/16/2014,"7,590,000",0.0%,"7,590,000","1,700","1,700",5,66,홍콩,"홍콩,중국",,(주)디앤아이컴퍼니,15세이상관람가,액션,진가상,"유역비,등초,예성,정중기"
672,내일을 향해 쏴라,,"3,456,000",0.0%,"12,021,000","1,699","5,784",1,12,미국,미국,,,,"서부극(웨스턴),범죄,드라마",조지 로이 힐,"폴 뉴먼,로버트 레드포드,캐서린 로스"
673,그 참을 수 없는 맛,7/9/2014,"8,138,000",0.0%,"8,138,000","1,697","1,697",21,43,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,드라마,이지형,"조문주,김선울,광태"
674,베르나데트의 노래,,"3,400,000",0.0%,"3,400,000","1,695","1,695",1,9,미국,미국,,,,드라마,헨리 킹,"제니퍼 존스,찰스 빅포드"
675,녀녀녀,4/10/2014,"8,231,000",0.0%,"8,231,000","1,694","1,694",20,34,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,"멜로/로맨스,코미디",한승림,"신주아,윤채이,구지성,이영훈,주인철,최성훈"
676,나는 야한 여자가 좋다,7/10/2014,"8,095,000",0.0%,"8,095,000","1,688","1,688",21,42,한국,한국,드림로드,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마,성인물(에로)",신정균,"김태한,서리슬,강성훈,박지연,전소희,한진원,김민희,김보경,김선아"
677,맨발의 청춘,,"2,469,000",0.0%,"11,231,000","1,672","6,037",1,22,한국,한국,극동필름,,15세이상관람가,"드라마,멜로/로맨스",김기덕,"엄앵란,신성일,윤일봉,이예춘"
678,황야의 결투,11/30/2010,"3,622,000",0.0%,"5,832,000","1,668","2,546",1,10,미국,미국,이십세기폭스코리아(주),,,"드라마,서부극(웨스턴),범죄",존 포드,
679,기적,12/23/1972,"3,360,000",0.0%,"11,369,558","1,665","6,860",1,35,미국,미국,워너 브러더스 픽쳐스,,중학생이상관람가,"멜로/로맨스,전쟁",어빙 래퍼,로저 무어
680,가부와 메이 이야기,2/9/2006,"10,953,500",0.0%,"1,447,742,500","1,664","251,803",24,120,일본,일본,,"(주)엠케이픽처스 ,에이원엔터테인먼트",전체관람가,애니메이션,스기이 기사부로,"나카무라 시도,나리미야 히로키"
681,투 더 원더,3/6/2014,"12,454,000",0.0%,"17,541,000","1,647","2,275",5,110,미국,미국,,(주)미디어데이,청소년관람불가,"멜로/로맨스,드라마",테렌스 맬릭,"벤 애플렉,올가 쿠릴렌코,레이첼 맥아담스"
682,사랑의 유효기간은 3년,2/13/2014,"11,741,500",0.0%,"11,741,500","1,646","1,646",12,153,프랑스,프랑스,,(주)더블앤조이픽쳐스,청소년관람불가,"코미디,멜로/로맨스",프레데릭 베그베데,"루이스 보르고인,조이 스타르,발레리 르메시에,프레데릭 벨"
683,원피스 : 에피소드 오브 나미 ~항해사의 눈물과 동료의 인연~,11/6/2014,"12,319,500",0.0%,"12,319,500","1,639","1,639",33,217,일본,일본,,와이드 릴리즈(주),15세이상관람가,"애니메이션,판타지,어드벤처",토코로 카츠미,"타나카 마유미,오카무라 아케미,야마구치 캇페이,나카이 카즈야"
684,타이치2 히어로,7/24/2014,"7,738,000",0.0%,"7,738,000","1,635","1,635",21,39,중국,중국,,스크린조이,12세이상관람가,"액션,어드벤처",풍덕륜,"원효초,안젤라 베이비"
685,베라크루스,2/13/1971,"3,271,000",0.0%,"11,068,000","1,633","5,504",1,14,미국,미국,유나이티드 아티스트,,15세이상관람가,서부극(웨스턴),로버트 알드리치,"버트 랭카스터,게리 쿠퍼"
686,사랑의 원자탄,11/9/1977,"3,288,000",0.0%,"3,288,000","1,627","1,627",1,46,한국,한국,남아진흥,,12세이상관람가,사극,강대진,"이신재,이경희,송승환"
687,들개들,1/23/2014,"9,795,500",0.0%,"9,795,500","1,617","1,617",7,130,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,스릴러,하원준,"김정훈,명계남,신나라,이유정,김병우,김정팔,김주연,박규택,황영희,조덕제"
688,역마차,,"4,867,000",0.0%,"9,361,000","1,615","3,843",1,34,미국,미국,,,,서부극(웨스턴),존 포드,"존 웨인,클레어 트레버,앤디 데빈,존 캐러딘"
689,시간을 달리는 소녀,6/14/2007,"14,925,500",0.0%,"389,389,000","1,603","60,466",24,107,일본,일본,,"(주)얼리버드픽쳐스,THE 픽쳐스,씨제이엔터테인먼트",전체관람가,"애니메이션,판타지,멜로/로맨스",호소다 마모루,"이시다 타쿠야,나카 리이사"
690,홈프론트-하드액션,6/19/2014,"11,016,000",0.0%,"11,016,000","1,598","1,598",43,150,미국,미국,,(주)팝엔터테인먼트,청소년관람불가,"액션,범죄,스릴러",게리 플레더,"제이슨 스타뎀,제임스 프랭코,위노나 라이더"
691,레미제라블,12/19/2012,"10,101,800",0.0%,"43,074,520,800","1,596","5,919,182",21,58,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,톰 후퍼,"휴 잭맨,러셀 크로우,앤 해서웨이,아만다 사이프리드,헬레나 본햄 카터"
692,비밀과외,2/13/2014,"2,485,000",0.0%,"2,485,000","1,590","1,590",5,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",미스터 엘,"조동혁,연희,윤상두,예린"
692,헝거게임: 캣칭 파이어,11/21/2013,"12,756,734",0.0%,"7,863,572,734","1,590","1,127,329",5,10,미국,미국,라이온스 게이트 필름즈,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"판타지,액션",프란시스 로렌스,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,우디 해럴슨"
