■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2013-01-01~2013-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
717,컴플라이언스,8/1/2013,"7,427,500",0.0%,"7,427,500","1,045","1,045",6,119,미국,미국,,오드,청소년관람불가,"범죄,드라마,스릴러",크레이그 조벨,"드리머 워커,앤 도드,팻 힐리"
718,미워도 다시 한번 2,,"2,076,000",0.0%,"2,706,000","1,038","1,353",1,31,한국,한국,,,,"드라마,멜로/로맨스",정소영,"김정훈,김정옥,김지영,문희,신영균"
719,공각기동대 S.A.C - Solid State Society,5/23/2013,"11,777,000",0.0%,"11,777,000","1,036","1,036",6,129,일본,일본,,"㈜T-JOY,씨너스엔터테인먼트(주)",15세이상관람가,애니메이션,카미야마 켄지,"타나카 아츠코,사카 오사무"
719,안드레아 보첼리: 러브 인 포르토피노,5/8/2013,"8,449,000",0.0%,"8,449,000","1,036","1,036",14,39,영국,영국,,씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,로버트 포스터,안드레아 보첼리
721,부도리의 꿈(감독판),1/30/2013,"7,551,000",0.0%,"7,551,000","1,033","1,033",2,60,일본,일본,,(주)나이너스엔터테인먼트,전체관람가,"애니메이션,판타지,드라마",스기이 기사부로,"오구리 슌,쿠츠나 시오리,에모토 아키라,엄상현,이완호"
722,지상의 별처럼,9/6/2012,"6,175,000",0.0%,"156,326,500","1,025","24,425",5,7,인도,인도,,(주)엣나인필름,전체관람가,드라마,"아미르 칸,아몰 굽트","아미르 칸,다쉴 사페리"
723,렛 미 아웃,8/15/2013,"7,600,000",0.0%,"7,600,000","1,024","1,024",10,168,한국,한국,서울예술대학,㈜영화사 백두대간,12세이상관람가,"드라마,코미디","소재영,김창래","권현상,박희본,정보람,조성민,조윤형,김남준,최진수,황상연,박종환,소민영,오다정"
724,가면무도회,6/29/2013,"25,413,000",0.0%,"25,413,000","1,017","1,017",2,49,미국,미국,,(주)인스터피씨엠,전체관람가,"공연,드라마,멜로/로맨스",데이비드 알덴,
725,그림자 애인,4/25/2013,"6,546,500",0.0%,"6,546,500","1,013","1,013",22,227,중국,중국,,브릿지웍스 엔터테인먼트(주),12세이상관람가,"멜로/로맨스,드라마",반원량,"장백지,장소함,권상우"
726,노인을 위한 나라는 없다,2/21/2008,"7,900,500",0.0%,"447,530,000","1,001","65,643",2,16,미국,미국,"파라마운트 밴티지,미라맥스 필름즈","주식회사 해리슨앤컴퍼니,씨제이엔터테인먼트",청소년관람불가,"스릴러,드라마,범죄","조엘 코엔,에단 코엔","토미 리 존스,하비에르 바르뎀,조슈 브롤린"
727,한니발,,"1,706,000",0.0%,"1,706,000",997,997,1,18,이탈리아,이탈리아,,,15세이상관람가,"액션,어드벤처,드라마",에드가 G. 울머,안드레아 오렐리
728,공각기동대 어라이즈 보더: 2 고스트 위스퍼스,12/12/2013,"7,424,500",0.0%,"7,424,500",993,993,20,148,일본,일본,,에이원엔터테인먼트,12세이상관람가,"애니메이션,액션,SF",키세 카즈치카,
729,삼포가는 길,5/23/1975,"1,992,000",0.0%,"9,001,000",991,"4,468",1,8,한국,한국,연방영화(주),,청소년관람불가,드라마,이만희,"백일섭,김진규,문숙"
729,인사이드 르윈,1/29/2014,"9,072,000",0.0%,"9,072,000",991,991,1,5,미국,"미국,프랑스",,블루미지,15세이상관람가,드라마,"조엘 코엔,에단 코엔","오스카 아이삭,캐리 멀리건,저스틴 팀버레이크,존 굿맨"
731,에비던스,12/26/2013,"4,947,000",0.0%,"4,947,000",989,989,5,18,미국,미국,,(주)미디어로그,청소년관람불가,"공포(호러),스릴러",올라턴드 오선샌미,"라다 미첼,토리 드비토"
732,사랑아 나는 통곡한다,,"1,976,000",0.0%,"1,976,000",988,988,1,19,미국,미국,,,12세이상관람가,멜로/로맨스,윌리엄 와일러,"올리비아 드 하빌랜드,몽고메리 클리프트,랄프 리차드슨,마리암 홉킨스"
732,설인,3/14/2013,"7,404,500",0.0%,"7,404,500",988,988,6,149,한국,한국,한국영화아카데미,씨제이 씨지브이(CJ CGV)(주),청소년관람불가,"판타지,스릴러",이사무엘,"김태훈,지우,아용주,차엽,조은아,김선빈,조용석,이석,강석철,김택규"
734,건,12/26/2013,"4,922,000",0.0%,"4,922,000",984,984,5,15,미국,미국,,(주)미디어데이,청소년관람불가,"액션,스릴러",제시 테레로,"50 센트,발 킬머"
735,프랑스 다이어리,6/6/2013,"7,321,000",0.0%,"7,321,000",964,964,4,74,프랑스,프랑스,,찬란,12세이상관람가,다큐멘터리,"레이몽 드파르동,클로딘 누가레","레이몽 드파르동,클로딘 누가레"
736,한나를 위한 소나타,10/24/2013,"6,118,000",0.0%,"6,118,000",959,959,4,56,독일,독일,,(주)컴퍼니엘,12세이상관람가,드라마,마르쿠스 로젠뮐러,"제던 버크하드,나탈리아 아벨론"
737,모테키: 모태솔로 탈출기,9/26/2013,"4,985,000",0.0%,"4,985,000",954,954,6,20,일본,일본,,(주)미디어데이,15세이상관람가,"코미디,멜로/로맨스",오오네 히토시,"모리야마 미라이,나가사와 마사미,아소 쿠미코,나카 리이사"
737,오페라-아이다,12/6/2009,"12,828,000",0.0%,"44,250,000",954,"2,546",1,11,미국,미국,,(주)에이치엠엔,전체관람가,공연,소냐 프리셀,
739,어톤먼트,2/21/2008,"7,373,000",0.0%,"1,385,068,000",943,"207,698",1,16,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"멜로/로맨스,드라마,전쟁",조 라이트,"키이라 나이틀리,제임스 맥어보이"
740,왕중왕,,"1,884,000",0.0%,"1,884,000",942,942,1,12,미국,미국,,,,드라마,니콜라스 레이,"제프리 헌터,시오반 맥켄나"
740,피크닉,,"1,884,000",0.0%,"8,057,000",942,"3,986",1,21,미국,미국,콜럼비아 픽쳐스 코포레이션,,12세관람가,"드라마,멜로/로맨스",조슈아 로건,"윌리엄 홀든,킴 노박"
742,밀크 오브 소로우-슬픈 모유,8/22/2013,"7,818,000",0.0%,"7,818,000",933,933,1,66,스페인,"스페인,페루",,㈜영화사 백두대간,15세이상관람가,드라마,클로디아 로사,"마갈리 솔리에르,수지 산체스"
743,여로,,"1,858,000",0.0%,"8,568,000",929,"4,259",1,12,미국,미국,,,,"드라마,멜로/로맨스",아나톨 리트박,"데보라 카,율 브린너"
744,뷰티풀 라이즈,10/17/2013,"6,445,500",0.0%,"6,445,500",903,903,13,187,프랑스,프랑스,,(주)싸이더스,15세이상관람가,"멜로/로맨스,코미디",피에르 살바도리,"오드리 토투,나탈리 베이"
745,뜨거운 양철 지붕 위의 고양이,,"1,804,000",0.0%,"8,188,000",902,"4,049",1,25,미국,미국,,,,드라마,리차드 브룩스,"엘리자베스 테일러,폴 뉴먼,벌 아이비스"
746,배틀 오브 비보이,1/9/2014,"7,085,000",0.0%,"7,085,000",901,901,1,3,미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,드라마,벤슨 리,"조쉬 펙,조쉬 홀로웨이"
747,노랑머리 - 플라스틱 섹스,8/1/2013,"1,800,000",0.0%,"1,800,000",900,900,1,6,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이세일,민신애
748,비단꽃길,10/17/2013,"5,820,500",0.0%,"5,820,500",896,896,9,156,한국,한국,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,김정욱,"김금화,서갑숙"
749,캐리,9/17/1978,"1,784,000",0.0%,"1,784,000",892,892,1,16,미국,미국,,,청소년관람불가,"공포(호러),미스터리,스릴러",브라이언 드 팔마,"씨씨 스페이식,존 트라볼타,파이퍼 로리,베티 버클리,에이미 어빙,윌리엄 캇"
750,섹슈얼 어딕션 : 꽃잎에 느껴지는 쾌락과 통증,9/5/2013,"3,770,000",0.0%,"3,770,000",884,884,18,33,미국,미국,,"(주)팝엔터테인먼트,(주)제이엠씨미디어",청소년관람불가,"드라마,스릴러",잘만 킹,말레나 모건
751,필스,11/21/2013,"6,434,000",0.0%,"6,434,000",883,883,6,52,영국,영국,,(주)앤드플러스미디어웍스,청소년관람불가,"범죄,스릴러",J.S 베어드,"제임스 맥어보이,이모겐 푸츠,제이미 벨"
752,연인,6/20/1992,"5,839,000",0.0%,"5,839,000",874,874,31,122,프랑스,프랑스,,(주)팝엔터테인먼트,"연소자관람불가,청소년관람불가","멜로/로맨스,드라마",장 자끄 아노,"제인 마치,양가휘"
753,위대한 밀로크로제,1/17/2013,"5,954,500",0.0%,"5,954,500",871,871,11,130,일본,일본,,이미지팩토리,청소년관람불가,"코미디,멜로/로맨스,액션",이시바시 요시마사,"야마다 타카유키,마이코,이시바시 안나,스즈키 세이준,오쿠다 에이지"
754,안나 볼레나,2/28/2013,"20,899,500",0.0%,"20,899,500",851,851,2,50,독일,독일,,(주)케빈앤컴퍼니,전체관람가,공연,에릭 제노비스,안나 네트렙코
754,프레셔스,1/10/2013,"6,023,400",0.0%,"8,461,400",851,"1,143",3,59,미국,미국,,씨네그루(주)다우기술,청소년관람불가,드라마,리 다니엘스,"가보리 시디베,모니크,폴라 패튼,머라이어 캐리,레니 크라비츠"
756,산딸기,5/16/2013,"6,572,000",0.0%,"8,630,700",850,"1,175",1,70,스웨덴,스웨덴,,㈜영화사 백두대간,12세이상관람가,드라마,잉마르 베리만,"빅터 소스트롬,비비 안데르손"
757,필름 소셜리즘,3/28/2013,"5,962,500",0.0%,"9,163,500",845,"1,387",7,112,프랑스,프랑스,,(재)전주국제영화제조직위원회,15세이상관람가,드라마,장 뤽 고다르,"크리스찬 시니걸,캐서린 탄비에"
758,겨울여자,9/27/1977,"1,773,000",0.0%,"5,625,000",834,"2,750",1,6,한국,한국,(주)화천공사,,12세이상관람가,"드라마,멜로/로맨스",김호선,"장미희,신성일,김추련,신광일"
759,두더지,10/31/2013,"5,958,400",0.0%,"6,608,900",833,909,4,78,일본,일본,,(주)수키픽쳐스,청소년관람불가,드라마,소노 시온,"소메타니 쇼타,니카이도 후미,와타나베 테츠,후키코시 미츠루"
760,심플 라이프,11/22/2012,"5,866,000",0.0%,"85,876,500",830,"11,539",3,50,홍콩,홍콩,,(주)미로비젼,전체관람가,드라마,허안화,"유덕화,엽덕한"
760,카르페디엠,6/27/2013,"6,388,000",0.0%,"6,388,000",830,830,1,22,네덜란드,네덜란드,,프리비젼엔터테인먼트,청소년관람불가,"드라마,멜로/로맨스",레이노앗 오얼레만스,"캐리스 밴 허슨,바리 아츠마,안나 드리베르"
762,리멤버,12/13/2012,"4,653,000",0.0%,"24,729,000",825,"3,545",3,32,독일,독일,,주식회사 마운틴픽쳐스,15세이상관람가,"드라마,멜로/로맨스,전쟁",안나 저스티스,"앨리스 드바이어,다그마 만젤,마테츠 다미에키,샹텔 반산텐,데이빗 라쉬"
763,화이트 크리스마스,,"1,644,000",0.0%,"2,706,000",822,"1,353",1,25,미국,미국,,,,"뮤지컬,코미디",마이클 커티즈,"빙 크로스비,대니 케이,로즈마리 클루니"
764,스프링 브레이커스,7/25/2013,"6,612,000",0.0%,"6,612,000",818,818,2,65,미국,미국,,(주)누리픽쳐스,청소년관람불가,"코미디,드라마,범죄",하모니 코린,"제임스 프랭코,셀레나 고메즈,바네사 허진스,애슐리 벤슨"
765,군사통제구역 팔이공지대,7/25/2013,"5,950,000",0.0%,"5,950,000",813,813,3,14,한국,한국,허니필름,골든타이드픽처스(주),청소년관람불가,"미스터리,스릴러",구모,"박그리나,조현석,김세문,박형석,이원재,김태헌,하은설"
766,토스카,4/13/2013,"19,779,500",0.0%,"19,779,500",812,812,2,50,독일,독일,,(주)케빈앤컴퍼니,전체관람가,공연,루크 본디,요나스 카우프만
767,러브씬,10/3/2013,"3,775,000",0.0%,"3,775,000",805,805,4,20,한국,한국,(주)스푸키번치,골든타이드픽처스(주),청소년관람불가,"멜로/로맨스,드라마","문인대,이정원,김두헌","최현호,김준원,정우준,장효진"
768,타잔 3D,1/9/2014,"9,904,000",0.0%,"9,904,000",803,803,1,4,독일,독일,,(주)싸이더스,전체관람가,"애니메이션,액션,어드벤처",라인하드 클루스,"켈란 루츠,스펜서 로크"
769,어둠 속의 빛,4/11/2013,"5,186,000",0.0%,"5,186,000",800,800,7,121,폴란드,"폴란드,독일",,주식회사 마운틴픽쳐스,청소년관람불가,드라마,아그네츠카 홀란드,"로버트 비엑키에비츠,벤노 퓨어만,아그니에슈카 그로호브스카,마리아 슈라더"
770,오텔로,4/13/2013,"20,629,000",0.0%,"20,629,000",793,793,2,43,미국,미국,,(주)인스터피씨엠,전체관람가,"공연,드라마,멜로/로맨스",엘리시아 모신스키,요한보타
771,청춘극장,9/20/1975,"1,572,000",0.0%,"1,572,000",786,786,1,15,한국,한국,태창흥업,,12세이상관람가,멜로/로맨스,변장호,"신영일,김희라,김창숙,정윤희"
772,돈 지오반니,2/29/2012,"9,696,000",0.0%,"52,166,000",784,"2,275",1,16,미국,미국,,(주)인스터피씨엠,전체관람가,공연,마이클 그랑디지,
773,라 트라비아타,10/23/2012,"10,658,000",0.0%,"47,412,500",782,"2,124",1,27,미국,미국,,(주)인스터피씨엠,전체관람가,기타,윌리 데커,나탈리 드세이
774,아름다운 팔도강산,1/1/1972,"1,562,000",0.0%,"1,562,000",781,781,1,27,한국,한국,보한산업,,,드라마,강혁,"김희갑,황정순"
775,포스터,12/19/2013,"3,210,000",0.0%,"3,210,000",770,770,4,16,영국,영국,,(주)에이씨피컴퍼니,전체관람가,"가족,드라마,판타지",조나단 뉴먼,"이안 그루퍼드,토니 콜렛,리차드 E. 그랜트,앤 레이드"
776,사랑은 마법처럼,11/14/2013,"5,202,500",0.0%,"5,202,500",765,765,6,114,프랑스,프랑스,,찬란,청소년관람불가,뮤지컬,발레리 돈젤리,"발레리 르메시에,제레미 엘카임,발레리 돈젤리"
777,텔레비전,11/7/2013,"4,713,000",0.0%,"4,713,000",759,759,4,71,기타,"기타,독일",,(주)엣나인필름,전체관람가,"코미디,드라마",모스타파 사르와르 파루키,"누스랏 임로세 티샤,샤히르 카지 후다"
778,콩가네,7/11/2013,"5,451,500",0.0%,"5,451,500",755,755,5,73,한국,한국,(주)이웃엔터테인먼트,프리비젼엔터테인먼트,청소년관람불가,"가족,코미디",남기웅,"김병옥,윤다경,심은진,서효명,김동범,정완희,정재필,정희원,김동민,최종렬,김준영,박정혁,박형진,송동규,김병옥,기주봉"
779,화벽,9/20/2012,"1,580,000",0.0%,"3,337,000",750,"1,541",1,3,중국,중국,,(주)영화사폴,12세이상관람가,"판타지,멜로/로맨스,스릴러,액션,드라마",진가상,"손려,등초,정솽,염니,유재연,사남,예성,야오천"
780,노다지,,"1,498,000",0.0%,"1,498,000",749,749,1,28,한국,한국,,,,드라마,정창화,"김승호,황해,엄앵란,허장강,윤정란"
781,노 원 리브스,8/29/2013,"5,199,000",0.0%,"5,199,000",748,748,6,60,미국,미국,,씨네그루(주)다우기술,청소년관람불가,"스릴러,공포(호러)",기타무라 류헤이,"루크 에반스,아델라이드크레멘스"
782,철부지 아씨,3/14/1968,"1,482,000",0.0%,"3,461,000",741,"1,698",1,27,한국,한국,,,미정,드라마,김기풍,"문희,김정훈"
783,"가장 따뜻한 색, 블루",1/16/2014,"5,854,000",0.0%,"5,854,000",726,726,1,3,프랑스,프랑스,,판씨네마(주),청소년관람불가,"드라마,멜로/로맨스",압델라티프 케시시,"레아 세이두,아델 에그자르코풀로스,살림 케치우셰"
784,연산군,1/1/1962,"1,449,000",0.0%,"6,315,000",724,"3,142",1,20,한국,한국,신필름,,청소년관람불가,"사극,드라마",신상옥,"신영균,최은희,도금봉,신성일,김동원"
785,키스,3/7/2013,"6,011,000",0.0%,"6,011,000",722,722,2,26,한국,한국,(주)스푸키번치,(주)마노엔터테인먼트,청소년관람불가,드라마,"강호준,김진희,황희성,서용호,문인대,이정원,김두헌","조윤미,배현경,김도영,윤영민,장효진,이선희,배현경,김준원,송유현,김성현,이새별,바우,김민규,유지수,정우준,유지혜,최현호,안수현,성열석,서민성,김두헌"
786,징기스칸,3/18/1977,"1,446,000",0.0%,"6,056,000",715,"3,000",1,16,미국,미국,RKO 라디오 픽쳐스,,,"사극,전쟁",딕 포웰,"존 웨인,수잔 헤이워드,페드로 아르멘다리즈"
787,과장된 자연 이야기,,"357,000",0.0%,"357,000",714,714,1,7,,,,,,애니메이션,,
787,내 빨간 풍선,,"357,000",0.0%,"357,000",714,714,1,7,,,,,,애니메이션,,
787,내가 책이라면,,"357,000",0.0%,"357,000",714,714,1,7,,,,,,애니메이션,,
787,로켓보이,,"357,000",0.0%,"357,000",714,714,1,7,,,,,,애니메이션,,
787,바다,,"357,000",0.0%,"357,000",714,714,1,7,,,,,,애니메이션,,
787,분수의 기억을 더듬으며,,"357,000",0.0%,"357,000",714,714,1,7,한국,한국,,,,애니메이션,김영준,
787,빨간 사과 하나,,"357,000",0.0%,"357,000",714,714,1,7,,,,,,애니메이션,,
787,섬 위의 주먹,,"357,000",0.0%,"357,000",714,714,1,7,,,,,,애니메이션,,
787,장난감 병정의 사랑,,"357,000",0.0%,"357,000",714,714,1,7,,,,,,애니메이션,,
787,행복한 두더지,,"357,000",0.0%,"357,000",714,714,1,7,한국,한국,,,,애니메이션,김영준,
797,태아 3D,4/18/2013,"8,309,500",0.0%,"8,309,500",712,712,7,42,한국,한국,KBS 미디어,(주)팝엔터테인먼트,전체관람가,"다큐멘터리,가족",표만석,"김형경,이동원,이은희"
798,귀로(歸路),,"1,416,000",0.0%,"1,416,000",708,708,2,26,한국,한국,,,,드라마,이만희,"김진규,문정숙,전계현"
798,밀프,6/20/2013,"1,456,000",0.0%,"1,456,000",708,708,1,11,미국,미국,,(주)스넵쏘울,청소년관람불가,"코미디,드라마",스콧 휠러,"잭 컬리슨,필립 말렛,조셉 부턴,라몬 카마초"
800,2012,11/12/2009,"7,898,000",0.0%,"38,941,723,000",707,"5,397,597",20,190,미국,미국,센트로폴리스 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"SF,액션,어드벤처",롤랜드 에머리히,"존 쿠삭,아만다 피트,올리버 플랫,탠디 뉴튼,치웨텔 에지오포"
801,남태평양,8/7/1971,"1,412,000",0.0%,"4,470,924",706,"3,689",1,12,미국,미국,이십세기폭스필름코퍼레이션,,15세이상관람가,"멜로/로맨스,뮤지컬,전쟁",조슈아 로건,"밋지 게이너,로자노 브레지,밋지 게이너,로자노 브레지"
802,달콤한 인생,,"1,834,000",0.0%,"1,834,000",705,705,1,19,이탈리아,"이탈리아,프랑스",,,15세관람가,드라마,페데리코 펠리니,"아니타 에크베르그,마르첼로 마스트로얀니"
803,삼손과 데릴라,12/21/1974,"1,406,000",0.0%,"7,360,318",696,"4,860",1,16,미국,미국,,,청소년관람불가,"드라마,멜로/로맨스,사극",세실 B. 데밀,"안젤라 랜스베리,헤디 라머,조지 샌더스"
804,화이트 스완,12/19/2013,"2,790,000",0.0%,"2,790,000",690,690,5,21,미국,"미국,러시아",,포커스 온,15세이상관람가,"액션,스릴러,범죄",로버트 크롬비,"크리스찬 슬레이터,소피아 스카이아"
805,북북서로 진로를 돌려라,,"1,378,000",0.0%,"1,378,000",689,689,1,19,미국,미국,,,12세이상관람가,"어드벤처,미스터리,멜로/로맨스",알프레드 히치콕,"캐리 그랜트,에바 마리 세인트"
805,십계,6/16/1973,"1,384,000",0.0%,"9,799,072",689,"5,910",1,8,미국,미국,파라마운트 픽쳐스,,전체관람가,"드라마,가족",세실 B. 데밀,"앤 박스터,찰톤 헤스톤,에드워드 G. 로빈슨"
807,의사 안중근,2/16/1972,"1,184,000",0.0%,"1,184,000",684,684,1,9,한국,한국,연방영화(주),,전체관람가,사극,주동진,"김진규,문정숙"
808,남쪽으로 간다,11/15/2012,"2,431,500",0.0%,"10,660,750",682,"2,914",4,83,한국,한국,(주)시네마달,(주)시네마달,청소년관람불가,멜로/로맨스,이송희일,"김재흥,전신환"
808,로빈슨 주교의 두 가지 사랑,11/14/2013,"5,007,000",0.0%,"5,007,000",682,682,4,57,미국,미국,,(주)레인보우팩토리,15세이상관람가,다큐멘터리,맥키 앨스톤,
808,"지난 여름, 갑자기",11/15/2012,"2,431,500",0.0%,"13,777,750",682,"3,384",4,83,한국,한국,(주)시네마달,(주)시네마달,청소년관람불가,멜로/로맨스,이송희일,"김영재,한주완"
811,개똥이,9/5/2013,"4,914,000",0.0%,"4,914,000",679,679,8,125,한국,한국,영화사 새삶,주식회사 마운틴픽쳐스,청소년관람불가,드라마,김병준,"송삼동,이은경,이설구,이준상,전아름,정성훈,정지운,고기훈,최성림,최성식,김병준,최윤석,박성준,손일성,박기륭,지대한,손일성,이정비"
812,전쟁과 평화,9/27/1977,"1,356,500",0.0%,"6,512,774",678,"4,883",1,14,미국,미국,파라마운트 픽쳐스,,연소자관람가,"드라마,멜로/로맨스,전쟁",킹 비더,"오드리 헵번,헨리 폰다,멜 페레,비토리오 가스만"
813,제 5원소 리마스터링 감독판,11/20/2013,"2,060,000",0.0%,"2,060,000",677,677,4,27,프랑스,프랑스,,(주)팝엔터테인먼트,15세이상관람가,"SF,액션,어드벤처",뤽 베송,"브루스 윌리스,밀라 요보비치,게리 올드만"
814,성춘향,1/28/1961,"1,363,000",0.0%,"8,368,000",676,"4,176",1,23,한국,한국,신필름,,,"드라마,멜로/로맨스,사극",신상옥,"최은희,김진규"
815,대부,9/1/1973,"2,272,500",0.0%,"166,660,500",674,"25,964",1,22,미국,미국,,,"연소자관람불가,청소년관람불가","드라마,범죄,스릴러",프란시스 포드 코폴라,"알 파치노,말론 브란도"
815,뷰티풀 차일드,11/28/2013,"4,478,000",0.0%,"4,478,000",674,674,6,102,한국,한국,(주)피쉬트리 & STARTREE ENTERTAINMENT LTD,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,이성수,이성수
815,운명의 산 낭가 파르밧,12/12/2013,"4,389,000",0.0%,"4,389,000",674,674,6,44,독일,독일,,주식회사 마운틴픽쳐스,전체관람가,드라마,요셉 빌스마이어,"플로리안 슈테터,안드레아스 토비아스"
818,레볼루션 아일랜드,5/29/2013,"3,340,000",0.0%,"3,340,000",668,668,3,7,러시아,러시아,,(주)수키픽쳐스,15세이상관람가,"SF,액션,어드벤처",표도르 본다르추크,"바실 스테파노프,율리아 스니기르"
818,버크 앤 헤어,5/22/2013,"3,340,000",0.0%,"3,340,000",668,668,5,9,영국,영국,,(주)수키픽쳐스,청소년관람불가,"코미디,스릴러,범죄",존 랜디스,"사이먼 페그,앤디 서키스,아일라 피셔"
820,세븐데이즈,1/31/2013,"4,662,000",0.0%,"4,662,000",666,666,5,13,캐나다,캐나다,,(주)미디어데이,청소년관람불가,스릴러,다니엘 그로우,"클로드 르고트,레미 기라드"
821,카라스: 프로퍼시,8/29/2013,"5,102,000",0.0%,"5,102,000",663,663,5,25,일본,일본,,에이원엔터테인먼트,15세이상관람가,애니메이션,사토 케이이치,"와다 소코,스즈키 카스미"
822,동방삼협,4/24/1993,"1,700,000",0.0%,"1,700,000",660,660,5,16,홍콩,홍콩,,,고등학생이상관람가,"SF,액션",두기봉,"매염방,장만옥,양자경"
822,언터처블: 1%의 우정,3/22/2012,"3,733,000",0.0%,"12,738,773,000",660,"1,721,132",2,9,프랑스,프랑스,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,드라마","올리비에르 나카체,에릭 토레다노","프랑수아 클뤼제,오마 사이"
822,오텔로,12/21/2013,"16,911,000",0.0%,"16,911,000",660,660,7,26,독일,독일,,(주)케빈앤컴퍼니,전체관람가,공연,정명훈,"정명훈,그레고리 쿤데,카르멜라 레미지오,루치오 갈로,엘리자베타 마르토라나"
825,허풍,8/14/2013,"3,031,000",0.0%,"3,031,000",656,656,3,22,한국,한국,"골든타이드픽처스(주),밀크픽처스",골든타이드픽처스(주),청소년관람불가,"코미디,판타지,멜로/로맨스",공자관,"이덕재,김동수,박진위,지나,혜진"
826,흑협 2,11/20/2013,"1,610,000",0.0%,"1,610,000",650,650,5,15,홍콩,홍콩,,태창엔터테인먼트(주),15세이상관람가,"액션,드라마,SF",서극,"안지걸,토빈 벨"
827,전쟁과 한 여자,8/15/2013,"5,586,000",0.0%,"5,586,000",638,638,2,45,일본,일본,,(주)엣나인필름,청소년관람불가,드라마,이노우에 준이치,"에구치 노리코,나가세 마사토시"
828,소울 오브 브레드,12/26/2013,"4,482,000",0.0%,"4,482,000",636,636,4,26,대만,대만,,(유)영화사 화수분,12세이상관람가,"멜로/로맨스,코미디","고병권,임군양","진한전,진연희,예안동,언승우"
829,알렉산더대왕,,"1,270,000",0.0%,"1,270,000",635,635,1,12,미국,미국,(주)유나이티드아티스트,,,"전쟁,사극","로버트 로즌,다니엘 다리우","리차드 버튼,프레드릭 마치,클레어 블룸"
829,황야의 결투,11/30/2010,"1,356,000",0.0%,"2,210,000",635,878,1,14,미국,미국,이십세기폭스코리아(주),,,"드라마,서부극(웨스턴),범죄",존 포드,
831,미녀전쟁,12/19/2013,"2,905,000",0.0%,"2,905,000",631,631,4,16,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,코미디,임진승,"황선화,이은미,이경주,이성재,이승원"
832,투 더 원더,3/6/2014,"5,087,000",0.0%,"5,087,000",628,628,1,4,미국,미국,,(주)미디어데이,청소년관람불가,"멜로/로맨스,드라마",테렌스 맬릭,"벤 애플렉,올가 쿠릴렌코,레이첼 맥아담스"
833,역마차,,"1,247,000",0.0%,"4,494,000",622,"2,228",1,16,미국,미국,,,,서부극(웨스턴),존 포드,"존 웨인,클레어 트레버,앤디 데빈,존 캐러딘"
834,콤플렉스,7/25/2013,"4,804,000",0.0%,"4,804,000",608,608,4,47,일본,일본,,미디어소프트,15세이상관람가,공포(호러),나카타 히데오,"마에다 아츠코,나리미야 히로키"
835,미워도 다시 한번 '80,6/21/1980,"1,212,000",0.0%,"1,212,000",606,606,1,15,한국,한국,한림영화,,국민학생관람불가,"드라마,멜로/로맨스",변장호,"윤일봉,김영란,김윤경,김희라"
835,베드,1/17/2013,"4,186,000",0.0%,"4,186,000",606,606,9,164,한국,한국,씨네힐,주식회사 마운틴픽쳐스,청소년관람불가,드라마,박철수,"장혁진,이민아,김나미,이하나,이형식"
837,모니카와의 여름,7/4/2013,"4,790,000",0.0%,"4,790,000",605,605,1,39,스웨덴,스웨덴,,㈜영화사 백두대간,청소년관람불가,"드라마,멜로/로맨스",잉마르 베리만,"해리엇 안데르손,라스 에크보리"
838,차와 동정,,"1,208,000",0.0%,"3,910,000",604,"1,930",1,9,미국,미국,,,,드라마,빈센트 미넬리,데보라 카
839,굿닥터,12/6/2012,"1,275,000",0.0%,"8,382,500",600,"1,561",1,3,미국,미국,,(주)마인스 엔터테인먼트,청소년관람불가,스릴러,랜스 데일리,"올랜도 블룸,라일리 코프"
840,우리들의 헤어진 여자친구,8/29/2013,"2,889,000",0.0%,"2,889,000",599,599,4,30,한국,한국,"골든타이드픽처스(주),밀크픽처스",골든타이드픽처스(주),청소년관람불가,"멜로/로맨스,드라마",이광호,"주영호,심호성,오연재,임은정"
