■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2013-01-01~2013-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
1242,마이 플레이스,1/30/2014,"1,012,000",0.0%,"1,012,000",190,190,1,9,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,박문칠,
1242,아워 이디엇 브라더,11/29/2012,"1,460,000",0.0%,"197,192,477",190,"27,010",1,7,미국,미국,,씨너스엔터테인먼트(주),청소년관람불가,"드라마,가족,코미디",제시 페레츠,"폴 러드,주이 디샤넬,엘리자베스 뱅크스,에밀리 모티머"
1242,철의 시대,,"316,730",0.0%,"316,730",190,190,1,2,한국,한국,,,,다큐멘터리,정지윤,
1245,달의 애인들,,"1,240,000",0.0%,"1,240,000",189,189,1,2,프랑스,"프랑스,이탈리아,소련",,,,"드라마,범죄",오타르 이오셀리아니,"카티아 루프,알릭스 드 몬타이거"
1245,로스트 인 타일랜드,,"1,707,000",0.0%,"1,707,000",189,189,2,4,중국,중국,,,,코미디,서쟁,서쟁
1247,로얄러브,,"752,000",0.0%,"752,000",188,188,1,5,,,,,,,자말 살림,
1247,인투 더 와일드,,"1,242,000",0.0%,"1,242,000",188,188,1,3,미국,미국,,,,"어드벤처,드라마",숀 펜,"에밀 허쉬,빈스 본,캐서린 키너"
1249,데미지,12/17/1994,"1,073,000",0.0%,"20,652,000",187,"3,018",2,21,영국,"영국,프랑스",,예지림엔터테인먼트,"연소자관람불가,청소년관람불가","드라마,멜로/로맨스",루이 말,"제레미 아이언스,줄리엣 비노쉬,미란다 리차드슨,루퍼트 그레이브즈"
1250,나루토 질풍전 극장판-불의 의지를 잇는 자,10/22/2009,"1,116,000",0.0%,"189,074,500",186,"29,792",1,1,일본,일본,,에이원엔터테인먼트,전체관람가,"애니메이션,판타지",사토 마사히코,나카무라 치에
1250,영화판,12/6/2012,"1,069,000",0.0%,"10,312,500",186,"1,549",5,47,한국,한국,"(주)아우라픽처스,엔터시네마",주식회사 마운틴픽쳐스,12세이상관람가,다큐멘터리,허철,"정지영,윤진서,임권택,안성기,이진훈,이두용"
1252,5 데이즈 오브 워,12/27/2012,"1,395,000",0.0%,"1,685,000",185,230,3,27,미국,미국,,스크린조이,15세이상관람가,"액션,드라마,전쟁",레니 할린,"루퍼트 프렌드,발 킬머,앤디 가르시아,리차드 코일,엠마누엘 크리퀴,딘 케인,헤더 그레이엄,미코 노우자이넨"
1252,몰리에르,,"1,215,000",0.0%,"1,215,000",185,185,1,5,프랑스,프랑스,,,,코미디,로랑 티라르,"로맹 뒤리스,파브리스 루치니"
1254,뜨개질,,"278,800",0.0%,"278,800",184,184,1,16,한국,한국,,,,"멜로/로맨스,드라마",윤은혜,이상희
1255,가족을 빌려드립니다,,"335,000",0.0%,"335,000",183,183,1,2,덴마크,덴마크,,,,다큐멘터리,,
1255,라즈 온 에어,,"569,000",0.0%,"569,000",183,183,1,7,한국,한국,,,,다큐멘터리,이옥섭,
1257,효녀 심청,11/17/1972,"362,000",0.0%,"4,285,000",181,"2,140",1,9,한국,한국,안양,,전체관람가,사극,신상옥,"윤정희,김성원"
1258,두물머리,,"1,062,500",0.0%,"1,062,500",180,180,1,3,한국,한국,두물머리픽쳐스,,,다큐멘터리,서동일,
1258,비커밍 제인,10/11/2007,"1,365,500",0.0%,"1,367,447,000",180,"212,860",1,5,미국,미국,콜럼비아 픽쳐스 코포레이션,씨제이엔터테인먼트,12세이상관람가,"드라마,멜로/로맨스",줄리언 재롤드,"앤 해서웨이,줄리 월터스,제임스 맥어보이"
1258,에덴,10/24/2013,"900,000",0.0%,"900,000",180,180,1,3,한국,한국,스마일픽쳐스,스마일픽쳐스,청소년관람불가,"멜로/로맨스,드라마",박영호,"김은서,강석호,정보름,정동규"
1258,천사를 날게 한 남자,,"337,500",0.0%,"337,500",180,180,1,2,영국,"영국,프랑스,폴란드",,,,다큐멘터리,,
1262,발렌티노의 유령들,,"423,000",0.0%,"423,000",179,179,1,2,미국,"미국,인도",,,,다큐멘터리,,
1262,세상의 모든 아침,11/1/1992,"886,000",0.0%,"1,434,000",179,285,1,4,프랑스,프랑스,,,중학생이상관람가,"드라마,뮤지컬,멜로/로맨스",알랭 코르노,"장 피에르 마리엘,제라르 드빠르디유,안느 브로쉐"
1262,카르마 샤둡,,"299,000",0.0%,"299,000",179,179,1,2,스위스,스위스,,,,다큐멘터리,"라몬 기거,얀 가스만",
1265,녹색광선,,"938,000",0.0%,"2,911,000",178,520,1,3,프랑스,프랑스,,,15세이상관람가,"드라마,멜로/로맨스",에릭 로메르,마리 리비에르
1265,범죄와의 전쟁: 나쁜놈들 전성시대,2/2/2012,"1,504,000",0.0%,"36,540,327,500",178,"4,720,050",1,3,한국,한국,"(주)팔레트픽처스,(주)쇼박스",(주)쇼박스,청소년관람불가,"범죄,드라마",윤종빈,"최민식,하정우,조진웅,마동석,곽도원,김성균,박성광,이철민,임자연,임헌호,권종현,김민주,박재현,박태호,신수정,이강곤,이낙준,권율,송영창,박병은,김홍파,이희준,유재명,장준녕,김종수,오만석,정재헌,고규필,이세랑,박인수"
1265,별을 쫓는 아이,8/25/2011,"1,440,000",0.0%,"378,718,500",178,"52,877",1,2,일본,일본,,"(주)박수엔터테인먼트,에이원엔터테인먼트",전체관람가,애니메이션,신카이 마코토,
1265,잡초,,"890,000",0.0%,"890,000",178,178,1,4,프랑스,"프랑스,이탈리아",,,,드라마,알랭 레네,"앙드레 뒤솔리에,사빈느 아제마"
1269,가족초상화,,"319,500",0.0%,"319,500",177,177,1,2,한국,한국,(주)동녘필름,,,다큐멘터리,김영조,김영조
1269,실연33일,,"1,558,000",0.0%,"1,558,000",177,177,2,3,중국,중국,,,,"코미디,멜로/로맨스",등화도,"펑위옌,백백하"
1271,더 스토리: 세상에 숨겨진 사랑,12/6/2012,"1,320,000",0.0%,"268,881,500",176,"37,025",1,8,미국,미국,,(주)에스비에스콘텐츠허브,15세이상관람가,"드라마,스릴러,멜로/로맨스","브라이언 클러그만,리 스턴탈","브래들리 쿠퍼,조 샐다나,제레미 아이언스,데니스 퀘이드,올리비아 와일드"
1271,하이힐을 신은 여자는 위험하다,12/25/2013,"1,142,000",0.0%,"1,142,000",176,176,6,36,미국,미국,,오드,15세이상관람가,다큐멘터리,줄리 베나스라,"마놀로 블라닉,스테이시 퍼거슨"
1273,1942,,"1,534,000",0.0%,"1,534,000",175,175,1,3,중국,중국,,,,드라마,펑샤오강,"애드리언 브로디,팀 로빈스,장국립"
1273,데이 앤 나이트,10/31/2013,"1,461,000",0.0%,"1,461,000",175,175,4,13,오스트리아,오스트리아,,주식회사 풍경소리,청소년관람불가,드라마,사빈느 데르플링거,안나 로트
1273,런던 블러바드 무삭제 감독판,1/4/2013,"1,190,000",0.0%,"1,190,000",175,175,2,20,미국,미국,,(주)팝파트너스,청소년관람불가,"액션,드라마",윌리엄 모나한,"콜린 파렐,키이라 나이틀리,레이 윈스톤,제이미 캠벨 바우어"
1276,루드비히,,"868,000",0.0%,"2,118,000",174,402,1,3,이탈리아,"이탈리아,프랑스,독일",,,15세이상관람가,기타,,"헬무트 베르거,트레버 하워드"
1277,3X3D,,"459,000",0.0%,"459,000",173,173,1,2,포르투갈,포르투갈,,,,"코미디,드라마","장 뤽 고다르,피터 그리너웨이,에드가 페라",
1277,V/H/S:죽음을 부르는 비디오,5/2/2013,"933,000",0.0%,"933,000",173,173,1,2,미국,미국,,(주)노이에스,청소년관람불가,"공포(호러),스릴러","데이빗 브룩크너,글렌 맥퀘이드,조 스완버그,라디오 사일런스,티 웨스트,아담 윈가드","캘빈 리더,한나 피어먼,아담 윈가드,조 스완버그"
1277,수호지 천하호걸-고대수,1/15/2013,"1,038,000",0.0%,"1,038,000",173,173,1,1,중국,중국,,(유)조이앤컨텐츠그룹,15세이상관람가,"액션,드라마",류신의,오진군
1277,자연의 아이들,10/19/1996,"892,000",0.0%,"2,284,500",173,372,1,3,아이슬란드,아이슬란드,아이슬란드ic Film,,고등학생이상관람가,드라마,프리드릭 토르 프리드릭슨,"지슬리 홀돌손,브루노 간츠"
1277,현기증,,"904,000",0.0%,"3,062,000",173,546,1,3,미국,미국,,(주)영화사 안다미로,15세이상관람가,"스릴러,범죄",알프레드 히치콕,"킴 노박,제임스 스튜어트,바바라 벨 게디스"
1282,과거가 없는 남자,10/14/2005,"1,118,000",0.0%,"16,052,500",172,"2,564",1,5,핀란드,핀란드,판도라 필름프로덕션,(주)영화랑,12세관람가,"코미디,드라마",아키 카우리스마키,"마르꾸 펠톨라,카티 오우티넨"
1282,여자가 사랑할때,12/5/2013,"1,602,000",0.0%,"1,602,000",172,172,6,17,프랑스,프랑스,,주식회사 풍경소리,청소년관람불가,드라마,까뜨린느 꼬르시니,"크리스틴 스콧 토마스,세르지 로페즈"
1282,인시디어스,9/13/2012,"1,300,000",0.0%,"369,898,500",172,"51,972",2,17,미국,미국,,(주)쇼박스,15세이상관람가,"공포(호러),판타지,스릴러",제임스 완,"패트릭 윌슨,로즈 번,바바라 허쉬,리 워넬"
1285,33리,9/5/2013,"618,000",0.0%,"618,000",171,171,1,22,한국,한국,,어뮤즈,15세이상관람가,"드라마,코미디",조승연,"김선희,최희철,윤동혁,박성일"
1285,그 자퇴하는 학생은 어디로 가면 됩니까!,,"302,706",0.0%,"302,706",171,171,1,5,한국,한국,,,,다큐멘터리,한동혁,
1285,레닌그라드 카우보이 미국에 가다,5/18/1996,"1,116,000",0.0%,"3,508,500",171,522,1,5,핀란드,핀란드,,,중학생이상관람가,코미디,아키 카우리스마키,마티 펠론파
1285,진짜로 일어날지도 몰라 기적,12/22/2011,"1,183,500",0.0%,"321,557,400",171,"41,557",2,7,일본,일본,,(주)미로비젼,전체관람가,드라마,고레에다 히로카즈,오다기리 조
1289,러브 인 코리아,8/8/2013,"980,000",0.0%,"1,315,000",170,211,4,55,한국,한국,프리포트,프리포트,12세이상관람가,다큐멘터리,박제욱,"리아즈,이마붑"
1289,벨렝구: 토끼살인마,,"678,000",0.0%,"678,000",170,170,1,5,인도네시아,인도네시아,,,,스릴러,우피 아비안토,
1289,아듀 필리핀,,"1,119,000",0.0%,"1,119,000",170,170,1,2,프랑스,"프랑스,이탈리아",,,,,,
1289,여자의 호수,,"990,000",0.0%,"990,000",170,170,1,2,독일,독일,,,,드라마,,
1289,퀴어영화 20,,"1,018,000",0.0%,"1,018,000",170,170,1,2,한국,한국,99film,,청소년관람불가,기타,백인규,"정효락,윤태우,유승원"
1289,한공주,4/17/2014,"1,017,500",0.0%,"1,017,500",170,170,1,3,한국,한국,리 공동체 영화사,CGV아트하우스,청소년관람불가,드라마,이수진,"천우희,우혜진,정인선,김소영,강대현,백지원,임동석,장순호,전준영,정한빈,이상헌,이슬,이연주,이은주,이재민,김다현,김용국,지수,김태윤,김현준,민경진,동현배,이영란,유승목,오희준,이세랑"
1295,2의 증명,,"468,000",0.0%,"468,000",169,169,1,5,한국,한국,,,,다큐멘터리,,
1295,건축학개론,3/22/2012,"894,400",0.0%,"30,223,590,400",169,"4,111,237",1,2,한국,한국,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마",이용주,"엄태웅,한가인,이제훈,배수지,고준희,조정석,박지은,신민영,신예진,유연석,조현철,박진우,김의성,이승호"
1295,인디애니페스트2013-독립보행3,,"768,000",0.0%,"768,000",169,169,1,2,,,,,,애니메이션,,
1298,실비아의 도시에서,,"1,098,000",0.0%,"1,147,000",168,175,1,2,스페인,스페인,,,15세이상관람가,드라마,호세 루이스 게린,"피욜라 로페즈 드 아야라,하비에르 라피트"
1298,인터섹션,9/26/2013,"1,132,000",0.0%,"1,132,000",168,168,5,42,프랑스,프랑스,,(주)싸이더스,청소년관람불가,스릴러,데이빗 마코니,"로쉬디 젬,제이미 알렉산더,프랭크 그릴로,마리-조지 크로즈"
1298,저지드레드 3D,12/6/2012,"1,025,000",0.0%,"369,180,000",168,"48,794",3,19,영국,영국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"SF,액션",피트 트래비스,"칼 어번,제이슨 코프,올리비아 썰비"
1298,카얀,,"672,000",0.0%,"672,000",168,168,1,6,캐나다,캐나다,,,,드라마,마리암 나자피,
1302,알제리 전투,10/15/2009,"668,000",0.0%,"11,548,000",167,"2,186",1,7,이탈리아,"이탈리아,기타",,실버스푼,15세이상관람가,"전쟁,드라마",질로 폰테코르보,"브라힘 하기아그,장 마틴"
1303,아마존의 눈물,3/25/2010,"996,000",0.0%,"649,288,000",166,"104,367",1,2,한국,한국,(주)MBC,주식회사 마운틴픽쳐스,15세이상관람가,다큐멘터리,"김진만,김현철",김남길
1304,고모라,4/28/2011,"868,000",0.0%,"3,000,500",165,523,1,4,이탈리아,이탈리아,,,청소년관람불가,"드라마,액션",마테오 가로네,살바토레 압루제세
1304,농담,,"305,772",0.0%,"305,772",165,165,1,8,한국,한국,,,,기타,최시형,
1304,파수꾼,3/3/2011,"1,238,500",0.0%,"179,409,200",165,"23,123",1,5,한국,한국,한국영화아카데미,필라멘트픽쳐스,15세이상관람가,드라마,윤성현,"서준영,박정민,조성하,이제훈,이초희,이재연,배제기"
1307,내 아내의 모든 것,5/17/2012,"847,000",0.0%,"34,224,467,500",164,"4,598,985",1,4,한국,한국,"(주)수필름,영화사 집",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,멜로/로맨스",민규동,"임수정,이선균,류승룡,이달형,이진희,김도균,김선일,최차원,신경철,옥광희,박희본,김지영,정대용,남명렬"
1308,리바이어던,,"475,500",0.0%,"475,500",163,163,1,2,미국,"미국,프랑스,영국",,,,다큐멘터리,"베레나 파라벨,뤼시앵 캐스텡-테일러",
1309,가을 소나타,3/22/2012,"816,000",0.0%,"15,687,700",162,"2,111",1,3,스웨덴,스웨덴,,㈜영화사 백두대간,12세이상관람가,드라마,잉마르 베리만,"잉그리드 버그만,리브 울만"
1309,굿모닝 하트에이크,1/9/2014,"1,134,000",0.0%,"1,134,000",162,162,1,1,이탈리아,이탈리아,,㈜인디스토리,청소년관람불가,멜로/로맨스,안나 네그리,"알바 로르와처,마르코 포쉬,발렌티나 로도비니,마시모 드 산티스"
1309,나인뮤지스; 그녀들의 서바이벌,9/25/2014,"506,000",0.0%,"506,000",162,162,1,2,한국,한국,민치앤필름,하준사,12세이상관람가,다큐멘터리,이학준,"나인뮤지스,봉명필,오준성,이우석,현주"
1312,베이비 메이커스,1/31/2013,"1,292,000",0.0%,"1,292,000",160,160,3,11,미국,미국,,(주)팝엔터테인먼트,청소년관람불가,"어드벤처,코미디",제이 챈드라세카,"폴 슈나이더,올리비아 문"
1312,시절인연,1/1/2014,"1,120,000",0.0%,"1,120,000",160,160,1,1,중국,중국,,(주)드림웨스트픽쳐스,12세이상관람가,멜로/로맨스,설효로,"탕웨이,오수파"
1314,모모와 다락방의 수상한 요괴들,7/5/2012,"756,000",0.0%,"1,989,020,000",159,"300,333",4,18,일본,일본,프로덕션 I.G.,타임스토리그룹(주),전체관람가,"애니메이션,드라마,가족,판타지",오키우라 히로유키,"미야마 카렌,유카,이선,김준현,양상국,안윤상"
1315,Requiem,,"263,386",0.0%,"263,386",158,158,1,2,한국,한국,,,,다큐멘터리,,
1315,고집쟁이 딸,11/7/2013,"2,624,000",0.0%,"2,624,000",158,158,4,39,영국,영국,,(주)인스터피씨엠,전체관람가,공연,프레드릭 에쉬톤,
1315,두리반 발전기,,"263,386",0.0%,"353,386",158,203,1,2,한국,한국,,,,다큐멘터리,이원우,
1315,사물의 숨겨진 원리,,"263,386",0.0%,"263,386",158,158,1,2,한국,한국,미디어숲 프로덕션,미디어숲 프로덕션,,다큐멘터리,조민석,
1315,옛날 옛적 서부에서,7/11/2008,"895,000",0.0%,"6,523,000",158,"1,153",1,2,미국,"미국,이탈리아",,,,서부극(웨스턴),세르지오 레오네,"헨리 폰다,클라우디아 카르디날레,제이슨 로바즈,찰스 브론슨"
1315,청춘유예,,"817,000",0.0%,"943,000",158,179,1,7,한국,한국,,,,다큐멘터리,안창규,
1321,퍼레이드,,"1,055,000",0.0%,"1,055,000",157,157,1,7,세르비아,세르비아,,,,"드라마,코미디",스잔 드라고제빅,니콜라 코조
1322,가면놀이,,"796,000",0.0%,"801,000",156,157,1,4,한국,한국,푸른영상,,,다큐멘터리,문정현,
1322,저 여기 살았던 사람인데요,,"542,000",0.0%,"542,000",156,156,1,2,한국,한국,,,,다큐멘터리,정희영,
1322,평행,,"542,000",0.0%,"542,000",156,156,1,2,독일,독일,,,,기타,하룬 파로키,
1325,금지된 장난,9/26/1992,"750,000",0.0%,"2,148,000",155,795,1,4,프랑스,프랑스,,,중학생이상관람가,"드라마,전쟁",르네 클레망,"조르주 푸줄리,브리지트 포세이"
1325,쉘부르의 우산,9/26/1992,"816,000",0.0%,"1,746,000",155,334,1,4,프랑스,"프랑스,독일",,,"12세이상관람가,15세이상관람가","멜로/로맨스,뮤지컬",자끄 드미,"까뜨린느 드뇌브,마르크 미셸,니노 카스텔누오보"
1325,오목어,,"224,852",0.0%,"752,310",155,843,2,22,한국,한국,,,,애니메이션,김진만,
1325,이머고,,"1,085,000",0.0%,"1,085,000",155,155,1,1,스페인,스페인,,(주)미디어데이,15세이상관람가,공포(호러),카를레스 토렌스,"카이 레녹스,지나 만테나,마이클 오키프,릭 곤잘레즈"
1329,세이프,,"256,718",0.0%,"256,718",154,154,1,3,한국,한국,브이지 픽쳐스,브이지 픽쳐스,,"스릴러,드라마,공포(호러)",문병곤,이민지
1329,수련,,"431,500",0.0%,"431,500",154,154,1,5,한국,한국,,,,"다큐멘터리,드라마",김이창,김이창
1329,위대한 극장 북조선,,"294,500",0.0%,"294,500",154,154,1,2,싱가포르,싱가포르,,,,다큐멘터리,,
1329,칠레 전투 제 1부,,"1,834,000",0.0%,"1,834,000",154,154,1,3,칠레,칠레,,,15세이상관람가,다큐멘터리,파트리치오 구즈만,
1333,제7의 봉인,5/10/2012,"1,004,000",0.0%,"27,330,300",153,"3,410",1,5,스웨덴,스웨덴,,㈜영화사 백두대간,12세이상관람가,드라마,잉마르 베리만,"막스 본 시도우,군나르 비에른스트란드,비비 안데르손,닐스 포페,벵트 에케로트,잉가 길"
1334,도둑들,7/25/2012,"760,000",0.0%,"93,665,568,500",152,"12,983,330",1,1,한국,"한국,홍콩",(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,범죄",최동훈,"김윤석,김혜수,이정재,전지현,임달화,김해숙,오달수,김수현,이심결,증국상,서영주,장동,장현문,정윤헌,조상원,한규석,홍원기,김영민,최덕문,최진호,장준녕,예수정"
1334,돌아가는 관람차,,"456,000",0.0%,"456,000",152,152,1,2,한국,한국,,,,"드라마,기타",이정우,
1334,스파이키드4 : 올더타임인더월드,1/10/2013,"1,004,000",0.0%,"1,004,000",152,152,3,27,미국,미국,,주식회사 마운틴픽쳐스,전체관람가,"액션,어드벤처,코미디",로버트 로드리게즈,"제시카 알바,조엘 맥헤일,제레미 피번"
1334,오 윌리…,,"285,566",0.0%,"361,874",152,247,1,4,벨기에,"벨기에,프랑스,네덜란드",,,,애니메이션,"에마 드 스와프,마크 로엘스",
1334,트러블 에브리 데이,,"994,000",0.0%,"994,000",152,152,1,3,프랑스,"프랑스,독일,일본",,,,드라마,클레르 드니,"빈센트 갈로,트리시아 베시,베아트리체 달"
1339,또 다른 길,,"963,000",0.0%,"963,000",151,151,1,3,헝가리,헝가리,,,청소년관람불가,,,
1340,고혹자-가두지왕,7/10/2013,"750,000",0.0%,"750,000",150,150,3,3,중국,중국,,(주)수키픽쳐스,15세이상관람가,액션,유송,유송
1340,깁스를 한 남자,,"467,250",0.0%,"467,250",150,150,1,6,한국,한국,,,,드라마,이은정,
1340,쇼걸,11/18/1995,"300,000",0.0%,"300,000",150,150,1,5,미국,미국,카롤코 픽쳐스,주식회사 풍경소리,연소자관람불가,드라마,폴 버호벤,"글렌 플러머,카일 맥라클란,지나 거손,엘리자베스 버클리"
1340,슈가박스,3/14/2013,"750,000",0.0%,"750,000",150,150,1,1,미국,미국,,(주)노이에스,청소년관람불가,"범죄,드라마",코디 자렛,"제네비르 앤더슨,델라 브라운,닉 엘드레지"
1340,어그레션 스케일,6/11/2013,"750,000",0.0%,"750,000",150,150,1,1,미국,미국,,(주)노이에스,청소년관람불가,"액션,스릴러",스티븐 C. 밀러,"조셉 맥켈히어,레이 와이즈"
1340,필부,4/18/2013,"750,000",0.0%,"750,000",150,150,1,1,중국,중국,,(주)노이에스,15세이상관람가,액션,양 쉬우펭,"황효명,장흠예"
1340,하이 라이프,1/17/2013,"750,000",0.0%,"750,000",150,150,1,1,미국,미국,,(주)에이씨피컴퍼니,청소년관람불가,"코미디,범죄",게리예이츠,"티모시 올리펀트,로지프 서덜랜드"
1347,1395일 간의 흑백,,"513,500",0.0%,"513,500",149,149,1,2,영국,"영국,보스니아",,,,드라마,세이라 카메릭,
1347,2046,10/15/2004,"1,264,000",0.0%,"797,104,500",149,"123,062",1,6,홍콩,홍콩,"아르떼,콜럼비아 픽쳐스 코포레이션,프랑스3시네마,젯톤프로덕션,제2 독일 텔레비젼 협회,포르티시모 필름",이십세기폭스필름코퍼레이션,18세관람가,드라마,왕가위,"기무라 다쿠야,양조위,장첸,장쯔이,유가령"
1347,나는 시징이 좋아요 - 시징학교,,"513,500",0.0%,"513,500",149,149,1,2,한국,한국,,,,,,
1350,맨하탄 미스테리,,"776,000",0.0%,"776,000",147,147,1,4,미국,미국,,,고등학생이상관람가,"코미디,범죄,미스터리",우디 앨런,"우디 앨런,다이안 키튼"
1350,승리,,"740,000",0.0%,"740,000",147,147,1,6,이탈리아,"이탈리아,프랑스",,,,드라마,마르코 벨로치오,"지오바나 메조기오르노,필리포 티미"
1350,안개마을,2/12/1983,"959,000",0.0%,"959,000",147,147,1,2,한국,한국,(주)화천공사,,연소자관람불가,"드라마,미스터리",임권택,"정윤희,안성기,김지영,진봉진,김진"
1350,일 포스티노,3/9/1996,"770,000",0.0%,"770,000",147,147,1,3,이탈리아,"이탈리아,프랑스",체키고리그룹 타이거키네마토그라피카,(주)영화사 진진,"고등학생이상관람가,15세이상관람가","드라마,코미디,멜로/로맨스",마이클 래드포드,"필립 느와레,마시모 트로이시"
1354,AISFF2013 시네마 올드 앤 뉴,,"728,000",0.0%,"728,000",146,146,1,1,,,,,,,,
1354,러브,,"941,000",0.0%,"941,000",146,146,1,3,헝가리,헝가리,,,15세이상관람가,드라마,,
1354,수색,,"1,288,000",0.0%,"1,288,000",146,146,2,3,중국,중국,,,,"스릴러,드라마",첸 카이거,"조우정,고원원"
1354,영화사 1부,8/22/2008,"957,000",0.0%,"2,510,000",146,394,1,2,프랑스,프랑스,,,,다큐멘터리,,
1358,샤오홍,,"1,251,000",0.0%,"1,251,000",145,145,2,3,중국,중국,,,,"드라마,멜로/로맨스",곽건기,황각
1358,성냥공장 소녀,4/28/2001,"941,000",0.0%,"2,676,000",145,393,1,6,핀란드,핀란드,,,15세관람가,드라마,아키 카우리스마키,베사 비에리코
1360,"믿거나 말거나, 찬드라의 경우",,"144,000",0.0%,"144,000",144,144,1,2,한국,한국,,,,드라마,박찬욱,"오달수,백지원,구자홍,오영림"
1360,신의 전사들,,"576,000",0.0%,"576,000",144,144,1,4,모로코,모로코,,,,드라마,나빌 아유쉬,
1360,심판,,"144,000",0.0%,"144,000",144,144,1,3,한국,한국,,,15세이상관람가,"드라마,판타지",박찬욱,"기주봉,고인배,권남희"
1360,"쓰리, 몬스터 '컷'",,"144,000",0.0%,"144,000",144,144,1,2,한국,한국,,,,기타,박찬욱,"이병헌,강혜정,박진우,이대연,염정아"
1360,청출어람,,"144,000",0.0%,"5,094,000",144,594,1,2,한국,한국,"(주)모호필름,(주)모그커뮤니케이션즈",(주)이노션,전체관람가,"드라마,판타지","박찬욱,박찬경","송강호,전효정"
1365,나비 사냥,,"939,000",0.0%,"939,000",143,143,1,3,프랑스,"프랑스,독일,이탈리아",,,,드라마,오타르 이오셀리아니,나르다 블란쳇
1365,우디 알렌의 부부일기,,"712,000",0.0%,"712,000",143,143,1,4,,,,,,,,
1367,빙벽,,"568,000",0.0%,"568,000",141,141,1,5,일본,일본,,,,드라마,마스무라 야스조,
1367,아실,,"564,000",0.0%,"564,000",141,141,1,6,기타,기타,,,,,칼리드 알자자리,
1367,유폐,,"251,500",0.0%,"251,500",141,141,1,2,포르투갈,포르투갈,,,,다큐멘터리,앙드레 길 마타,
1370,마르케타 라자로바,,"887,000",0.0%,"887,000",140,140,1,3,체코,체코,,,청소년관람불가,"드라마,멜로/로맨스",,
1370,비상선의 여자,,"714,000",0.0%,"714,000",140,140,1,3,일본,일본,,,,드라마,오즈 야스지로,
1370,연결도시,,"560,000",0.0%,"560,000",140,140,1,6,기타,기타,,,,"드라마,가족",모하메드 후쉬키,
1370,해양천국,,"1,208,000",0.0%,"1,208,000",140,140,2,3,중국,중국,,,,드라마,설효로,이연걸
1374,헤르츠 프랑크 회고전 2,,"229,000",0.0%,"229,000",139,139,1,1,,,,,,,,
1375,불확실성의 원리,,"670,000",0.0%,"670,000",138,138,1,4,프랑스,"프랑스,포르투갈",,,,드라마,마누엘 데 올리베이라,"줄리아 부이셀,레오노르 발다퀘"
1375,사라고사의 매뉴스크립트,,"864,000",0.0%,"864,000",138,138,1,3,폴란드,폴란드,,,,"어드벤처,드라마,판타지",,
1375,악마가 너의 죽음을 알기전에,5/14/2009,"1,068,000",0.0%,"43,169,000",138,"5,873",1,6,미국,미국,,"(유)영화사 화수분,(주)아펙스 엔터테인먼트",청소년관람불가,"드라마,범죄,스릴러",시드니 루멧,"필립 세이모어 호프만,에단 호크,마리사 토메이,앨버트 피니"
1375,페이싱 미러즈,,"892,000",0.0%,"892,000",138,138,1,7,이란,이란,,,,,,
1375,푸레자: 네그로스 설탕산업의 진실,,"371,000",0.0%,"371,000",138,138,1,2,필리핀,필리핀,,,,다큐멘터리,제이 아벨로,
1380,공공의 적,1/24/2002,"1,139,000",0.0%,"1,145,500",137,138,1,7,한국,한국,(주)시네마서비스,(주)시네마서비스,18세관람가,"범죄,액션",강우석,"설경구,이성재,강신일,안내상,이문식,성지루,유해진,허명행,조규성,조영민,조용수,김병인,금종택,서범식,명영호,김다은,김경은,서지오,전재홍,정기성,양재성,이충희,안석환,기주봉,윤문식,김강일,이도겸,권병길,이칸희"
1380,달팽이의 별,3/22/2012,"830,000",0.0%,"135,571,800",137,"19,761",2,6,한국,한국,크리에이티브 이스트,(주)영화사조아,전체관람가,다큐멘터리,이승준,"조영찬,김순호"
1380,마르셀의 추억,1/24/1998,"710,000",0.0%,"1,272,000",137,232,1,3,프랑스,프랑스,,,모든 관람객이 관람할 수 있는 등급,드라마,이베스 로버트,"필립 코베르,나탈리 루셀"
1383,석양의 무법자,7/15/2008,"769,000",0.0%,"6,598,000",136,"1,235",1,1,스페인,"스페인,이탈리아",,,,드라마,세르지오 레오네,
