■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2017-01-01~2017-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
142,마이펫 오지,2/16/2017,"913,514,950",0.1%,"913,514,950","124,318","124,318",393,"5,326",스페인,"스페인,캐나다",,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처",알베르토 로드리게즈,
143,"서서평, 천천히 평온하게",4/26/2017,"878,090,400",0.0%,"878,090,400","123,344","123,344",234,"4,402",한국,한국,재단법인 온누리선교재단(CGNTV),커넥트픽쳐스(주),전체관람가,다큐멘터리,"홍주연,홍현정","윤안나,안은새,강다연,도세진,민주홍,박사라,이상운,진미혜,최용수,최진"
144,극장판 소드 아트 온라인 -오디널 스케일-,2/23/2017,"925,453,500",0.1%,"925,453,500","120,667","120,667",124,"3,830",일본,일본,,(주)박수엔터테인먼트,12세이상관람가,"애니메이션,SF,액션",이토 토모히코,"마츠오카 요시츠구,토마츠 하루카,이토 카나에"
145,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,1/25/2017,"905,611,600",0.1%,"905,611,600","119,197","119,197",334,"4,442",일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,타카하시 와타루,"박영남,김환진,강희선,여민정,장경희,정혜옥,송하림,김연우,박영화,장 미,윤은서,이기성,장예나,김민주,현경수"
146,파리로 가는 길,8/3/2017,"933,298,300",0.1%,"933,298,300","119,171","119,171",79,"3,271",미국,미국,,(주)티캐스트,12세이상관람가,"드라마,멜로/로맨스",엘레노어 코폴라,"다이안 레인,알렉 볼드윈,아르노 비야르"
147,킹 오브 프리즘 - 프라이드 더 히어로,6/10/2017,"981,891,500",0.1%,"981,891,500","119,135","119,135",92,"3,857",일본,일본,,(주)박수엔터테인먼트,15세이상관람가,애니메이션,히시다 마사카즈,"남도형,엄상현,이원찬,정주원,이정민,한신,황창영,김현욱,탁원정,이경태,심승한,사성웅,이규창"
148,여교사,1/4/2017,"947,192,460",0.1%,"961,785,460","116,851","118,621",393,"6,659",한국,한국,(주)외유내강,필라멘트픽쳐스,청소년관람불가,드라마,김태용,"김하늘,유인영,이원근,이기우,박시영,임상현,박재홍,전현준,이다영,이명규,이원근,허인"
149,직쏘,11/2/2017,"972,332,500",0.1%,"972,332,500","111,506","111,506",175,"5,698",미국,미국,,㈜코리아스크린,청소년관람불가,"공포(호러),스릴러,범죄","피터 스피어이그,마이클 스피어리그","토빈 벨,칼럼 키스 레니,클레 베넷,맷 패스모어,한나 에밀리 앤더슨,로라 밴더부트,폴 브라운스테인,만델라 반 피블스,브리터니 엘렌"
150,베이블레이드 버스트 갓 : 갓 발키리의 탄생,6/1/2017,"827,511,500",0.0%,"827,511,500","109,358","109,358",198,"2,687",일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,야마구치 켄타로,"김현지,한신,김보영,이호산,김영은"
151,라이언,2/1/2017,"779,680,700",0.0%,"779,680,700","104,439","104,439",205,"6,325",호주,"호주,영국,미국",,(주)이수C&E,12세이상관람가,드라마,가스 데이비스,"데브 파텔,루니 마라,니콜 키드먼,데이빗 웬햄,타니시타 차터제,이몬 파렌,디프티 나발"
152,더 테이블,8/24/2017,"830,762,100",0.0%,"830,762,100","103,054","103,054",272,"6,158",한국,한국,볼미디어(주),(주)엣나인필름,12세이상관람가,"드라마,멜로/로맨스",김종관,"정유미,한예리,정은채,임수정,박윤주,전성우,정규환,안성문,이재훈,황유진"
153,루시드 드림,2/22/2017,"759,481,000",0.0%,"759,481,000","102,170","102,170",461,"8,534",한국,한국,(주)로드픽쳐스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"SF,스릴러",김준성,"고수,설경구,박유천,강혜정,박인환,천호진,정성호,신중혁,조성미,우영택,이석,이석,이승호,홍의정,황비긴,황인준,김유선,김택규,전석호"
154,딥워터 호라이즌,1/25/2017,"784,555,543",0.0%,"784,555,543","101,303","101,303",433,"7,032",미국,미국,,메가박스중앙(주)플러스엠,12세이상관람가,"액션,드라마",피터 버그,"마크 월버그,딜런 오브라이언,케이트 허드슨,커트 러셀,지나 로드리게즈,존 말코비치,에단 서플리,조 크레스트,제임스 더몬트,크리스 애쉬워스"
155,슈퍼 빼꼼: 스파이 대작전,5/3/2017,"712,385,900",0.0%,"712,385,900","99,693","99,693",358,"3,345",한국,한국,(합)알지애니메이션스튜디오,메가박스중앙(주)플러스엠,전체관람가,"애니메이션,코미디",임아론,"김태균,최정현,최낙윤,남도형,윤용식,김성연,박상호,장현주"
156,김광석,8/30/2017,"772,483,500",0.0%,"772,483,500","98,231","98,231",223,"6,265",한국,한국,(주)씨네포트,(주)비엠컬쳐스,15세이상관람가,다큐멘터리,이상호,"김광석,이상호,신종민,안철호"
157,다크타워: 희망의 탑,8/23/2017,"761,759,275",0.0%,"761,759,275","97,017","97,017",497,"8,342",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,어드벤처,판타지",니콜라이 아르셀,"이드리스 엘바,매튜 매커너히"
158,인비저블 게스트,9/21/2017,"762,930,200",0.0%,"762,930,200","94,877","94,877",232,"4,574",스페인,스페인,,(주)더블앤조이픽쳐스,15세이상관람가,"범죄,미스터리,스릴러",오리올 파울로,"마리오 카사스,안나 와게너,호세 코로나도,바바라 레니"
159,사일런스,2/28/2017,"700,818,300",0.0%,"700,818,300","94,750","94,750",342,"5,853",미국,"미국,대만,멕시코",,씨네그루(주)키다리이엔티,15세이상관람가,드라마,마틴 스콜세지,"앤드류 가필드,리암 니슨,아담 드라이버,시아란 힌즈,아사노 타다노부,고마츠 나나,츠카모토 신야,카세 료,사부,이세이 오가타"
160,노 게임 노 라이프 -제로-,10/19/2017,"738,618,300",0.0%,"738,618,300","90,643","90,643",121,"3,347",일본,일본,,(주)박수엔터테인먼트,12세이상관람가,애니메이션,이시즈카 아츠코,"마츠오카 요시츠구,카야노 아이"
161,몬스터 콜,9/14/2017,"699,851,900",0.0%,"699,851,900","89,560","89,560",349,"7,137",스페인,스페인,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"판타지,드라마",후안 안토니오 바요나,"시고니 위버,펠리시티 존스,루이스 맥더겔,리암 니슨"
162,다크 나이트,8/6/2008,"742,802,900",0.0%,"27,789,718,400","89,164","4,175,526",153,"3,811",미국,미국,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",15세이상관람가,"범죄,드라마,액션,미스터리",크리스토퍼 놀란,"크리스찬 베일,마이클 케인,히스 레저,아론 에크하트,매기 질렌할,게리 올드만,모건 프리먼"
163,지랄발광 17세,6/28/2017,"656,251,800",0.0%,"656,251,800","83,258","83,258",119,"5,393",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"코미디,드라마",켈리 프레몬,"헤일리 스테인펠드,우디 해럴슨,카이라 세드윅,블레이크 제너,헤일리 루 리차드슨"
164,파도가 지나간 자리,3/8/2017,"638,463,700",0.0%,"638,463,700","82,736","82,736",276,"5,754",미국,"미국,뉴질랜드,영국",,CGV아트하우스,15세이상관람가,"드라마,멜로/로맨스",데릭 시엔프랜스,"마이클 패스벤더,알리시아 비칸데르,레이첼 와이즈,에밀리 바클레이,리온 포드"
165,원더,12/27/2017,"632,389,700",0.0%,"632,389,700","81,680","81,680",178,"2,831",미국,미국,,CGV아트하우스,전체관람가,드라마,스티븐 크보스키,"줄리아 로버츠,오웬 윌슨,제이콥 트렘블레이"
166,꼬마참새 리차드: 아프리카 원정대,6/15/2017,"599,076,600",0.0%,"599,076,600","81,136","81,136",319,"3,174",독일,"독일,벨기에,룩셈부르크,노르웨이",,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"토비 젠켈,레자 메마리","김서영,구민선,변영희,사문영,임채헌,황창영,이현"
167,너와 100번째 사랑,5/25/2017,"633,052,500",0.0%,"633,052,500","80,614","80,614",140,"3,895",일본,일본,,(주)디스테이션,12세이상관람가,"드라마,멜로/로맨스",츠키카와 쇼,"사카구치 켄타로,미와,류세이 료"
168,드래곤 스펠: 마법 꽃의 비밀,8/15/2017,"582,071,200",0.0%,"582,071,200","79,446","79,446",164,"2,445",독일,"독일,우크라이나",,㈜코리아스크린,전체관람가,"애니메이션,판타지",마누크 데포얀,
169,오즈: 신기한 마법가루,7/20/2017,"565,456,600",0.0%,"565,456,600","78,440","78,440",343,"2,758",러시아,러시아,,(주)스마일이엔티,전체관람가,"애니메이션,어드벤처,가족",블라디미르 토로프킨,"이장원,김하영,송하림,김연우,안효민,서원석,이현,황창영"
170,오두막,4/20/2017,"588,750,200",0.0%,"588,750,200","76,646","76,646",396,"5,681",미국,미국,,판씨네마(주),12세이상관람가,드라마,스튜어트 하젤딘,"샘 워싱턴,옥타비아 스펜서,라다 미첼,라이언 로빈스,그레이엄 그린,데릭 해밀턴,에밀리 홈즈"
171,패트리어트 데이,4/6/2017,"593,983,618",0.0%,"593,983,618","74,827","74,827",375,"6,326",미국,미국,,(주)이수C&E,15세이상관람가,"드라마,스릴러",피터 버그,"마크 월버그,존 굿맨,케빈 베이컨,J.K. 시몬스,미셸 모나한"
172,파워레인져스: 더 비기닝,4/20/2017,"577,103,561",0.0%,"577,103,561","73,875","73,875",479,"7,880",미국,미국,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"액션,어드벤처,판타지,SF",딘 이스라엘리트,"데이커 몽고메리,나오미 스콧,RJ 사일러,베키 지,루디 린,빌 헤이더,브라이언 크랜스톤,엘리자베스 뱅크스,데이빗 덴맨,안잘리 자이,캐롤라인 케이브"
173,바다 탐험대 옥토넛 시즌4: 더 파이널,6/1/2017,"481,425,000",0.0%,"481,425,000","73,797","73,797",167,"2,880",영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은"
174,더 서클,6/22/2017,"578,129,700",0.0%,"578,129,700","71,362","71,362",169,"5,571",미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,"드라마,SF,스릴러",제임스 폰솔트,"엠마 왓슨,톰 행크스"
175,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,11/9/2017,"501,257,700",0.0%,"501,257,700","65,895","65,895",370,"3,536",일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,액션,타케모토 노보루,
176,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,12/22/2016,"481,444,900",0.0%,"2,148,082,300","63,518","282,565",300,"2,085",일본,일본,,(주)이수C&E,전체관람가,"애니메이션,어드벤처,판타지,가족",유야마 쿠니히코,
177,극장판 쿠로코의 농구 라스트 게임,4/27/2017,"471,006,000",0.0%,"471,006,000","63,311","63,311",96,"3,083",일본,일본,,(주)박수엔터테인먼트,12세이상관람가,애니메이션,타다 슌스케,오노 켄쇼
178,뷰티풀 투모로우,10/26/2017,"552,273,700",0.0%,"552,273,700","63,279","63,279",47,"1,390",한국,한국,(주)글러브엔터테인먼트,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,드라마,장재혁,"박효신,정재일,에드가 킨테로"
179,리틀 프린세스 소피아 : 신비한 섬,9/28/2017,"441,475,500",0.0%,"441,475,500","62,454","62,454",135,"2,823",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,가족,판타지,뮤지컬",제이미 미첼,"김미랑,서지연,사문영,김명준,송준석,박희은,김준,아리엘 윈터,다시 로즈 번즈,메건 힐티,앤드류 라넬스,프레드 타타시오르,레이첼 맥팔레인,콜린 살몬"
180,더 크리스마스,12/21/2017,"461,785,500",0.0%,"461,785,500","62,082","62,082",158,"1,506",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,"애니메이션,어드벤처",티모시 렉카트,"스티븐 연,지나 로드리게즈,제커리 리바이,오프라 윈프리"
181,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,1/25/2017,"405,330,500",0.0%,"405,330,500","60,980","60,980",145,"2,647",영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은,김율"
182,나의 붉은고래,6/15/2017,"445,550,500",0.0%,"445,550,500","58,454","58,454",390,"5,696",중국,중국,,(주)영화사 빅,전체관람가,"애니메이션,판타지","양선,장춘",
183,밤의 해변에서 혼자,3/23/2017,"439,416,092",0.0%,"439,416,092","57,056","57,056",133,"4,278",한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",청소년관람불가,드라마,홍상수,"김민희,정재영,서영화,권해효,송선미,문성근,안재홍,박예주,박홍열,신선,공민정,안선영"
184,래빗 스쿨,11/23/2017,"401,768,900",0.0%,"401,768,900","55,784","55,784",314,"2,277",독일,독일,,예지림엔터테인먼트,전체관람가,"애니메이션,가족",우테 폰 뮌쇼폴,"황창영,민아,최정현,임채헌,박상훈"
185,맨체스터 바이 더 씨,2/15/2017,"446,621,000",0.0%,"446,621,000","55,658","55,658",109,"2,922",미국,미국,,THE 픽쳐스,15세이상관람가,드라마,케네스 로너건,"케이시 애플렉,미쉘 윌리엄스,카일 챈들러,테이트 도노반,조쉬 해밀톤,매튜 브로데릭,그레첸 몰,톰 켐프,카라 헤이워드"
186,위시 어폰,7/20/2017,"437,183,000",0.0%,"437,183,000","55,586","55,586",279,"3,337",미국,미국,,(주)이수C&E,15세이상관람가,공포(호러),존 R. 레오네티,"조이 킹,이기홍"
187,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,12/14/2017,"424,665,700",0.0%,"424,665,700","54,988","54,988",207,"1,835",일본,일본,,"(주)이수C&E,(주)에이원엔터테인먼트",전체관람가,애니메이션,고로 사쿠라,
188,매혹당한 사람들,9/6/2017,"412,885,500",0.0%,"412,885,500","54,041","54,041",395,"5,848",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"스릴러,드라마",소피아 코폴라,"니콜 키드먼,앵거리 라이스,커스틴 던스트,엘르 패닝,콜린 파렐"
189,튤립 피버,12/14/2017,"417,768,549",0.0%,"417,768,549","52,144","52,144",359,"4,444",영국,"영국,미국",,(주)팝엔터테인먼트,청소년관람불가,"드라마,멜로/로맨스",저스틴 채드윅,"데인 드한,알리시아 비칸데르,크리스토프 왈츠"
190,윈드 리버,9/14/2017,"391,538,700",0.0%,"391,538,700","50,813","50,813",330,"5,055",미국,"미국,영국,캐나다",,(주)유로커뮤니케이션,15세이상관람가,"액션,스릴러",테일러 쉐리던,"제레미 레너,엘리자베스 올슨,존 번탈,이안 보헨,휴 딜런,질 버밍햄,에릭 랑쥬"
191,언더더씨,6/22/2017,"382,413,600",0.0%,"382,413,600","49,958","49,958",163,"1,889",미국,미국,,(주)팝엔터테인먼트,전체관람가,애니메이션,에반 트라멜,"김연우,황창영,김경희,이현"
192,미스 슬로운,3/29/2017,"381,394,300",0.0%,"381,394,300","48,051","48,051",104,"3,066",미국,"미국,프랑스",,(주)메인타이틀픽쳐스,15세이상관람가,"드라마,스릴러",존 매든,"제시카 차스테인,구구 바샤-로,알리슨 필,마크 스트롱,제이크 레이시,마이클 스털버그,더글라스 스미스,존 리스고,샘 워터스톤"
193,매기스 플랜,1/25/2017,"382,361,800",0.0%,"382,361,800","47,668","47,668",94,"2,215",미국,미국,,오드,15세이상관람가,"코미디,멜로/로맨스",레베카 밀러,"에단 호크,줄리안 무어,그레타 거윅,트래비스 핌멜,빌 헤이더,마야 루돌프"
194,잃어버린 도시 Z,9/21/2017,"362,053,440",0.0%,"362,053,440","47,088","47,088",398,"6,351",미국,미국,,(주)영화사 빅,12세이상관람가,"액션,어드벤처,드라마",제임스 그레이,"찰리 허냄,로버트 패틴슨,시에나 밀러,톰 홀랜드"
195,심야식당 2,6/8/2017,"366,613,900",0.0%,"366,613,900","46,700","46,700",235,"3,825",일본,일본,,(주)디스테이션,12세이상관람가,드라마,마츠오카 조지,"코바야시 카오루,오다기리 죠"
196,마더!,10/19/2017,"368,306,382",0.0%,"368,306,382","46,677","46,677",398,"5,461",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"드라마,미스터리,스릴러",대런 아로노프스키,"제니퍼 로렌스,하비에르 바르뎀,에드 해리스,미쉘 파이퍼"
197,"그래, 가족",2/15/2017,"350,293,300",0.0%,"350,293,300","46,623","46,623",361,"5,294",한국,한국,"(주)청우필름,(주)26컴퍼니,(주)데이드림",월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,코미디,마대윤,"이요원,정만식,이솜,정준원,윤혜리,임지아,박준영,안성일,윤경호,정애화"
198,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,4/13/2017,"317,454,000",0.0%,"317,454,000","45,484","45,484",164,"2,208",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,가족,판타지,뮤지컬",제이미 미첼,"아리엘 윈터,아이미 카레로,제인 폰다,사라 라미레즈,다시 로즈 번즈,타일러 머나,트래비스 윌링엄,바바라 디릭슨,제나 오르테가,크리스티앙 란스,김미랑,이재현,안경진,윤소라,서지연,연정흠,박조호,홍수정,여민정,이장원"
199,내가 죽기 전에 가장 듣고 싶은 말,7/19/2017,"332,742,600",0.0%,"332,742,600","45,347","45,347",154,"2,747",미국,미국,,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",12세이상관람가,코미디,마크 펠링톤,"셜리 맥클레인,아만다 사이프리드,앤 헤이시"
200,댄서,4/13/2017,"365,555,049",0.0%,"365,555,049","45,265","45,265",43,"2,156",영국,"영국,러시아,우크라이나,미국",,(주)엣나인필름,15세이상관람가,다큐멘터리,스티븐 캔터,세르게이 폴루닌
201,"당신, 거기 있어줄래요",12/14/2016,"362,623,400",0.0%,"9,361,708,648","43,925","1,168,740",306,"2,223",한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"판타지,드라마",홍지영,"김윤석,변요한,채서진,김상호,안세하,박혜수,김호정,한한나,이유미,윤진영,전준영"
202,하이큐!! 재능과 센스,11/15/2017,"308,774,500",0.0%,"308,774,500","42,972","42,972",105,"3,169",일본,일본,,(주)이수C&E,12세이상관람가,애니메이션,미츠나카 스스무,
203,꼬마돼지 베이브의 대모험,6/15/2017,"293,359,100",0.0%,"293,359,100","42,879","42,879",312,"2,389",독일,독일,,(주)박수엔터테인먼트,전체관람가,"애니메이션,어드벤처",테레사 스트로젝,
204,"나, 다니엘 블레이크",12/8/2016,"299,865,700",0.0%,"726,712,000","42,860","96,712",65,"1,737",영국,영국,,(주)영화사 진진,12세이상관람가,드라마,켄 로치,데이브 존스
205,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,11/16/2017,"338,294,000",0.0%,"338,294,000","42,413","42,413",172,"2,797",일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,액션,판타지",스도 토모노리,"스기야마 노리아키,시타야 노리코,카미야 히로시,카와스미 아야코"
206,예감은 틀리지 않는다,8/10/2017,"328,415,900",0.0%,"328,415,900","41,994","41,994",85,"1,645",영국,영국,,CGV아트하우스,15세이상관람가,드라마,리테쉬 바트라,"짐 브로드벤트,샬롯 램플링,에밀리 모티머"
207,레이디버그,2/22/2017,"310,291,500",0.0%,"310,291,500","41,041","41,041",172,"2,158",한국,"한국,프랑스,일본",(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,"애니메이션,액션,어드벤처",장성,"여민정,남도형,홍시호,이민규"
208,원스,9/20/2007,"325,585,400",0.0%,"1,886,153,900","40,936","270,560",147,"3,191",아일랜드,아일랜드,,"(주)제이앤씨미디어그룹,(주)영화사 진진",전체관람가,드라마,존 카니,"글렌 하사드,마르케타 이글로바"
209,이모티: 더 무비,8/2/2017,"290,079,700",0.0%,"290,079,700","40,372","40,372",134,"1,949",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,"애니메이션,어드벤처",토니 레온디스,"T.J. 밀러,제임스 코든,안나 패리스,패트릭 스튜어트"
210,산상수훈,12/7/2017,"287,246,000",0.0%,"287,246,000","40,073","40,073",71,"1,039",한국,한국,(주)그란,"이언픽쳐스,(주)그란",전체관람가,드라마,유영의,"백서빈,최이선,정준영,오경원,탁우석,박창준,최현우,설준수"
211,스노든,2/9/2017,"325,035,562",0.0%,"325,035,562","40,043","40,043",278,"2,977",프랑스,"프랑스,독일,미국",,(주)리틀빅픽쳐스,15세이상관람가,"스릴러,드라마",올리버 스톤,"조셉 고든 레빗,쉐일린 우들리,재커리 퀸토,니콜라스 케이지,스콧 이스트우드,티모시 올리펀트,리스 이판,조엘리 리처드슨,멜리사 레오,톰 윌킨슨"
212,흑집사 -북 오브 더 아틀란틱-,4/13/2017,"287,368,000",0.0%,"287,368,000","38,224","38,224",94,"1,914",일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,판타지,드라마,액션",아베 노리유키,"오노 다이스케,사카모토 마아야"
213,첫키스만 50번째,4/15/2004,"298,244,200",0.0%,"1,497,823,700","37,619","220,233",139,"2,638",미국,미국,콜럼비아 픽쳐스 필름 프로덕션,"팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜","15세관람가,15세이상관람가",코미디,피터 시걸,"아담 샌들러,드류 베리모어"
214,다시 태어나도 우리,9/27/2017,"290,883,943",0.0%,"291,090,943","37,364","37,411",118,"2,426",한국,한국,"소나무필름,(주)프로섬",(주)엣나인필름,전체관람가,다큐멘터리,"문창용,전진",
215,헤드윅,8/9/2002,"295,554,431",0.0%,"330,678,731","37,002","42,415",90,"2,330",미국,미국,,"(주)엣나인필름,(주)씨네월드","15세관람가,15세이상관람가",뮤지컬,존 카메론 밋첼,존 카메론 밋첼
216,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,12/28/2017,"279,848,900",0.0%,"279,848,900","36,450","36,450",191,"1,211",일본,일본,,(주)박수엔터테인먼트,전체관람가,애니메이션,모리와키 마코토,
217,다크 하우스,6/22/2017,"295,604,100",0.0%,"295,604,100","36,350","36,350",278,"3,139",미국,미국,,"(주)스톰픽쳐스코리아,(주)디스테이션",청소년관람불가,"공포(호러),스릴러",대런 린 보우즈만,"제시카 론디스,조 앤더슨,린 샤예"
218,반지의 제왕 : 반지원정대 (확장판),1/11/2017,"470,027,900",0.0%,"470,027,900","35,758","35,758",74,"1,112",뉴질랜드,"뉴질랜드,미국",,(주)디스테이션,12세이상관람가,"판타지,어드벤처,액션",피터 잭슨,"일라이저 우드,이안 맥켈런,리브 타일러,비고 모텐슨,숀 애스틴,케이트 블란쳇,존 라이스 데이비스,빌리 보이드,도미니크 모나한,올랜도 블룸,크리스토퍼 리,휴고 위빙,숀 빈,이안 홈,앤디 서키스"
219,잠깐만 회사 좀 관두고 올게,10/19/2017,"279,455,400",0.0%,"279,455,400","35,429","35,429",271,"3,265",일본,일본,,(주)이수C&E,12세이상관람가,드라마,나루시마 이즈루,"후쿠시 소타,쿠도 아스카,쿠로키 하루,요시다 코타로"
220,엘르,6/15/2017,"279,049,100",0.0%,"279,049,100","35,368","35,368",56,"1,792",프랑스,"프랑스,독일,벨기에",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,청소년관람불가,"드라마,스릴러",폴 버호벤,"이자벨 위페르,로랑 라피트,앤 콘시니"
221,우리의 20세기,9/27/2017,"287,148,600",0.0%,"287,148,600","35,296","35,296",98,"2,106",미국,미국,,그린나래미디어(주),15세이상관람가,드라마,마이크 밀스,"아네트 베닝,그레타 거윅,엘르 패닝,루카스 제이드 주만,빌리 크루덥"
222,키코리키: 황금모자의 비밀,1/25/2017,"248,074,100",0.0%,"248,074,100","35,111","35,111",211,"1,936",러시아,러시아,,(주)영화사 빅,전체관람가,애니메이션,데니스 체르노프,
223,피터와 모글리의 크리스마스 어드벤처,11/23/2017,"241,351,800",0.0%,"241,351,800","34,899","34,899",250,"1,705",인도,인도,,(주)팝엔터테인먼트,전체관람가,애니메이션,타파스 차크라바르티,
224,어메이징 메리,10/4/2017,"279,960,500",0.0%,"279,960,500","34,777","34,777",61,"1,711",미국,미국,,이십세기폭스코리아(주),12세이상관람가,드라마,마크 웹,"크리스 에반스,맥케나 그레이스,린제이 던컨,제니 슬레이트,옥타비아 스펜서"
225,녹터널 애니멀스,1/11/2017,"284,555,179",0.0%,"295,934,079","34,616","35,881",219,"2,913",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"드라마,스릴러",톰 포드,"에이미 아담스,제이크 질렌할,마이클 섀넌,애런 존슨,아일라 피셔,아미 해머,로라 린니,안드레아 라이즈보로,마이클 쉰,그레이엄 베켈,닐 잭슨,지나 말론,크리스틴 바우어"
226,파운더,4/20/2017,"275,304,900",0.0%,"275,304,900","34,593","34,593",288,"3,536",미국,미국,,CGV아트하우스,15세이상관람가,드라마,존 리 행콕,마이클 키튼
227,7번째 내가 죽던 날,5/31/2017,"261,910,400",0.0%,"261,910,400","34,567","34,567",230,"2,587",미국,미국,,씨네그루(주)키다리이엔티,15세이상관람가,"드라마,미스터리",라이 루소 영,"조이 도이치,할스톤 세이지,엘레나 캠푸리스,로건 밀러"
228,더 플랜,4/20/2017,"263,526,895",0.0%,"263,526,895","34,225","34,225",156,"2,916",한국,한국,프로젝트 부,(주)엣나인필름,15세이상관람가,다큐멘터리,최진성,김어준
229,판타스틱 단편 걸작선 1,,"203,412,000",0.0%,"203,412,000","33,902","33,902",3,167,기타,기타,,,,기타,,
230,가디언즈 오브 갤럭시,7/31/2014,"292,578,500",0.0%,"11,390,817,684","33,129","1,344,319",77,"1,747",미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,"액션,어드벤처,SF",제임스 건,"크리스 프랫,조 샐다나,데이브 바티스타,빈 디젤,브래들리 쿠퍼"
231,하이큐!! 승자와 패자,12/28/2016,"235,520,000",0.0%,"381,314,000","32,293","53,107",97,"2,555",일본,일본,,"(주)이수C&E,(주)팝엔터테인먼트",12세이상관람가,애니메이션,미츠나카 스스무,
232,극장판 위 베어 베어스: 곰 브라더스,8/24/2017,"230,410,600",0.0%,"230,410,600","32,021","32,021",307,"2,221",미국,미국,,(주)팝엔터테인먼트,전체관람가,애니메이션,매니 에르난데스,
233,나는 부정한다,4/26/2017,"253,069,125",0.0%,"254,287,125","31,494","31,638",104,"2,055",영국,"영국,미국",,(주)티캐스트,12세이상관람가,드라마,믹 잭슨,"레이첼 와이즈,톰 윌킨슨,티모시 스폴,앤드류 스캇,마크 게티스,해리엇 월터,알렉스 제닝스,맥시밀리언 비포트,토드 보이스"
234,루터,10/18/2017,"219,196,300",0.0%,"219,196,300","31,314","31,314",94,"1,607",독일,독일,,THE 픽쳐스,12세이상관람가,드라마,에릭 틸,"조셉 파인즈,알프리드 몰리나,브루노 간츠"
235,단지 세상의 끝,1/18/2017,"242,440,173",0.0%,"247,803,173","30,820","31,524",124,"2,259",캐나다,"캐나다,프랑스",,(주)엣나인필름,15세이상관람가,드라마,자비에 돌란,"나탈리 베이,뱅상 카셀,마리옹 꼬띠아르,레아 세이두,가스파르 울리엘"
