■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2010-01-01~2010-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
235,리틀 애쉬 : 달리가 사랑한 그림,1/14/2010,"87,625,500",0.0%,"88,612,500","11,428","11,557",12,888,영국,"영국,스페인",에이피티 필름스,판씨네마(주),청소년관람불가,"드라마,사극",폴 모리슨,"자비에 벨트란,로버트 패틴슨,매튜 맥널티"
236,나루토 질풍전 극장판 4 - 더 로스트 타워,12/2/2010,"75,017,000",0.0%,"75,017,000","11,116","11,116",58,985,일본,일본,,애니박스 엔터테인먼트,전체관람가,애니메이션,무라타 마사히코,"이노우에 카즈히코,모리카와 토시유키,나카무라 치에,타케우치 준코"
237,소라닌,8/26/2010,"81,223,000",0.0%,"81,223,000","10,913","10,913",13,578,일본,일본,아스믹에이스엔터테인먼트,(주)스폰지이엔티,12세이상관람가,드라마,미키 타카히로,"고라 겐고,미야자키 아오이"
238,춤추는 꿈틀이 밴드,2/4/2010,"72,851,000",0.0%,"72,851,000","10,885","10,885",47,718,덴마크,"덴마크,독일",디스코 오르메네,에이원엔터테인먼트,전체관람가,"애니메이션,가족,코미디",토마스 보르히 닐슨,"엄상현,이장원,조현정"
239,내 남자의 순이,5/27/2010,"73,108,500",0.0%,"73,108,500","10,449","10,449",99,"2,013",한국,한국,"여해 엔터테인먼트,㈜프레임 에이치 컨텐츠 그룹",(주)새인컴퍼니,15세이상관람가,코미디,김호준,"박해미,이태성,신이,강기준,김면지,홍기석,김혜연,최지성,홍현철,안석천,장수연,원진희,박범철,심원철,지대한,정경호"
240,샤인 어 라이트(1st 지드래곤 콘서트),4/15/2010,"91,164,000",0.0%,"91,164,000","10,349","10,349",14,227,한국,한국,(주)와이지엔터테인먼트,(주)와이지엔터테인먼트,12세이상관람가,다큐멘터리,정치영,
241,셉템버 이슈,1/28/2010,"78,736,700",0.0%,"79,310,200","10,202","10,393",11,752,미국,미국,에이엔이 인디필름,(주)미로비젼,전체관람가,다큐멘터리,R.J. 커들러,안나 윈투어
242,테라 3D: 인류 최후의 전쟁,11/4/2010,"104,543,000",0.0%,"104,547,000","9,863","9,864",47,"1,026",미국,미국,메니딩스,주식회사 마운틴픽쳐스,전체관람가,"애니메이션,어드벤처,판타지,액션",아리스토메니스 치바스,"채드 앨런,로잔나 아퀘트"
243,노라 없는 5일,10/21/2010,"71,892,400",0.0%,"71,892,400","9,784","9,784",9,478,멕시코,멕시코,카세로라 필름,프리비젼엔터테인먼트,15세이상관람가,드라마,마리아나 체닐로,"페르난도 루한,아리 브리크맨,안젤리나 페라에즈,막스 켈로우,베로니카 랑헤르,엔리크 아레올라,실비아 마리스칼"
244,데저트 플라워,4/22/2010,"71,849,500",0.0%,"71,849,500","9,740","9,740",15,767,영국,"영국,독일,오스트리아",데저트플라워 필름프로덕션,(주)영화사구안,15세이상관람가,드라마,쉐리 호만,"리야 키비디,샐리 호킨스"
245,토일렛,12/2/2010,"70,711,000",0.0%,"70,711,000","9,551","9,551",9,351,일본,"일본,캐나다",,(주)영화사 조제,전체관람가,"드라마,코미디,가족",오기가미 나오코,"알렉스 하우스,모타이 마사코,데이빗 렌달,타티아나 마스래니"
246,존 레논 비긴즈-노웨어 보이,12/9/2010,"70,922,700",0.0%,"70,922,700","9,492","9,492",15,585,영국,"영국,캐나다",에코스 필름,프리비젼엔터테인먼트,15세이상관람가,드라마,샘 테일러-우드,"애런 존슨,크리스틴 스콧 토마스"
247,아이언맨,4/30/2008,"82,275,500",0.0%,"27,880,712,500","9,471","4,300,365",5,315,미국,미국,,씨제이엔터테인먼트,12세이상관람가,"SF,드라마,액션",존 파브로,"로버트 다우니 주니어,테렌스 하워드,제프 브리지스,기네스 팰트로우"
248,경계도시 2,3/18/2010,"66,168,300",0.0%,"66,639,300","9,281","9,418",12,747,한국,한국,감어인 필름,시네마달,15세이상관람가,다큐멘터리,홍형숙,홍형숙
249,불타는 내 마음,3/25/2010,"69,364,000",0.0%,"69,364,000","9,089","9,089",33,"1,257",한국,한국,선샤인필름(주),씨제이 씨지브이(CJ CGV)(주),15세이상관람가,"코미디,멜로/로맨스",최원섭,"최요한,김미희,정현부,신중렬,최혜선,전수완,황현주,한송희,권형진,김다혜,문필규,유경하,근휘,김소영,양희진,이인호"
250,어웨이 위 고,2/4/2010,"64,740,700",0.0%,"64,740,700","8,955","8,955",5,399,영국,영국,빅비치필름즈,(주)스폰지이엔티,15세이상관람가,"드라마,코미디",샘 멘데스,"존 크랜신스키,존 크랜신스키"
251,잊혀진 가방,7/29/2010,"59,804,500",0.0%,"59,804,500","8,905","8,905",8,662,한국,한국,파이오니아21,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,김상철,"이현우,권오중"
252,노스페이스,6/2/2010,"66,604,500",0.0%,"66,604,500","8,852","8,852",20,775,독일,독일,도르 필름 웨스트,주식회사 마운틴픽쳐스,전체관람가,"드라마,어드벤처",필립 슈톨츨,"벤노 퓨어만,플로리안 루카스"
253,러브 매니지먼트,12/31/2009,"65,441,000",0.0%,"78,090,500","8,501","10,230",43,"1,170",미국,미국,,(주)싸이더스,15세이상관람가,"멜로/로맨스,코미디",스티븐 벨버,"제니퍼 애니스턴,스티브 잔"
254,투 아이즈,8/5/2010,"63,764,900",0.0%,"63,764,900","8,460","8,460",18,661,네덜란드,네덜란드,"악센토 필름,(주)이노디스",KT&G 시네마 상상마당,15세이상관람가,공포(호러),앨버트 반 스트리엔,"헤드윅 미니스,이자벨 스토켈,샬롯 아놀디,바리 아츠마"
255,미 투,4/15/2010,"62,094,500",0.0%,"62,094,500","8,455","8,455",11,588,스페인,스페인,알리시아,(주)바른손이앤에이,15세이상관람가,"드라마,멜로/로맨스","안토니오 나아로,알바로 파스토르","롤라 두에냐스,파블로 피네다"
256,시리어스 맨,3/25/2010,"63,671,800",0.0%,"63,671,800","8,450","8,450",9,537,미국,미국,"포커스피쳐스,워킹 타이틀 필름,마이크 조스 프로덕션즈",(주)스폰지이엔티,15세이상관람가,"드라마,코미디","에단 코엔,조엘 코엔","마이클 스털버그,리차드 카인드"
257,돈 조반니,10/14/2010,"59,483,400",0.0%,"59,483,400","8,220","8,220",16,579,이탈리아,"이탈리아,스페인",,(주)디지탈케이아이엔,15세이상관람가,드라마,카를로스 사우라,"로렌조 발두치,에밀리아 베르기넬리"
258,감동과의 재회전,,"47,576,500",0.0%,"47,576,500","8,006","8,006",3,172,기타,기타,,,,기타,,
259,2009 일본 인디필름 페스티벌,,"58,428,000",0.0%,"110,068,500","7,966","15,627",3,490,일본,일본,,,,기타,,
260,어쿠스틱,10/28/2010,"57,027,000",0.0%,"57,027,000","7,908","7,908",34,925,한국,한국,(주)영화발명공작소,(주)키노아이디엠씨,12세이상관람가,드라마,유상헌,"신세경,임슬옹,이종현,강민혁,백진희,임준일,손상현,조은서,김해원,이동현,고유미,윤종혁,윤지영,오형진,이진우,이도겸"
261,클래스,4/1/2010,"55,508,000",0.0%,"55,508,000","7,620","7,620",7,441,프랑스,프랑스,"Haut et Court,까날 플러스,센터 내셔널 드 라 시네마토그라피",(주)영화사 진진,12세이상관람가,드라마,로랑 캉테,"프랑수아 베가도,프랭크 케이타,에스메랄다 우에르타니,라셸 레굴리에"
262,"러블리, 스틸",12/23/2010,"57,052,000",0.0%,"57,206,000","7,363","7,385",8,207,미국,미국,노스씨필름,(주)에스와이코마드,12세이상관람가,"드라마,멜로/로맨스",니콜라스 패클러,"마틴 랜도,엘렌 버스틴,아담 스콧,엘리자베스 뱅크스"
263,청담보살,11/11/2009,"35,344,000",0.0%,"9,599,189,500","7,228","1,308,810",2,50,한국,한국,(주)전망좋은 영화사,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",김진영,"임창정,박예진,이준혁,박주연,주성민,김규동,박경진,이혜주,이상하,박미선,정수진,김아림,이현식,서영희,박휘순,이철민,양택조,길해연,박효주,김희원"
264,그 남자가 아내에게,8/26/2010,"53,232,500",0.0%,"53,232,500","7,214","7,214",5,351,일본,일본,"덴츠,도에이",(주)영화사 진진,12세이상관람가,"드라마,멜로/로맨스",유키사다 이사오,"야쿠시마루 히로코,하마다 가쿠,토요카와 에츠시"
265,선라이즈 선셋,5/13/2010,"51,366,000",0.0%,"51,366,000","6,878","6,878",15,553,러시아,러시아,버르토브 스튜디오,프리비젼엔터테인먼트,전체관람가,다큐멘터리,비탈리 만스키,달라이 라마
266,2010년 시네마테크의 친구들 영화제,1/15/2010,"37,857,000",0.0%,"37,857,000","6,853","6,853",1,91,기타,기타,,,,기타,,
267,벡,11/18/2010,"48,412,000",0.0%,"48,412,000","6,699","6,699",30,830,일본,일본,니뽄 텔레비전 네트워크,주식회사 마운틴픽쳐스,12세이상관람가,드라마,츠츠미 유키히코,"미즈시마 히로,사토 타케루"
268,2012,11/12/2009,"46,941,500",0.0%,"38,933,825,000","6,689","5,396,890",20,305,미국,미국,센트로폴리스 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"SF,액션,어드벤처",롤랜드 에머리히,"존 쿠삭,아만다 피트,올리버 플랫,탠디 뉴튼,치웨텔 에지오포"
269,고스트: 보이지 않는 사랑,11/25/2010,"49,540,500",0.0%,"49,540,500","6,624","6,624",31,"1,028",일본,"일본,한국","씨제이엔터테인먼트,오즈 컴퍼니",필라멘트픽쳐스,12세이상관람가,"멜로/로맨스,판타지",오타니 타로,"송승헌,마츠시마 나나코"
270,퀼,1/7/2010,"50,178,500",0.0%,"51,216,500","6,589","6,722",14,677,일본,일본,2004 Quill Film Partners,주식회사 마운틴픽쳐스,전체관람가,드라마,최양일,"코바야시 카오루,토다 케이코,카가와 테루유키,시이나 깃페이"
271,"토이 스토리 1,2",5/5/2010,"65,459,200",0.0%,"65,459,200","6,494","6,494",13,276,미국,미국,,,,"가족,어드벤처,코미디",,
272,클라라,12/16/2010,"47,671,600",0.0%,"47,671,600","6,430","6,430",7,202,독일,독일,헬마샌더스브람스 필름,(주)영화사 진진,15세이상관람가,드라마,헬마 잔더스-브람스,"마르티나 게덱,파스칼 그레고리,맬릭 지디"
273,어둠의 아이들,3/25/2010,"40,450,000",0.0%,"40,450,000","6,374","6,374",5,455,일본,일본,"제네온엔터테인먼트㈜,세딕",㈜씨에이엔,청소년관람불가,드라마,사카모토 준지,"에구치 요스케,미야자키 아오이,츠마부키 사토시"
274,크레이지 하트,3/4/2010,"48,007,500",0.0%,"48,007,500","6,213","6,213",4,385,미국,미국,부처스 런 필름,이십세기폭스코리아(주),15세이상관람가,"드라마,멜로/로맨스",스콧 쿠퍼,"제프 브리지스,매기 질렌할"
275,크랙,7/28/2010,"47,063,000",0.0%,"47,063,000","6,209","6,209",12,448,영국,"영국,아일랜드,스페인,프랑스,스위스",스캇 프리 프로덕션,주식회사 마운틴픽쳐스,청소년관람불가,"드라마,멜로/로맨스,스릴러",조던 스콧,에바 그린
276,줄리 & 줄리아,12/10/2009,"48,062,000",0.0%,"255,486,000","6,148","34,093",2,170,미국,미국,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,드라마,노라 에프론,"메릴 스트립,에이미 아담스"
277,하얀 아오자이,2/25/2010,"36,658,000",0.0%,"36,658,000","6,130","6,130",21,415,베트남,베트남,안 비에트 컴퍼니,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,후인 루,"트룽 응옥 안,쿠옥 칸"
278,도쿄택시,5/20/2010,"44,799,500",0.0%,"44,799,500","6,012","6,012",13,505,한국,"한국,일본",필름라인,(주)키노아이디엠씨,전체관람가,드라마,김태식,"야마다 마사시,유하나,야마자키 하지메,권영철,장은석,권미영"
279,요술,6/24/2010,"46,293,700",0.0%,"46,293,700","5,993","5,993",33,798,한국,한국,(주)와이지엔터테인먼트,씨제이엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",구혜선,"임지규,서현진,김정욱,최인영,최일화,권오성,구혜선"
280,크리스마스 스타!,12/23/2010,"42,196,000",0.0%,"42,196,000","5,839","5,839",16,330,영국,영국,미러볼 필름,판씨네마(주),전체관람가,"코미디,가족",데비 아이싯,"마틴 프리먼,애슐리 젠슨"
281,판타스틱 Mr. 폭스,12/24/2009,"44,039,500",0.0%,"143,592,500","5,792","19,303",10,409,미국,"미국,영국",이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),전체관람가,"애니메이션,코미디,어드벤처,가족",웨스 앤더슨,"조지 클루니,메릴 스트립,빌 머레이,제이슨 슈왈츠먼"
282,걸프렌즈,12/17/2009,"30,577,500",0.0%,"781,692,500","5,778","108,396",5,100,한국,한국,"영화사 아람(주),(주)미로비젼",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",강석범,"강혜정,한채영,허이재,배수빈,김혜옥,손정민,김보민,유재웅,곽진석,전수민,최승훈,이예슬,이혜승,박성웅,산다라 박,지대한,조은지,공정환"
283,엉클 분미,9/16/2010,"47,875,000",0.0%,"47,875,000","5,700","5,700",2,226,태국,"태국,영국,프랑스,독일,스페인,네덜란드","일루미네이션스필름,킥 더 머신",㈜영화사 백두대간,15세이상관람가,"판타지,드라마",아핏차퐁 위라세타쿤,"사크다 카에부아디,제니이라 퐁파스,타니팟 사이사이마,나타카른 아파이웅크"
284,"땡큐, 마스터 킴",9/2/2010,"42,133,500",0.0%,"42,133,500","5,637","5,637",14,481,일본,"일본,호주",인더스프로케트,(주)인디플러그,전체관람가,다큐멘터리,엠마 프란츠,"사이먼 바커,김석출,배일동,김동원"
285,유윌 미스 미,2/11/2010,"40,513,500",0.0%,"40,513,500","5,384","5,384",10,480,프랑스,프랑스,선라이즈 필름,프리비젼엔터테인먼트,12세이상관람가,드라마,아만다 스테르스,"캐롤 부케,피에르 아르디티,안네 마리빈,패트릭 밀레"
286,라임라이프,9/2/2010,"39,825,500",0.0%,"39,825,500","5,323","5,323",23,721,미국,미국,"마티니,카파 데피나,바레트,엘도라도 픽쳐스",프리비젼엔터테인먼트,청소년관람불가,"코미디,드라마",데릭 마티니,"알렉 볼드윈,신시아 닉슨,티모시 허튼,로리 컬킨,엠마 로버츠,질 헤네시,키에란 컬킨"
287,여의도,12/2/2010,"40,196,000",0.0%,"40,196,000","5,322","5,322",24,590,한국,한국,(주)제이에프엔터테인먼트,어뮤즈,청소년관람불가,스릴러,송정우,"김태우,김성태,박성웅,황수정,고세원,최정윤,박인영,이재구,조철우,권회수,김가은,김태한,박기현,박민수,장동진,전주희,임성태,임제노,김정현,김용기,고세원"
288,레퓨지,7/15/2010,"38,932,500",0.0%,"38,932,500","5,313","5,313",16,611,프랑스,프랑스,"유로와이드 필름,프랑스2시네마,까날 플러스,테오도라 필름",주식회사 마운틴픽쳐스,청소년관람불가,드라마,프랑수아 오종,"이자벨 까레,멜빌 푸포,루이스-로넌 초이시,피에르 루이스-칼릭스트"
289,바흐 이전의 침묵,10/21/2010,"40,010,600",0.0%,"40,010,600","5,207","5,207",3,227,스페인,스페인,필름스59,(재)전주국제영화제조직위원회,15세이상관람가,뮤지컬,페레 포르타벨라,"페오도르 아킨,크리스티안 아타나시우"
290,2010 시네바캉스 서울,7/30/2010,"28,287,000",0.0%,"28,287,000","5,118","5,118",1,72,기타,기타,,,,기타,,
291,리키,2/4/2010,"38,073,500",0.0%,"38,073,500","5,021","5,021",23,683,프랑스,"프랑스,이탈리아",유로와이드 필름,씨제이엔터테인먼트,12세이상관람가,"코미디,판타지,미스터리,멜로/로맨스",프랑수아 오종,"알렉산드라 라미,세르지 로페즈,멜루신 매이얀스"
292,"시네도키, 뉴욕",1/7/2010,"36,030,000",0.0%,"36,030,000","4,921","4,921",5,387,미국,미국,,(주)스폰지이엔티,15세이상관람가,"드라마,코미디",찰리 카우프만,"캐서린 키너,필립 세이모어 호프만,새디 골드스테인,톰 누난"
293,제9회 미쟝센 단편영화제(2010),,"24,809,000",0.0%,"24,809,000","4,868","4,868",3,67,한국,한국,,,,기타,,
294,하트 비트,11/25/2010,"34,913,500",0.0%,"34,913,500","4,794","4,794",9,484,캐나다,캐나다,알리앙스 알틀란티스 비바필름,㈜씨에이엔,청소년관람불가,"드라마,멜로/로맨스",자비에 돌란,"모니아 초크리,니엘스 슈나이더,자비에 돌란"
295,할,10/14/2010,"34,424,500",0.0%,"34,424,500","4,653","4,653",16,592,한국,한국,(주)바닐라엔젤,㈜인디스토리,12세이상관람가,드라마,윤용진,"우상전,조용주,안홍진"
296,사랑하고 싶은 시간,12/2/2010,"33,480,500",0.0%,"33,480,500","4,573","4,573",8,222,이탈리아,이탈리아,루미에르앤컴퍼니,(주)영화사 진진,청소년관람불가,드라마,실비오 솔디니,"알바 로르와처,피에르프란체스코 파비노,주세페 바티스톤,테레사 사포난젤로"
297,나는 나비,12/2/2010,"26,846,000",0.0%,"26,846,000","4,566","4,566",19,318,한국,한국,,(주)인디플러그,전체관람가,다큐멘터리,정흠문,"윤도현,박태희,김진원"
298,예스맨 프로젝트,3/25/2010,"32,650,000",0.0%,"33,229,000","4,434","4,618",11,640,프랑스,"프랑스,영국,미국","아르떼 프랑스,Article Z,Renegade Pictures,채널4텔레비젼 코포레인션,Britdoc Foundation,Charny/Bachrach Entertainment",(주)영화사구안,12세이상관람가,다큐멘터리,"앤디 비츨바움,마이크 보난노,커트 잉페어","앤디 비츨바움,마이크 보난노,레지 와츠"
299,내 첫사랑을 너에게 바친다,8/5/2010,"32,217,000",0.0%,"32,217,000","4,283","4,283",9,360,일본,일본,"니뽄 텔레비전 네트워크,토호 컴퍼니,비디오 오디오 프로젝트,쇼가쿠칸,요미우리 텔레캐스팅",주식회사 마운틴픽쳐스,15세이상관람가,드라마,신조 타케히코,"이노우에 마오,오카다 마사키"
300,2AM SHOW,12/9/2010,"45,518,000",0.0%,"45,518,000","4,020","4,020",27,320,한국,한국,에스케이텔레콤(주),에스케이텔레콤(주),전체관람가,공연,정성복,"이창민,조 권,임슬옹,정진운"
301,용서,12/5/2010,"29,661,000",0.0%,"29,661,000","3,993","3,993",6,151,한국,한국,"㈜스토리셋,(주)더피셔엔터테인먼트",씨너스엔터테인먼트(주),12세이상관람가,다큐멘터리,김종철,오미희
302,꽃비,4/1/2010,"31,909,500",0.0%,"31,909,500","3,965","3,965",7,245,한국,한국,유메이크 필름,어뮤즈,청소년관람불가,드라마,정종훈,"김두진,한이빈,육동일,이승민,구성환,신나래,김은호,전창국,변종수,강정현,최윤환"
303,제2회 CGV-바자패션필름페스티벌,9/1/2010,"16,005,000",0.0%,"16,005,000","3,916","3,916",3,204,기타,기타,,,,다큐멘터리,,
304,참새들의 합창,5/5/2010,"27,705,500",0.0%,"27,705,500","3,827","3,827",12,365,이란,이란,마지드 마지디,(주)유니코리아문예투자,전체관람가,드라마,마지드 마지디,"레자 나지,오셍 아가지"
305,우리 의사 선생님,4/29/2010,"27,705,000",0.0%,"27,705,000","3,806","3,806",3,250,일본,일본,"반다이비쥬얼컴패니,덴츠,에이세이 게키요,TV 맨 유니온",(주)영화사 진진,12세이상관람가,드라마,니시카와 미와,"쇼후쿠테이 츠루베,카가와 테루유키,에이타,이가와 하루카,요 키미코,야치구사 카오루"
306,여배우들,12/10/2009,"26,899,500",0.0%,"3,776,446,000","3,793","513,102",7,319,한국,한국,주식회사 뭉클픽쳐스,(주)쇼박스,12세이상관람가,드라마,이재용,"고현정,김민희,이미숙,윤여정,최지우,김옥빈,손대식,정희연,이건우,신화섭,임지훈,박태윤,박현무,배혜랑,서성경,김보묵,김고은,이미성,원지현,유희,박성희,정재원,김지수,송재림"
307,브라보! 재즈 라이프,12/16/2010,"29,341,800",0.0%,"29,341,800","3,785","3,785",11,270,한국,한국,이써씬픽쳐스,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,남무성,"남무성,조성준,김희동,최정훈,홍종민,김은민,박종우,조윤성,남무성,황태연,노상현,이동기,차정훈,유영수,임인건,임재필,김수열,전계숙,이원술,이한진,김준"
308,리미츠 오브 컨트롤,8/12/2010,"27,666,500",0.0%,"27,666,500","3,780","3,780",7,286,미국,"미국,일본",포커스피쳐스,(주)스폰지이엔티,15세이상관람가,"드라마,미스터리,스릴러",짐 자무시,"이삭 드 번콜,알렉스 데스카스,빌 머레이"
309,서서 자는 나무,12/9/2010,"28,866,500",0.0%,"28,866,500","3,754","3,754",13,341,한국,한국,미카필름,주식회사 마운틴픽쳐스,전체관람가,"멜로/로맨스,드라마",송인선,"송창의,한덕호,서지혜,여현수,송선홍,주아민,안유정,서동영,한주희"
310,페데리코 펠리니 회고전,,"20,279,000",0.0%,"20,279,000","3,689","3,689",1,47,이탈리아,이탈리아,,,,기타,,
311,아버지를 마지막으로 본 것은 언제입니까?,5/27/2010,"26,210,700",0.0%,"26,279,700","3,603","3,617",12,446,아일랜드,아일랜드,아르체 스트리트,프리비젼엔터테인먼트,12세이상관람가,"드라마,가족",아넌드 터커,"짐 브로드벤트,콜린 퍼스,줄리엣 스티븐슨,지나 맥키,사라 랭카셔,매튜 비어드"
312,삼포가는 길,5/23/1975,"7,009,000",0.0%,"7,009,000","3,477","3,477",1,26,한국,한국,연방영화(주),,청소년관람불가,드라마,이만희,"백일섭,김진규,문숙"
313,남극의 쉐프,2/11/2010,"24,735,000",0.0%,"24,735,000","3,474","3,474",1,129,일본,일본,Parade,(주)스폰지이엔티,전체관람가,"코미디,드라마",오키타 슈이치,"사카이 마사토,고라 겐고"
314,오페라-카르멘(메트로폴리탄),4/4/2010,"67,804,000",0.0%,"67,804,000","3,442","3,442",2,30,미국,미국,메트로폴리탄 오페라,㈜메가박스,12세이상관람가,"뮤지컬,공연","게리 할버슨,리처드 이어","엘리나 가랑차,로베르토 알라냐"
315,로마에서 생긴 일,4/8/2010,"26,475,000",0.0%,"26,475,000","3,429","3,429",12,399,미국,미국,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"멜로/로맨스,코미디",마크 스티븐 존슨,"크리스틴 벨,조쉬 더하멜,윌 아넷,존 헤더"
316,닌자 어쌔신,11/26/2009,"26,567,500",0.0%,"10,146,600,500","3,416","1,332,819",23,315,미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),청소년관람불가,"액션,드라마,범죄",제임스 맥티그,"정지훈,나오미 해리스"
317,이파네마 소년,11/4/2010,"25,033,500",0.0%,"25,033,500","3,410","3,410",13,453,한국,한국,고스트라이터필름,프리비젼엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마",김기훈,"문대성,김민지,이수혁,송민,조민경,최재석,천우희,김기철,한지영,이민교,박성은,이수빈"
318,채식주의자,2/18/2010,"25,146,000",0.0%,"25,146,000","3,379","3,379",19,634,한국,한국,"(주)블루트리픽쳐스,(주)루돌프필름",(주)스폰지이엔티,청소년관람불가,드라마,임우성,"채민서,김현성,김여진,김영재,윤지혜,설미미,송봉한,이강섭,김민주,하진수,김의진,윤광수,태인호,박송희,임민섭,기주봉,최진호"
319,파코와 마법 동화책,7/22/2010,"23,161,200",0.0%,"23,161,200","3,208","3,208",13,408,일본,일본,어뮤즈소프트엔터테인먼트,주식회사 마운틴픽쳐스,전체관람가,"가족,판타지",나카시마 테츠야,"아야카 윌슨,츠마부키 사토시,츠치야 안나,야쿠쇼 코지"
320,모범시민,12/10/2009,"22,139,500",0.0%,"5,876,759,500","3,207","800,006",18,270,미국,미국,,(주)시너지하우스 (시너지),15세이상관람가,"스릴러,드라마,범죄,액션",F. 게리 그레이,"제라드 버틀러,제이미 폭스"
321,노 임팩트 맨,6/17/2010,"22,148,400",0.0%,"22,148,400","3,110","3,110",7,354,미국,미국,"에덴 웜펠드 필름즈,쉐도우박스 필름",KT&G 시네마 상상마당,전체관람가,다큐멘터리,"로라 가버트,저스틴 쉐인","미쉘 콘린,콜린 비밴"
322,마마 앤드 파파,5/20/2010,"22,116,000",0.0%,"22,116,000","3,099","3,099",1,89,한국,한국,주식회사 케이엠스타,주식회사 케이엠스타,전체관람가,드라마,장태령,"김진아,박정은,유하은,노시정,정현욱,손민지,허지원,정희영,조련,김호영,조서진,김혜영,김형진,조승우,최준성,최지윤,정한성,김현지,조유나,김은지,박준서,김한나,최혜미,조을희,안세원,안수연,박진용,박혜진,황혜영,박흥열,김동근,주민정,배준서,김나영,김나영,주정은,서동진,김다은,이명원,최동욱,김태훈,최미경,유정현,유정호,이희열,윤소연,최서연,최서진,임혜원,정다영,임미소,임빈,정명진,임선희,김태연,임소원,최세영,임승민,이소리,이소원,오수현,정성하,정수현,박순명,정태환,정재윤,이예진,이다영,이채은,이철민,김지원,이태연,이윤성,허기호,이태호,이하연,김용민,이현규,이현규,이현지,이재학,이정은,김준환,김준환,김지수,김윤영,김은아"
323,오페라-투란도트(메트로폴리탄),1/10/2010,"60,778,000",0.0%,"60,778,000","3,045","3,045",2,27,미국,미국,,㈜메가박스,전체관람가,공연,"프랑코 제페렐리,프랑코 제피렐리","마르첼로 조르다니,마리아 굴레기나,마리나 포플라브스카야,사무엘 래미"
324,라이브 인 3D 휘성 : 잇츠 리얼,9/30/2010,"39,755,000",0.0%,"39,755,000","2,920","2,920",30,511,한국,한국,에스케이텔레콤(주),에스케이텔레콤(주),전체관람가,다큐멘터리,정성복,휘성
325,바비,2/4/2010,"22,102,000",0.0%,"22,102,000","2,821","2,821",17,365,미국,미국,더 웨인스테인 컴퍼니,주식회사 마운틴픽쳐스,15세이상관람가,드라마,에밀리오 에스테베즈,"안소니 홉킨스,데미 무어,샤론 스톤,해리 벨라폰테,닉 캐논,조이 브라이언트,에밀리오 에스테베즈,로렌스 피쉬번,애쉬튼 커처,샤이아 라보프,윌리엄 H. 머시,일라이저 우드"
326,당신을 오랫동안 사랑했어요,1/7/2010,"20,081,000",0.0%,"20,869,000","2,813","2,936",4,290,프랑스,프랑스,,주식회사 마운틴픽쳐스,15세이상관람가,드라마,필립 클로델,"크리스틴 스콧 토마스,엘자 질버스타인,로랑 그레빌"
327,언 애듀케이션,3/18/2010,"21,023,500",0.0%,"21,023,500","2,750","2,750",3,243,영국,영국,비비씨필름즈,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,드라마,론 쉐르픽,"캐리 뮬리건,피터 사스가드,알프리드 몰리나,로자문드 파이크,도미닉 쿠퍼,올리비아 윌리엄스,엠마 톰슨"
328,불청객,9/30/2010,"19,445,000",0.0%,"19,445,000","2,748","2,748",8,372,한국,한국,삼천리영화사,(주)이모션픽처스,12세이상관람가,"SF,판타지,드라마",이응일,"김진식,원강영,이응일,조정민,양은주"
329,하우 투 비,1/28/2010,"19,490,500",0.0%,"19,729,500","2,702","2,735",19,430,영국,영국,하우투비 필름,실버스푼,12세이상관람가,"코미디,드라마",올리버 어빙,"로버트 패틴슨,레베카 피전"
330,사이즈의 문제,4/15/2010,"20,506,400",0.0%,"20,506,400","2,701","2,701",12,346,이스라엘,이스라엘,K5 FILM,프리비젼엔터테인먼트,12세이상관람가,"드라마,코미디","샤론 메이몬,에레즈 다드모르","이지크 코헨,이가와 토고,드비르 베네덱,스믈릭 코헨,아론 다한,이리트 카플란"
