■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2016-01-01~2016-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
500,버터필드 8,,"5,264,000",0.0%,"5,264,000","2,622","2,622",1,32,미국,미국,,,,드라마,다니엘 만,"엘리자베스 테일러,로렌스 하비"
501,디브,9/1/2016,"14,382,400",0.0%,"14,382,400","2,601","2,601",5,80,아랍에미리트연합국정부,"아랍에미리트연합국정부,카타르,영국",,주식회사 디에스이이디,15세이상관람가,"어드벤처,드라마,스릴러",나지 아부 노워,자시르 에이드 알휴타트
502,죽은 자의 제국,2/25/2016,"19,453,500",0.0%,"19,453,500","2,581","2,581",43,413,일본,일본,,(주)프레인글로벌,15세이상관람가,"애니메이션,SF",마키하라 료타로,
503,일 트로바토레,1/16/2016,"63,645,000",0.0%,"63,645,000","2,578","2,578",6,126,미국,미국,,(주)인스터피씨엠,전체관람가,공연,마르코 아르밀리아토,안나 네트렙코
504,원스 어폰 어 타임 인 아메리카,12/10/1984,"10,977,900",0.0%,"272,110,500","2,570","22,592",6,59,미국,"미국,이탈리아",워너 브러더스 픽쳐스,(주)프레인글로벌,"국민학생관람불가,청소년관람불가",액션,세르지오 레오네,"엘리자베스 맥거번,트리트 윌리엄스,조 페시,제임스 우즈,제니퍼 코넬리,로버트 드니로"
505,뜨거운 것이 좋아,,"5,125,000",0.0%,"12,266,000","2,543","6,093",1,18,미국,미국,,,,"코미디,멜로/로맨스",빌리 와일더,"마릴린 몬로,토니 커티스,잭 레먼"
506,뷰티풀 레이디스,11/10/2016,"18,899,400",0.0%,"18,899,400","2,541","2,541",39,474,프랑스,프랑스,,(주)디스테이션,15세이상관람가,"드라마,범죄",오드리 에스트루고,"소피 마르소,수잔 클레망,앨리스 벨라이디,앤 르니"
507,포크 촙 힐,,"5,074,000",0.0%,"5,074,000","2,536","2,536",1,26,미국,미국,,,,"전쟁,드라마,액션",루이스 마일스톤,"그레고리 펙,해리 구아르디노,립 톤"
508,꺼져버려 종양군,5/12/2016,"20,091,000",0.0%,"20,587,000","2,519","2,570",73,617,중국,중국,,(주)영화사 빅,12세이상관람가,"드라마,코미디,멜로/로맨스",한연,"백백하,오언조"
508,사운드 오브 뮤직,2/4/1978,"11,088,000",0.0%,"34,937,500","2,519","13,628",3,19,미국,미국,이십세기폭스필름코퍼레이션,"(주)팝엔터테인먼트,이십세기폭스코리아(주)","연소자관람가,전체관람가","드라마,뮤지컬",로버트 와이즈,"줄리 앤드류스,크리스토퍼 플러머"
510,열정의 랩소디,,"5,024,000",0.0%,"5,698,000","2,512","2,849",1,15,미국,미국,,,12세관람가,드라마,"빈센트 미넬리,조지 쿠커","커크 더글라스,앤소니 퀸"
511,남태평양,8/7/1971,"5,211,000",0.0%,"14,418,924","2,505","8,557",1,25,미국,미국,이십세기폭스필름코퍼레이션,,15세이상관람가,"멜로/로맨스,뮤지컬,전쟁",조슈아 로건,"밋지 게이너,로자노 브레지,밋지 게이너,로자노 브레지"
512,건힐의 결투,,"4,865,000",0.0%,"4,865,000","2,491","2,491",1,51,미국,미국,,,,"스릴러,서부극(웨스턴)",존 스터지스,"커크 더글라스,앤소니 퀸"
513,헝그리 하트,6/30/2016,"17,746,800",0.0%,"17,955,800","2,482","2,513",15,226,이탈리아,이탈리아,,찬란,15세이상관람가,"드라마,스릴러",사베리오 코스탄조,"아담 드라이버,알바 로르와처"
514,워락,,"4,869,000",0.0%,"4,869,000","2,474","2,474",1,27,미국,미국,,,,"멜로/로맨스,서부극(웨스턴)",에드워드 디미트릭,"리차드 위드마크,헨리 폰다,앤소니 퀸"
515,더 랍스터,10/29/2015,"20,416,000",0.0%,"477,660,300","2,458","57,854",5,122,영국,"영국,그리스,아일랜드,네덜란드,프랑스",,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,"판타지,멜로/로맨스",요르고스 란티모스,"콜린 파렐,레이첼 와이즈,레아 세이두,벤 위쇼,존 C. 라일리"
515,베라크루스,2/13/1971,"5,691,000",0.0%,"18,127,000","2,458","8,655",1,52,미국,미국,유나이티드 아티스트,,15세이상관람가,서부극(웨스턴),로버트 알드리치,"버트 랭카스터,게리 쿠퍼"
517,투란도트,2/7/2016,"64,412,500",0.0%,"64,412,500","2,455","2,455",10,91,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,마르코 아르투로 마렐리,
518,고스트타운의 결투,,"4,881,000",0.0%,"4,881,000","2,451","2,451",1,29,미국,미국,,,,서부극(웨스턴),존 스터지스,"로버트 테일러,리차드 위드마크"
519,"열차 안의 낯선 자들, 의혹의 전망차",,"4,938,000",0.0%,"4,938,000","2,449","2,449",1,32,미국,미국,,,12세관람가,"범죄,미스터리,멜로/로맨스,스릴러",알프레드 히치콕,"팔리 그레인저,루스 로만,로버트 워커"
520,베로니카의 이중생활,11/9/1991,"18,272,600",0.0%,"18,272,600","2,436","2,436",6,165,폴란드,폴란드,,㈜영화사 백두대간,연소자관람불가,"드라마,멜로/로맨스,판타지",크지슈토프 키에슬로프스키,"이렌느 야곱,필립 볼테르,상드린 뒤마"
521,겁쟁이 페달: 스페어바이크,11/17/2016,"18,060,000",0.0%,"18,060,000","2,415","2,415",29,360,일본,일본,,(주)미디어캐슬,전체관람가,애니메이션,나베시마 오사무,
522,독도의 영웅들,2/18/2016,"11,203,000",0.0%,"11,203,000","2,414","2,414",4,51,한국,한국,퓨어웨이픽쳐스,퓨어웨이픽쳐스,12세이상관람가,다큐멘터리,권순도,"김승헌,김찬형,김철민,박지현,왕진성,정수환,채종규"
523,스팔타카스,1/23/1974,"4,784,000",0.0%,"6,695,000","2,400","3,346",2,17,미국,미국,브라이나프로덕션즈,,,"드라마,액션,사극",스탠리 큐브릭,"커크 더글라스,로렌스 올리비에"
524,히로인 실격,,"19,521,100",0.0%,"19,521,100","2,372","2,372",11,109,일본,일본,,(주)엔케이컨텐츠,12세이상관람가,"코미디,멜로/로맨스",하나부사 츠토무,"키리타니 미레이,야마자키 켄토"
525,잃어버린전설,,"5,871,000",0.0%,"5,871,000","2,355","2,355",1,43,,,,,,,,
526,십계,6/16/1973,"5,159,000",0.0%,"28,194,072","2,350","14,865",1,26,미국,미국,파라마운트 픽쳐스,,전체관람가,"드라마,가족",세실 B. 데밀,"앤 박스터,찰톤 헤스톤,에드워드 G. 로빈슨"
527,스틸 플라워,4/7/2016,"16,689,300",0.0%,"17,442,700","2,345","2,472",22,362,한국,한국,(주)무비엔진,㈜인디스토리,15세이상관람가,드라마,박석영,정하담
528,시선 사이,6/9/2016,"17,660,200",0.0%,"17,660,200","2,344","2,344",28,417,한국,한국,"국가인권위원회,(주) 루스이소니도스",(주)영화사 진진,12세이상관람가,드라마,"최익환,이광국","정예녹,김동완,오광록,박주희,서영화,윤영민,정지훈,최희서,백수장"
528,투란도트,7/2/2016,"56,703,000",0.0%,"56,703,000","2,344","2,344",6,82,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,
530,맨 앤 치킨,5/4/2016,"11,571,000",0.0%,"11,571,000","2,316","2,316",6,79,덴마크,"덴마크,독일",,(주)컴퍼니엘,청소년관람불가,"코미디,드라마",앤더스 토머스 옌센,"매즈 미켈슨,다비드 덴칙"
531,마터스,10/20/2016,"18,720,500",0.0%,"18,720,500","2,287","2,287",73,528,미국,미국,,(주)디스테이션,청소년관람불가,"공포(호러),스릴러","케빈 고츠,마이클 고츠","트로이안 벨리사리오,베일리 노블"
531,파리의 연인,,"4,651,000",0.0%,"11,101,000","2,287","5,497",1,41,미국,미국,파라마운트 픽쳐스,,15세관람가,"멜로/로맨스,코미디,뮤지컬",스탠리 도넌,"오드리 헵번,프레드 아스테어"
533,바르샤 드림스,5/4/2016,"17,053,000",0.0%,"17,053,000","2,281","2,281",31,274,스페인,스페인,,"(주)싸이더스,(주)디스테이션",12세이상관람가,다큐멘터리,조르디 롬파르트,"리오넬 메시,호셉 과르디올라"
534,위켄즈,12/22/2016,"17,223,000",0.0%,"17,223,000","2,261","2,261",12,133,한국,한국,"한국게이인권운동단체 친구사이,반달",무브먼트,15세이상관람가,다큐멘터리,이동하,"고동민,낙타,미로"
535,줄리어스 시저,,"4,505,000",0.0%,"6,807,000","2,250","3,322",1,16,미국,미국,,,,드라마,조셉 L. 맨키위즈,"말론 브란도,존 길거드,제임스 메이슨"
536,2001 스페이스 오디세이,,"16,121,700",0.0%,"21,432,700","2,235","2,925",2,24,영국,"영국,미국",,,,"SF,드라마",스탠리 큐브릭,
537,드롭박스,5/19/2016,"16,582,800",0.0%,"16,582,800","2,232","2,232",17,363,한국,"한국,미국","Arbella Studio,킨드리드 이미지","(사)필레마,필름포럼,홀리가든",전체관람가,다큐멘터리,브라이언 아이비,
538,세가지 색 : 블루,4/23/1994,"14,483,300",0.0%,"14,483,300","2,208","2,208",4,116,프랑스,"프랑스,스위스,영국,폴란드",엠케이투 프로덕션즈,㈜영화사 백두대간,청소년관람불가,드라마,크지슈토프 키에슬로프스키,"위그 웨스태르,줄리엣 비노쉬"
539,트로이의 헤렌,,"4,400,000",0.0%,"5,124,000","2,197","2,559",1,20,미국,미국,워너 브러더스 픽쳐스,,,"사극,전쟁",로버트 와이즈,"로잔나 포에스타,자크 쎄나스,세드릭 하드윅,스탠리 베이커"
540,아프리칸 닥터,11/3/2016,"13,841,500",0.0%,"13,841,500","2,177","2,177",12,214,프랑스,프랑스,,M&M 인터내셔널,12세이상관람가,"코미디,드라마",줄리앙 람발디,"마크 진가,아이사 마이가,조나단 랑베르,루퍼스"
541,위풍당당 질리 홉킨스,10/26/2016,"14,192,500",0.0%,"14,192,500","2,153","2,153",35,369,미국,미국,,주식회사 쇼미미디어앤트레이딩,전체관람가,"코미디,가족,드라마",스티븐 헤렉,"소피 넬리스,캐시 베이츠,글렌 클로즈,옥타비아 스펜서,줄리아 스타일즈,빌 콥스"
542,파도,,"4,405,000",0.0%,"4,405,000","2,135","2,135",1,20,미국,미국,,,,멜로/로맨스,빅터 사빌,"라나 터너,반 헤플린"
543,우주의 크리스마스,10/13/2016,"15,825,500",0.0%,"15,825,500","2,132","2,132",50,420,한국,한국,"앤유엔터테인먼트(주),영화사삼십육번지유한회사",(주)인디플러그,15세이상관람가,"판타지,드라마",김경형,"김지수,허이재,윤소미,심은진,조덕진,이동건,이수연"
544,미친개들,7/7/2016,"16,830,100",0.0%,"16,830,100","2,112","2,112",46,352,프랑스,"프랑스,캐나다",,(주)디스테이션,청소년관람불가,"액션,드라마,스릴러",에릭 하네조,"귀욤 고익스,램버트 윌슨,비르지니 르도엥"
545,법과 질서,,"4,230,000",0.0%,"4,230,000","2,110","2,110",1,23,미국,미국,,,,서부극(웨스턴),나단 주런,"로날드 레이건,도로시 말론"
546,블루 벨벳,10/17/1992,"18,637,600",0.0%,"18,637,600","2,101","2,101",21,83,미국,미국,,(주)유로커뮤니케이션,"연소자관람불가,청소년관람불가","드라마,스릴러,미스터리,범죄",데이빗 린치,"카일 맥라클란,이사벨라 로셀리니,데니스 호퍼"
547,레트리뷰션 : 응징의 날,3/30/2016,"13,781,500",0.0%,"13,781,500","2,092","2,092",32,323,스페인,스페인,,노바엔터테인먼트,15세이상관람가,스릴러,다니 델 라 토레,"루이스 토사,하비에르 구티에레즈,고야 톨레도"
548,알라모,,"4,578,000",0.0%,"5,280,000","2,085","2,436",1,24,미국,미국,,,,전쟁,존 웨인,"존 웨인,리차드 위드마크,프랭키 아발론"
549,굿바이 버클리,3/10/2016,"15,817,700",0.0%,"15,817,700","2,084","2,084",16,209,미국,미국,,(주)영화사 진진,15세이상관람가,드라마,다니엘 엘그란트,"펜 바드글리,벤 로젠필드,이모겐 푸츠,윌리엄 새들러"
549,립반윙클의 신부: 스페셜 에디션,10/13/2016,"17,925,500",0.0%,"17,925,500","2,084","2,084",4,70,일본,일본,,"TCO(주)더콘텐츠온,주식회사 더쿱",15세이상관람가,"드라마,멜로/로맨스",이와이 슌지,"쿠로키 하루,아야노 고"
551,살인의 추억,4/25/2003,"13,874,800",0.0%,"15,662,997","2,079","2,338",17,122,한국,한국,(주)싸이더스,씨제이엔터테인먼트,15세관람가,스릴러,봉준호,"송강호,김상경,김뢰하,정인선,한충환,김효성,이강산,김민철,최현기,심성보,김희진,한성근,서민수,김경래,강진희,이상욱,윤박지,박상우,박소현,김철용,김영관,류태호,박노식,박진우,변희봉,서영화,신현종,조덕제,이재응,유승목,손진호,신동환,최종률,손강국,박현영,권병길,신문성"
552,파라오,,"4,161,000",0.0%,"4,499,000","2,078","2,247",1,20,미국,미국,워너 브러더스 픽쳐스,,,드라마,하워드 혹스,"잭 호킨스,조안 콜린스,듀이 마틴"
553,부에나 비스타 소셜 클럽,3/1/2001,"16,395,500",0.0%,"209,015,701","2,074","26,666",5,103,독일,독일,,오드,전체관람가,다큐멘터리,빔 벤더스,"꼼빠이 세군도,조아킴 쿠더"
554,백조,,"4,146,000",0.0%,"4,146,000","2,068","2,068",1,27,미국,미국,메트로-골드윈-마이어,,,"사극,코미디,드라마",,
554,캄포스,5/12/2016,"16,795,500",0.0%,"16,795,500","2,068","2,068",29,241,스페인,"스페인,미국",,와이드 릴리즈(주),15세이상관람가,"공포(호러),미스터리",알베르토 마리니,"조셀린 도나휴,디에고 보네타"
556,벨빌의 세 쌍둥이,10/27/2016,"16,128,100",0.0%,"16,128,100","2,062","2,062",13,218,프랑스,"프랑스,벨기에,캐나다,영국",,찬란,12세이상관람가,"애니메이션,코미디",실뱅 쇼메,
557,형제는 용감하였다,,"4,157,000",0.0%,"5,017,000","2,061","2,491",1,20,미국,미국,,,,"멜로/로맨스,드라마",리처드 소프,"로버트 테일러,앤 블리스"
558,싱글맨,5/27/2010,"16,797,500",0.0%,"151,060,200","2,052","19,443",3,91,미국,미국,아티나 필름,"하준사,씨제이엔터테인먼트",15세이상관람가,"드라마,멜로/로맨스",톰 포드,"콜린 퍼스,줄리안 무어"
559,아라비아의 로렌스,10/24/1998,"4,098,000",0.0%,"18,023,000","2,047","7,746",2,18,영국,영국,콜럼비아 픽쳐스 코포레이션,,12세 미만인 자는 관람할 수 없는 등급,드라마,데이빗 린,"피터 오툴,알렉 기네스,앤소니 퀸"
560,붉은 수수밭,9/9/1989,"5,219,000",0.0%,"5,219,000","2,041","2,041",2,46,중국,중국,지앙 필름 스튜디오,,고등학생이상관람가,"드라마,전쟁",장예모,"공리,강문"
561,갓즈 포켓,1/28/2016,"14,629,500",0.0%,"14,629,500","2,038","2,038",38,383,미국,미국,,와이드 릴리즈(주),청소년관람불가,드라마,존 슬래터리,"필립 세이모어 호프만,존 터투로,크리스티나 헨드릭스,리차드 젠킨스"
562,여심,,"4,082,000",0.0%,"4,082,000","2,036","2,036",1,30,미국,미국,콜럼비아 픽쳐스 코포레이션,,15세이상관람가,드라마,조지 시드니,"리타 헤이워드,프랭크 시내트라,킴 노박"
563,아브릴과 조작된 세계,12/15/2016,"16,082,500",0.0%,"16,082,500","2,034","2,034",10,152,프랑스,"프랑스,벨기에,캐나다",,(주)영화사 진진,12세이상관람가,"애니메이션,어드벤처,코미디","크리스티앙 데마르,프랑크 에킨시",
564,워터 프론트,,"4,070,000",0.0%,"8,652,000","2,031","4,312",1,27,,,,,,,,
565,길고 긴 여름날,,"4,097,000",0.0%,"4,869,000","2,026","2,412",1,16,미국,미국,,,15세이상관람가,드라마,마틴 리트,"폴 뉴먼,조안 우드워드"
566,가슴에 빛나는 별,,"4,060,000",0.0%,"4,172,000","2,013","2,036",1,21,미국,미국,,,15세이상관람가,"서부극(웨스턴),드라마",안소니 만,"헨리 폰다,안소니 퍼킨스,피터 볼드윈"
567,핸즈 오브 스톤,12/8/2016,"15,055,000",0.0%,"15,055,000","2,002","2,002",69,478,미국,"미국,기타",,(주)이수C&E,15세이상관람가,"드라마,액션",조나단 자쿠보위즈,"에드가 라미레즈,로버트 드니로,어셔,아나 디 아르마스,저니 스몰렛,엘렌 바킨,존 터투로,렉 E. 캐시"
568,바다의 뚜껑,9/29/2016,"15,488,400",0.0%,"15,488,400","2,001","2,001",20,271,일본,일본,,(주)영화사 안다미로,전체관람가,드라마,토요시마 케이스케,"키쿠치 아키코,미네 아즈사"
568,소꿉놀이,2/25/2016,"15,165,500",0.0%,"15,725,500","2,001","2,113",14,250,한국,한국,(주)시네마달,(주)시네마달,전체관람가,다큐멘터리,김수빈,"서지은,정혜림,안수빈,하강웅,김수빈"
570,라이온 킹,7/2/1994,"16,265,000",0.0%,"3,178,526,000","1,996","298,371",2,14,미국,미국,월트디즈니,브에나비스타인터내셔널코리아/월트디즈니,"연소자관람가,전체관람가","애니메이션,어드벤처,가족,뮤지컬,드라마","로저 알러스,롭 민코프","매튜 브로데릭,모이라 켈리,조나단 테일러 토마스"
571,키 라고,,"4,016,000",0.0%,"4,427,000","1,993","2,074",1,20,미국,미국,,,,"범죄,스릴러",존 휴스턴,"험프리 보가트,에드워드 G. 로빈슨,로렌 바콜"
572,러브 라이브! 더 스쿨 아이돌 무비,9/3/2015,"18,147,000",0.0%,"1,003,216,000","1,992","132,215",2,17,일본,일본,,(주)박수엔터테인먼트,전체관람가,애니메이션,쿄고쿠 타카히코,"토쿠이 소라,파일,쿠보 유리카,이이다 리호,쿠스다 아이나,난죠 요시노,미모리 스즈코,우치다 아야,닛타 에미"
573,춘향,,"3,980,000",0.0%,"3,980,000","1,990","1,990",1,27,한국,한국,,,,사극,김수용,"홍세미,신성일,박노식,허장강,김정옥"
574,킹스글레이브: 파이널 판타지 XV,8/25/2016,"16,319,300",0.0%,"16,319,300","1,960","1,960",4,14,일본,일본,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,애니메이션,노즈에 타케시,"아론 폴,숀 빈,레나 헤디"
575,일만명의 성자들,4/21/2016,"12,247,300",0.0%,"12,247,300","1,950","1,950",27,281,미국,미국,,THE 픽쳐스,청소년관람불가,"코미디,드라마","샤리 스프링어 버먼,로버트 풀치니","에단 호크,아사 버터필드,헤일리 스테인펠드,에밀리 모티머"
576,파수꾼,3/3/2011,"17,498,900",0.0%,"199,850,400","1,948","25,461",2,40,한국,한국,한국영화아카데미,필라멘트픽쳐스,15세이상관람가,드라마,윤성현,"서준영,박정민,조성하,이제훈,이초희,이재연,배제기"
577,우리 손자 베스트,12/8/2016,"11,369,500",0.0%,"11,369,500","1,946","1,946",11,149,한국,한국,(주)인디플러그,(주)인디플러그,청소년관람불가,코미디,김수현,"구교환,동방우,김상현,김민화,김진환,남현욱,박선우,박시환,서승현,신창호,오중석,유송호,이봄,정해성,조윤경,최영묵,전여빈"
578,한강블루스,9/22/2016,"16,409,100",0.0%,"16,555,100","1,937","1,968",18,142,한국,한국,"(주)큰손엔터테인먼트,주식회사 윗돌",(주)맑은시네마,12세이상관람가,드라마,이무영,"봉만대,기태영,김정팔,김희정,한민희"
579,갓파 쿠와 여름방학을,6/26/2008,"14,724,800",0.0%,"228,126,300","1,928","38,202",29,152,일본,일본,,"(주)디스테이션,㈜메가박스",전체관람가,"애니메이션,드라마,판타지",하라 케이이치,"요코카와 다카히로,도미자와 가자토"
580,샤이닝,,"13,341,400",0.0%,"17,136,400","1,914","2,585",1,25,미국,미국,워너 브러더스 픽쳐스,,,"공포(호러),스릴러",스탠리 큐브릭,"잭 니콜슨,셸리 듀발,대니 로이드"
581,홀리워킹데이,6/30/2016,"13,526,500",0.0%,"13,718,500","1,901","1,937",18,381,한국,한국,홍시픽쳐스,무브먼트,전체관람가,다큐멘터리,이희원,곽주현
582,"내 어깨 위 고양이, 밥",1/4/2017,"16,262,000",0.0%,"16,262,000","1,894","1,894",8,25,영국,영국,,(주)누리픽쳐스,12세이상관람가,드라마,로저 스포티스우드,"루크 트레더웨이,루타 게드민타스,조앤 프로갯,안소니 헤드"
583,무기여 잘 있거라,1/1/1974,"4,712,000",0.0%,"15,985,034","1,872","8,780",1,30,미국,미국,,,,"드라마,멜로/로맨스",찰스 비더,"록 허드슨,제니퍼 존스,비토리오 데 시카"
584,베티블루 37.2 디오리지널,7/28/2016,"14,061,000",0.0%,"14,061,000","1,868","1,868",5,110,프랑스,프랑스,,(주)디스테이션,청소년관람불가,멜로/로맨스,장 자크 베넥스,"장-위그 앙글라드,베아트리체 달"
585,룻 이야기,,"3,902,000",0.0%,"3,902,000","1,866","1,866",1,18,미국,미국,,,,드라마,헨리 코스터,"스튜어트 휘트먼,톰 트라이언,페기 우드,비베카 린드포스"
585,스퀴즈,11/10/2016,"14,809,000",0.0%,"14,809,000","1,866","1,866",40,389,미국,미국,,"시네마 뉴원,(주)드림팩트엔터테인먼트",15세이상관람가,"코미디,드라마",테리 재스트로,"제레미 섬터,제이슨 도링,크리스토퍼 맥도날드,캐서린 라나사,질리언 머레이,마이클 누리,데이빗 오도넬,팀 웨어"
587,소년 파르티잔,3/10/2016,"13,167,100",0.0%,"13,167,100","1,862","1,862",20,252,호주,호주,,찬란,15세이상관람가,"드라마,스릴러",아리엘 클레이만,"뱅상 카셀,제레미 샤브리엘"
588,수색역,3/31/2016,"14,224,700",0.0%,"14,224,700","1,859","1,859",25,287,한국,한국,영화사 만화경,주식회사 씨네룩스,청소년관람불가,"드라마,액션,범죄",최승연,"맹세창,공명,이진성,이태환,김시은,박혜진,안현정"
589,새,,"15,328,000",0.0%,"17,116,000","1,856","2,175",6,52,미국,미국,,(주)영화사 안다미로,15세이상관람가,"공포(호러),스릴러",알프레드 히치콕,"제시카 탠디,로드 테일러"
590,작은 형,11/30/2016,"11,651,500",0.0%,"11,721,500","1,839","1,853",19,237,한국,한국,"파인스토리,(주)인베스트하우스",파인스토리,15세이상관람가,드라마,심광진,"전석호,진용욱,민지아,김구민,김민지,김준희,김지혜,이지은,이창원,한결"
591,양철북 : 무삭제 감독판,,"3,741,000",0.0%,"3,741,000","1,832","1,832",2,19,독일,"독일,프랑스,폴란드",,,청소년관람불가,"드라마,전쟁",폴커 슐렌도르프,"마리오 아도프,데이빗 베넨트"
592,네이키드 정글,,"3,665,000",0.0%,"3,665,000","1,825","1,825",1,20,,,,,,,,
593,검은 초상,,"3,797,000",0.0%,"3,797,000","1,817","1,817",1,26,미국,미국,,,,"드라마,미스터리,스릴러",마이클 고든,"앤소니 퀸,라나 터너"
594,퀸카가 아니어도 좋아,2/25/2016,"10,009,000",0.0%,"10,009,000","1,810","1,810",20,33,미국,미국,,와이드 릴리즈(주),15세이상관람가,"멜로/로맨스,코미디",아리 산델,"매 휘트먼,로비 아멜,벨라 손"
595,네온 데몬,10/20/2016,"14,560,800",0.0%,"14,560,800","1,803","1,803",24,260,프랑스,"프랑스,미국,덴마크",,주식회사 쇼미미디어앤트레이딩,청소년관람불가,"드라마,스릴러",니콜라스 윈딩 레픈,"엘르 패닝,크리스티나 헨드릭스,키아누 리브스,지나 말론"
596,여교사,1/4/2017,"14,593,000",0.0%,"14,593,000","1,770","1,770",3,9,한국,한국,(주)외유내강,필라멘트픽쳐스,청소년관람불가,드라마,김태용,"김하늘,유인영,이원근,이기우,박시영,임상현,박재홍,전현준,이다영,이명규,이원근,허인"
597,말 없는 사나이,,"3,977,000",0.0%,"9,439,000","1,759","3,956",1,36,미국,미국,,,전체관람가,"코미디,드라마,멜로/로맨스",존 포드,"존 웨인,모린 오하라,배리 피츠제럴드"
598,프레셔스 카고: 프로 범죄단,9/1/2016,"10,241,000",0.0%,"10,241,000","1,745","1,745",50,134,미국,미국,,(주)드림팩트엔터테인먼트,15세이상관람가,"범죄,액션",막스 아담스,"마크-폴 고셀라,브루스 윌리스,클레어 폴라니,존 브라더튼,다니엘 베른하르트"
599,돈 맛,9/29/2016,"8,439,000",0.0%,"8,439,000","1,733","1,733",50,54,한국,한국,(주)블루아이엔터테인먼트,(주)박수엔터테인먼트,청소년관람불가,멜로/로맨스,"홍수동,백수호","이은미,장현우"
600,알래스카의 혼,,"4,458,000",0.0%,"4,458,000","1,730","1,730",1,34,미국,미국,,,,"서부극(웨스턴),코미디",헨리 해서웨이,"스튜어트 그랜저,존 웨인"
601,프렌치 캉캉,,"3,486,000",0.0%,"5,713,000","1,729","2,164",1,20,프랑스,프랑스,,,,"코미디,뮤지컬,드라마,멜로/로맨스",장 르누아르,"장 가뱅,프랑스와 아르놀"
602,대지,,"4,540,000",0.0%,"23,307,000","1,723","11,039",1,28,미국,미국,,,,드라마,시드니 프랭클린,"폴 무니,루이스 라이너"
603,두 여인,,"3,563,000",0.0%,"11,355,000","1,713","5,473",1,16,이탈리아,"이탈리아,프랑스",,,,"드라마,전쟁",비토리오 데 시카,"장 폴 벨몽도,소피아 로렌"
604,페드라,11/16/1996,"3,451,000",0.0%,"3,909,000","1,708","1,937",1,20,그리스,그리스,,,연소자관람불가,드라마,줄스 다신,"멜리나 메코우리,안소니 퍼킨스"
605,인어공주,12/21/1991,"13,313,000",0.0%,"13,485,000","1,682","1,717",1,12,미국,미국,월트디즈니,,연소자관람가,"애니메이션,멜로/로맨스,가족,뮤지컬","존 머스커,론 클레멘츠",
606,전쟁과 평화,9/27/1977,"4,634,000",0.0%,"21,735,774","1,681","11,337",1,20,미국,미국,파라마운트 픽쳐스,,연소자관람가,"드라마,멜로/로맨스,전쟁",킹 비더,"오드리 헵번,헨리 폰다,멜 페레,비토리오 가스만"
607,펫,11/30/2016,"13,078,000",0.0%,"13,078,000","1,676","1,676",45,290,미국,"미국,스페인",,(주)영화사선,청소년관람불가,스릴러,카를레스 토렌스,도미니크 모나한
608,그들은 부츠를 신은 채로 죽었다,,"3,332,000",0.0%,"3,707,000","1,666","1,730",1,16,미국,미국,,,,,라울 월쉬,
609,웨포나이즈드,7/6/2016,"8,290,000",0.0%,"8,290,000","1,658","1,658",2,7,미국,미국,,제인앤유,청소년관람불가,"액션,SF,스릴러",티모시 우드워드 주니어,"미키 루크,톰 시즈모어,조니 메스너"
610,라라미에서 온 사나이,,"3,265,000",0.0%,"4,039,000","1,645","2,032",1,28,미국,미국,콜럼비아 픽쳐스 코포레이션,,,"액션,서부극(웨스턴),미스터리",안소니 만,"제임스 스튜어트,아서 케네디,도날드 크리스프,캐시 오도넬,알렉스 니콜,알린 맥마흔,월러스 포드,잭 엘램"
611,황색리본,,"3,608,000",0.0%,"4,289,000","1,643","1,981",1,34,미국,미국,,,,"드라마,서부극(웨스턴)",존 포드,"존 웨인,조안나 드루"
612,모감보,,"3,256,000",0.0%,"17,155,000","1,641","8,479",1,38,미국,미국,메트로-골드윈-마이어,,,"드라마,어드벤처",존 포드,"그레이스 켈리,클라크 게이블,에바 가드너"
613,일본패망하루전,8/11/2016,"11,980,000",0.0%,"11,980,000","1,640","1,640",7,61,일본,일본,,"(주)시네마엔터,(주)모멘텀엔터테인먼트",12세이상관람가,드라마,하라다 마사토,"야쿠쇼 코지,모토키 마사히로,츠츠미 신이치,마츠자카 토리"
614,괴물의 아이,11/25/2015,"12,670,300",0.0%,"1,665,251,116","1,633","224,849",11,90,일본,일본,,"CGV아트하우스,(주)리틀빅픽쳐스",12세이상관람가,"애니메이션,판타지,어드벤처",호소다 마모루,"야쿠쇼 코지,미야자키 아오이,소메타니 쇼타,히로세 스즈"
