■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2018-01-01~2018-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,완벽한 타인,10/31/2018,"44,350,807,074",2.4%,"44,350,807,074","5,293,435","5,293,435","1,325","143,055",한국,한국,"(주)필름몬스터,드라마하우스(주)",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,코미디",이재규,"유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호,지우,정민규,정지훈,조용진"
11,1987,12/27/2017,"42,915,772,108",2.4%,"58,169,776,145","5,290,310","7,232,387","1,122","110,607",한국,한국,(주)우정필름,씨제이이앤엠(주),15세이상관람가,드라마,장준환,"김윤석,하정우,유해진,김태리,박희순,이희준,설경구,여진구,유정호,윤재국,지웅배,정재윤,이가영,이동욱,이동희,이상준,이태형,최광일,강동원,문소리,문성근,김원진,남민우,이주영,임병우,김시은,김기태,정재윤,황성준,서현우,조민준,박지환"
12,독전,5/22/2018,"43,485,551,113",2.4%,"43,485,551,113","5,063,684","5,063,684","1,532","140,007",한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원,이주영,김태준,서현우,이경제,이민호,김재훈,백승환,이정철,이정호,김준형,이주영,이지민,안성봉,김태준,김태현,오현석,박성연,박예진,박은영,박정진,박종범,정여진,박진수,최성철,김대근,황기석,김양수,김선우,강승현,강지현,김누리,김동영,진서연"
13,공작,8/8/2018,"42,788,851,176",2.4%,"42,788,851,176","4,974,520","4,974,520","1,317","99,001",한국,한국,"(주)영화사 월광,(주)사나이픽처스",씨제이이앤엠(주),12세이상관람가,드라마,윤종빈,"황정민,이성민,조진웅,주지훈,김대현,이경호,이기용,이동희,이상원,이상현,박현민,박혜영,김재희,이승찬,이승환,이승훈,이은영,김정현,이재우,이재혁,김정호,김종수,김지나,서주연,손승훈,이창석,이창훈,이희경,김지혜,김지홍,김진영,김현중,김형기,김형우,정재헌,박진수,박진영,강주석,정혜경,조현수,강민지,김다솜,김대현,김미혜,최운진,최정인,최지현,최희열,김소진,김수연,김은아,김승희,김영진,김영훈,김용석,김우영,김우현"
14,베놈,10/3/2018,"34,100,211,207",1.9%,"34,100,211,207","3,888,096","3,888,096","1,308","116,149",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,SF,스릴러",루벤 플레셔,"톰 하디,미쉘 윌리엄스,리즈 아메드,제니 슬레이트"
15,암수살인,10/3/2018,"32,995,138,548",1.8%,"32,995,138,548","3,789,321","3,789,321","1,177","126,127",한국,한국,"(주)필름295,(주)블러썸픽쳐스",(주)쇼박스,15세이상관람가,"범죄,드라마",김태균,"김윤석,주지훈,문정희,진선규,이재현,이윤재,김종수,김지성,이현주,임병우,김진혁,김학준,윤성원,박성현,박진수,박진영,권회수,허진,김영웅,김윤석,배해선"
16,데드풀 2,5/16/2018,"34,185,664,639",1.9%,"34,185,664,639","3,784,602","3,784,602","1,576","113,288",미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,어드벤처,코미디,SF",데이빗 레이치,"라이언 레이놀즈,조슈 브롤린,재지 비츠,모레나 바카린,브리아나 힐데브란드"
17,국가부도의 날,11/28/2018,"30,845,862,137",1.7%,"30,845,862,137","3,747,952","3,747,952","1,180","100,804",한국,한국,영화사 집,씨제이이앤엠(주),12세이상관람가,드라마,최국희,"김혜수,유아인,허준호,조우진,뱅상 카셀,이원희,이은주,손민석,손영진,이하윤,김진구,박경관,박재민,박재영,박정민,권훈,김기현,최준영"
18,코코,1/11/2018,"27,685,479,440",1.5%,"27,723,289,440","3,510,017","3,513,114","1,177","85,925",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
19,아쿠아맨,12/19/2018,"30,454,292,381",1.7%,"30,454,292,381","3,491,857","3,491,857","1,285","54,505",미국,"미국,호주",,워너브러더스 코리아(주),12세이상관람가,액션,제임스 완,"제이슨 모모아,앰버 허드,니콜 키드먼,패트릭 윌슨,윌렘 데포,돌프 룬드그렌"
20,그것만이 내 세상,1/17/2018,"27,450,805,382",1.5%,"27,454,117,382","3,419,339","3,419,753",956,"95,431",한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리,이가경,이상준,박현주,이소정,이정호,이종승,이주영,이준석,안성봉,김현정,박상훈,박성훈,박소은,장혜리,정승환,박지연,박지훈,박지훈,조윤주,김동규,김민주,김유진"
21,마녀,6/27/2018,"27,242,029,463",1.5%,"27,242,029,463","3,189,091","3,189,091","1,117","90,843",한국,한국,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),15세이상관람가,"미스터리,액션",박훈정,"김다미,조민수,박희순,최우식,백승철,김하나,이강곤,이상용,백규현,김종면,김종훈,서영희,송민수,이주원,이채현,이하영,이혜성,남경민,모그,박상현,박상훈,박시현,장민재,정다은,박정수,정승채,정지민,김한솔,조제웅,진영준,권용석,김기훈,김미진,최정우,김상훈,김수현,김승우,김영원,김영민,김우주"
22,탐정: 리턴즈,6/13/2018,"26,909,459,678",1.5%,"26,909,459,678","3,152,872","3,152,872","1,137","107,907",한국,한국,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",이언희,"권상우,성동일,이광수,서영희,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준,이광호,이동민,이동민,이상철,서영희,심상민,엄진용,임승묵,박성연,임효우,박영식,정성호,정연주,정인영,박태강,정택호,조혜선,최광락,권혁석,김동욱,김미진,최재옥,홍광석,홍광석,김선간,김수영,김승필,김승필,김용호,김원진,김성규"
23,인크레더블 2,7/18/2018,"24,554,683,588",1.4%,"24,554,683,588","3,033,052","3,033,052","1,605","70,934",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,액션,어드벤처,코미디,가족",브래드 버드,"크레이그 T. 넬슨,사무엘 L. 잭슨,홀리 헌터"
24,서치,8/29/2018,"25,283,364,845",1.4%,"25,283,364,845","2,949,944","2,949,944","1,097","95,758",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,아니쉬 차간티,"존 조,데브라 메싱"
25,너의 결혼식,8/22/2018,"23,676,244,369",1.3%,"23,676,244,369","2,820,969","2,820,969",970,"98,193",한국,한국,"(주)필름케이,(주)외유내강",메가박스중앙(주)플러스엠,12세이상관람가,멜로/로맨스,이석근,"박보영,김영광,강기영,장성범,고규필,서은수,차엽,안길강,이동석,이재상,서남윤,김준수,김지훈,김태환,김학준,김한슬,박규태,박성준,정난희,박종범,박주희,정유진,정주호,조영웅,김건중,홍근택,홍진기,김민석,김영훈,김성준,강희중,배해선,조성희"
26,곤지암,3/28/2018,"21,442,194,144",1.2%,"21,442,194,144","2,675,575","2,675,575","1,124","88,477",한국,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,"공포(호러),스릴러",정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,유제윤,이주원,정아노마"
27,지금 만나러 갑니다,3/14/2018,"20,800,916,128",1.1%,"20,800,916,128","2,602,273","2,602,273","1,191","97,482",한국,한국,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,이장훈,"소지섭,손예진,김지환,고창석,이유진,김현수,배유람,이준혁,서정연,손여은,이진,이상철,이재환,이정민,변지은,김지민,송지연,이준성,김지호,김하은,유은성,박서준,정유민,정현우,차봉주,김경애,김민석,김선웅,김범준"
28,목격자,8/15/2018,"21,737,061,097",1.2%,"21,737,061,097","2,524,720","2,524,720","1,021","71,403",한국,한국,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,조규장,"이성민,김상호,진경,곽시양,이동희,김재철,이재남,이재우,이태호,이혜민,정유민,정택호,조아라,최정인,황인범,김자영,김수영,김상호,박지후"
29,조선명탐정: 흡혈괴마의 비밀,2/8/2018,"19,822,789,764",1.1%,"19,822,789,764","2,444,136","2,444,136","1,249","74,953",한국,한국,청년필름(주),(주)쇼박스,12세이상관람가,"사극,어드벤처,코미디",김석윤,"김명민,오달수,김지원,김범,이민기,지웅배,이대현,이소희,이재웅,백승진,이정민,김정화,서지은,김탁호,김태윤,김태희,김현주,류현상,민성주,박동석,전건익,전현우,박지선,김태호,박지현,김건,최유진,한성희,김미란,김상일,김영우,김영진"
30,신비한 동물들과 그린델왈드의 범죄,11/14/2018,"20,816,583,118",1.1%,"20,816,583,118","2,414,062","2,414,062","1,601","76,846",미국,미국,,워너브러더스 코리아(주),12세이상관람가,판타지,데이빗 예이츠,"에디 레드메인,캐서린 워터스턴,앨리슨 수돌,댄 포글러,에즈라 밀러,주드 로,조니 뎁,칼럼 터너,조 크라비츠,수현"
31,메이즈 러너: 데스 큐어,1/17/2018,"18,902,873,104",1.0%,"18,902,873,104","2,299,732","2,299,732","1,090","58,918",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,SF,스릴러",웨스 볼,"딜런 오브라이언,토마스 생스터,카야 스코델라리오,이기홍"
32,맘마미아!2,8/8/2018,"19,607,520,003",1.1%,"19,607,520,003","2,293,884","2,293,884",750,"59,060",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,뮤지컬,올 파커,"아만다 사이프리드,릴리 제임스,메릴 스트립,피어스 브로스넌,제레미 어바인,콜린 퍼스,휴 스키너,스텔란 스카스가드,조쉬 딜란,줄리 월터스,알렉사 데이비스,크리스틴 바란스키,제시카 키나 윈,도미닉 쿠퍼,셰어,앤디 가르시아"
33,레디 플레이어 원,3/28/2018,"19,933,108,071",1.1%,"19,933,108,071","2,254,430","2,254,430","1,079","77,173",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,SF,어드벤처",스티븐 스필버그,"마크 라이런스,사이먼 페그,올리비아 쿡,타이 쉐리던,벤 멘델슨,T.J. 밀러"
34,명당,9/19/2018,"17,900,775,524",1.0%,"17,900,775,524","2,087,474","2,087,474","1,117","58,450",한국,한국,(주)주피터필름,메가박스중앙(주)플러스엠,12세이상관람가,사극,박희곤,"조승우,지성,김성균,백윤식,문채원,유재명,박충선,이원근,김민재,강태오,이가희,이규섭,이동희,이세희,이수아,이성훈,이승철,이유리,이정민,이정빈,이정현,김준영,이주연,이창석,김진혁,안성봉,김하림,박기태,임지은,정재용,정재헌,박지현,정한길,정혜경,조성환,최선호,김규선,김도연,김동규,김동현,김민재,최우석,홍은진,홍준호,김선문,김서현,김서연"
35,협상,9/19/2018,"17,032,133,166",0.9%,"17,032,133,166","1,967,721","1,967,721",919,"57,926",한국,한국,"(주)제이케이필름,그리고픽처스,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,범죄,이종석,"현빈,손예진,김상호,장영남,장광,조영진,이문식,이현,이동희,김준영,김지성,이주영,이지훈,이주환,안성봉,김희진,유관형,박수영,장민정,박영수,박지훈,정재호,정지상,정휘욱,김보민,김선희,김송이,김유진"
36,마약왕,12/19/2018,"15,784,724,552",0.9%,"15,784,724,552","1,813,594","1,813,594","1,297","41,658",한국,한국,(주)하이브미디어코프,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"송강호,조정석,배두나,김소진,김대명,이희준,조우진,이성민,김홍파,김근영,강민석,강민수,김남우,김동환,김명희,김시원,김연주,김우진,김윤수,김정호,김주연,김주영,김주영,김준한,김준형,김지은,김형태,김혜진,김혜진,류대식,문상호,박미희,박선영,송원종,유승희,윤세현,이병희,이선민,이수정,이수현,이승진,이승찬,이시현,이영태,이영호,이은주,이재우,이재우,이주원,이지혜,이창훈,이현정,이호철,정재원,최준혁,한동희,한송희,한지혜"
37,쥬만지: 새로운 세계,1/3/2018,"13,814,824,864",0.8%,"13,835,919,864","1,708,672","1,711,246",791,"41,806",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",제이크 캐스단,"드웨인 존슨,잭 블랙,케빈 하트,카렌 길런"
38,창궐,10/25/2018,"13,275,772,490",0.7%,"13,275,772,490","1,599,290","1,599,290","1,351","60,687",한국,한국,"리양필름(주),영화사 이창",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"사극,액션",김성훈,"현빈,장동건,조우진,정만식,이선빈,김의성,조달환,박진우,서지혜,한지은,공정환,김태우,이승일,이동훈,이상준,이상훈,이승주,배정환,이우성,이우정,이유진,이재남,이정민,이정민,김주혁,서지은,이진용,이창훈,이형원,김지수,김태경,김태윤,김태희,김하진,나대한,윤석동,민경옥,박경관,박성빈,임용순,장현,장윤정,정선희,정선희,박종범,정수연,박지아,박지원,정재훈,박태민,김현욱,김현욱,강정진,조민아,최규리,최아영,김다연,김다연,김대현,최재영,한성희,한아름,한지혜,한지혜,편광진,황원일,김성태,김은진,김수지,김승환,김성준,김성규"
39,성난황소,11/22/2018,"13,236,490,737",0.7%,"13,236,490,737","1,593,386","1,593,386","1,010","48,932",한국,한국,"주식회사 플러스미디어엔터테인먼트,(주)비에이엔터테인먼트",(주)쇼박스,15세이상관람가,"범죄,액션",김민호,"마동석,송지효,김성오,김민재,박지환,이동진,이세영,박혜림,김재철,이연주,신수경,이창훈,김흥태,노성후,장혁진,박지훈,박진성,김산,김민재,김수진,김용빈"
40,도어락,12/5/2018,"12,792,097,886",0.7%,"12,792,097,886","1,559,616","1,559,616",954,"53,732",한국,한국,(주)영화사피어나,메가박스중앙(주)플러스엠,15세이상관람가,"스릴러,드라마",이권,"공효진,김예원,김성오,조복래,이가섭,이천희,김동규,김보경,김유정,김지한,김지현,배유리,백민준,이상희,이승창,장효석,한지은"
41,리틀 포레스트,2/28/2018,"11,929,202,185",0.7%,"11,929,202,185","1,506,269","1,506,269",884,"68,414",한국,한국,(주)영화사수박,메가박스중앙(주)플러스엠,전체관람가,드라마,임순례,"김태리,류준열,문소리,진기주,홍성덕,이광용,이상준,김재훈,이유진,김정은,김주은,이태영,김지윤,김현지,오수엽,박미현,박민지,박성준,임정희,박수현,박정희,박종찬,김혁,김호,강민지,김다정,김동혁,김명희,최원석,최혜림,김소정,김수현,김은영,김예슬"
42,골든슬럼버,2/14/2018,"11,412,768,798",0.6%,"11,412,768,798","1,387,508","1,387,508",833,"42,991",한국,한국,영화사 집,씨제이이앤엠(주),15세이상관람가,"범죄,드라마",노동석,"강동원,김의성,한효주,김성균,김대명,윤계상,이준혁,정소민,최우식,유재명,차순배,김시은,이강희,이경훈,이상원,박혜영,김재영,방한솔,이승민,이예림,김종호,손영진,신경철,이진구,이하늘,김지희,김지희,김진성,오기환,남은정,박다은,박서연,박성희,박시은,박은영,전한나,박정민,정신영,정연주,박지선,박지현,조영진,김건,최재호,최진호,최혜영,한대훈,황준혁,김소정,김수영,김우진,김유정,김시은,김승호"
43,램페이지,4/12/2018,"11,951,980,109",0.7%,"11,951,980,109","1,385,511","1,385,511",909,"55,295",미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,브래드 페이튼,"드웨인 존슨,제프리 딘 모건,나오미 해리스,말린 애커맨,조 맨가니엘로,말리 쉘튼"
44,궁합,2/28/2018,"10,478,875,438",0.6%,"10,478,875,438","1,340,117","1,340,117",966,"52,427",한국,한국,(주)주피터필름,씨제이이앤엠(주),12세이상관람가,"코미디,드라마",홍창표,"심은경,이승기,김상경,연우진,강민혁,최우식,조복래,최민호,박선영,이한서,윤송아,이선빈,이동희,이상진,이소현,이수연,이수연,이슬아,김정겸,배지혜,이영수,이정현,이주연,이지민,신혜경,김탁호,김태환,유다영,유다영,윤예원,윤유선,민성주,장지선,정민규,정인영,정재훈,김필수,강현우,조성환,최민호,김욱,최우진,최준호,김보경,김서현,안지호,김성훈,김상혁"
45,오션스8,6/13/2018,"11,700,157,266",0.6%,"11,700,157,266","1,335,829","1,335,829",837,"55,372",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,범죄",게리 로스,"산드라 블록,케이트 블란쳇,앤 해서웨이,민디 캘링,사라 폴슨,아콰피나,리한나,헬레나 본햄 카터"
46,사라진 밤,3/7/2018,"10,697,981,316",0.6%,"10,697,981,316","1,315,726","1,315,726",925,"60,087",한국,한국,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",씨네그루(주)키다리이엔티,15세이상관람가,스릴러,이창희,"김상경,김강우,김희애,서현우,이민지,이윤재,이지훈,김지영,최윤석"
47,스윙키즈,12/19/2018,"10,308,565,602",0.6%,"10,308,565,602","1,258,811","1,258,811",984,"32,237",한국,한국,(주)안나푸르나필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,강형철,"도경수,박혜수,자레드 그라임스,오정세,김민호,강성호,고창희,김건우,김동현,김민재,김수민,김시원,김유리,김은주,김종원,김지수,김지현,김지혜,김태윤,김태형,김하늘,나경진,박상필,박준수,신지훈,안희진,이동현,이상훈,이승철,이승훈,이승훈,이재석,이정현,이태영,장지훈,전민정,전재형,최민우"
48,바람 바람 바람,4/5/2018,"9,784,385,375",0.5%,"9,784,385,375","1,194,229","1,194,229",985,"57,939",한국,한국,(주)하이브미디어코프,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,코미디,이병헌,"이성민,신하균,송지효,이엘,장영남,고준,서성원,이주한,이지원,이혜수,김태강,유아름,유현종,정석원,김욱,김건,김기훈,강민지,김도연,김명준,황미영,김승원,김영현,김성우,강희수"
49,PMC: 더 벙커,12/26/2018,"9,704,247,367",0.5%,"9,704,247,367","1,179,031","1,179,031","1,081","26,690",한국,한국,(주)퍼펙트스톰필름,씨제이이앤엠(주),15세이상관람가,액션,김병우,"하정우,이선균,제니퍼 엘,이상원"
50,범블비,12/25/2018,"9,756,083,752",0.5%,"9,756,083,752","1,167,150","1,167,150","1,016","26,260",미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"액션,어드벤처,SF",트래비스 나이트,"헤일리 스테인펠드,파멜라 애들론,존 시나,피터 쿨렌,케네스 최"
51,챔피언,5/1/2018,"9,471,138,230",0.5%,"9,471,138,230","1,128,774","1,128,774",874,"47,320",한국,한국,(주)코코너,워너브러더스 코리아(주),12세이상관람가,드라마,김용완,"마동석,권율,한예리,박성일,유지연,이규호,이동진,이수정,김정화,이혜민,김지연,김지환,김태현,오승환,유지연,박세준,전민지,전혜원,정승환,박지연,김건,김동현,김동현,김미미,홍지원,김재민,김수진,김수진"
52,퍼시픽 림: 업라이징,3/21/2018,"8,962,712,795",0.5%,"8,962,712,795","1,077,235","1,077,235","1,145","49,600",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,SF",스티븐 S. 드나이트,"존 보예가,스콧 이스트우드,케일리 스패니,아드리아 아르조나,번 고먼,찰리 데이,경첨,키쿠치 린코"
53,몬스터 호텔 3,8/8/2018,"7,934,082,800",0.4%,"7,934,082,800","1,072,220","1,072,220",715,"21,247",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,"애니메이션,코미디,가족,판타지",젠디 타타코브스키,"아담 샌들러,셀레나 고메즈,앤디 샘버그,스티브 부세미,케빈 제임스,캐서린 한"
54,더 넌,9/19/2018,"8,777,844,795",0.5%,"8,777,844,795","1,011,580","1,011,580",824,"32,736",미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),코린 하디,"타이사 파미가,데미안 비쉬어,보니 아론스,샬롯 호프"
55,스카이스크래퍼,7/11/2018,"8,612,111,718",0.5%,"8,612,111,718","1,002,858","1,002,858",831,"40,862",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,스릴러",로슨 마샬 터버,"드웨인 존슨,파블로 쉬레이버,니브 캠벨,바이런 만,친 한"
56,염력,1/31/2018,"7,484,644,112",0.4%,"7,484,644,112","990,104","990,104","1,099","45,623",한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,코미디",연상호,"류승룡,심은경,박정민,김민재,정유미,이승용,예수정,이기환,이동근,김재원,백성욱,이재현,이정은,김주연,이지혜,이지훈,이현정,김흥태,나성식,박재규,조웅희,김기천,김기철,김기범,김대근,최영우,최지연,황영수"
57,월요일이 사라졌다,2/22/2018,"7,489,885,100",0.4%,"7,489,885,100","903,175","903,175",381,"24,247",영국,"영국,미국,프랑스,벨기에",,(주)스마일이엔티,15세이상관람가,"액션,어드벤처,범죄",토미 위르콜라,"누미 라파스,글렌 클로즈,윌렘 데포"
58,인랑,7/25/2018,"7,006,622,673",0.4%,"7,006,622,673","898,945","898,945","1,085","25,427",한국,한국,(주)루이스 픽쳐스,워너브러더스 코리아(주),15세이상관람가,"SF,액션",김지운,"강동원,한효주,정우성,김무열,최민호,한예리,신은수,허준호,문예원,김현준,이가경,박형수,전여빈,김기태,이동하,김재영,이승진,이시형,서영민,선호삼,이진한,이찬희,이확광,임서영,안성봉,양도현,김현창,박영서,박주희,정원종,조아라,김기범,최진호,허지원,김성호,김성호,김예은,김우진"
