■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2018-01-01~2018-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
642,디아볼릭,,"2,849,000",0.0%,"4,065,000","1,412","1,627",1,28,프랑스,프랑스,,,,"범죄,스릴러,공포(호러)",앙리 조르주 클루조,"베라 클루조,시몬느 시뇨레"
643,게이트-완결판,6/21/2018,"1,486,000",0.0%,"1,486,000","1,408","1,408",5,37,한국,한국,삼삼공구 브라더스,(주)제이앤씨미디어그룹,15세이상관람가,"범죄,코미디",신재호,"임창정,정려원,정상훈,이경영,이문식"
644,파라오,,"2,815,000",0.0%,"7,314,000","1,405","3,652",1,26,미국,미국,워너 브러더스 픽쳐스,,,드라마,하워드 혹스,"잭 호킨스,조안 콜린스,듀이 마틴"
645,살인의 추억,4/25/2003,"7,318,000",0.0%,"24,647,997","1,398","4,012",25,230,한국,한국,(주)싸이더스,씨제이엔터테인먼트,15세관람가,스릴러,봉준호,"송강호,김상경,김뢰하,정인선,한충환,김효성,이강산,김민철,최현기,심성보,김희진,한성근,서민수,김경래,강진희,이상욱,윤박지,박상우,박소현,김철용,김영관,류태호,박노식,박진우,변희봉,서영화,신현종,조덕제,이재응,유승목,손진호,신동환,최종률,손강국,박현영,권병길,신문성"
646,산하는 요원하다 / 수색,,"2,783,000",0.0%,"3,383,000","1,389","1,689",1,20,,,,,12세이상관람가,,프레드 진네만,"몽고메리 클리프트,알린 맥마흔"
647,남태평양,8/7/1971,"2,771,000",0.0%,"19,873,924","1,383","11,277",1,23,미국,미국,이십세기폭스필름코퍼레이션,,15세이상관람가,"멜로/로맨스,뮤지컬,전쟁",조슈아 로건,"밋지 게이너,로자노 브레지,밋지 게이너,로자노 브레지"
648,스톡홀름의 마지막 연인,12/21/2017,"10,475,400",0.0%,"48,357,800","1,380","6,321",14,142,스웨덴,스웨덴,,(주)엣나인필름,15세이상관람가,멜로/로맨스,퍼닐라 어거스트,"스베리르 구드나손,카린 프라즈 콜로프,미카엘 니크비스트,미켈 보엘 폴스라르,스벤 노딘"
649,존 웨인의 진주만,,"2,734,000",0.0%,"4,654,000","1,367","2,098",1,15,미국,미국,,,,"전쟁,드라마",조지 와그너,"존 웨인,패트리샤 닐"
650,호스틸,8/23/2018,"9,953,900",0.0%,"9,953,900","1,364","1,364",45,374,프랑스,프랑스,,영화사 마농(주),15세이상관람가,"미스터리,스릴러",매튜 터리,
651,페이톤 플레이스,,"2,712,000",0.0%,"9,390,000","1,356","4,684",1,12,미국,미국,,,,"드라마,멜로/로맨스",마크 로브슨,"라나 터너,리 필립스,로이드 놀랜"
652,광인옥한흠,12/28/2017,"10,471,700",0.0%,"22,537,200","1,348","2,985",12,89,한국,한국,파이오니아21,파이오니아21,전체관람가,다큐멘터리,김상철,옥한흠
653,거인,,"2,680,000",0.0%,"10,420,000","1,340","5,074",1,12,미국,미국,이십세기폭스필름코퍼레이션,,,"드라마,서부극(웨스턴),어드벤처",라울 월쉬,
654,봄날은 간다,9/28/2001,"7,067,000",0.0%,"14,433,500","1,339","2,448",32,222,한국,한국,"(주)싸이더스,싸이더스 우노 필름",(주)시네마서비스,15세관람가,드라마,허진호,"유지태,이영애,김미경,김태진,이범수,김명인,권희영,이범수,민현선,임승민,박성희,이숙영,김정,이영옥,박인환,엄효섭,신신애"
655,애종,,"2,676,000",0.0%,"2,676,000","1,338","1,338",1,20,영국,영국,콜럼비아 픽쳐스 코포레이션,,,"드라마,전쟁",에드워드 디미트릭,
656,영광의 나날,,"2,684,000",0.0%,"2,684,000","1,337","1,337",1,24,미국,미국,,,,"멜로/로맨스,전쟁",자크 투르뇌르,"타마라 투마노바,그레고리 펙"
657,노르마,3/3/2018,"29,449,000",0.0%,"29,449,000","1,336","1,336",11,87,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,
658,극장판 프리! – 타임리스 메들리 - 약속,4/12/2018,"11,484,100",0.0%,"11,484,100","1,327","1,327",7,83,일본,일본,,(주)디스테이션,전체관람가,애니메이션,카와나미 에이사쿠,"시마자키 노부나가,스즈키 타츠히사,미야노 마모루"
659,권총왕,,"2,637,000",0.0%,"3,799,000","1,316","1,935",1,16,미국,미국,,,,서부극(웨스턴),헨리 킹,"그레고리 펙,헬렌 웨스트코트"
660,맥베스,10/7/2018,"31,100,500",0.0%,"31,100,500","1,314","1,314",11,102,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,"공연,드라마",해리 쿠퍼,"안나 네트렙코,플라시도 도밍고"
660,서부 개척사,,"2,606,000",0.0%,"13,703,000","1,314","5,495",1,23,미국,미국,,,,"서부극(웨스턴),어드벤처,드라마","존 포드,헨리 해서웨이,조지 마샬","캐롤 베이커,리 J. 콥"
662,굿 윌 헌팅,3/21/1998,"2,656,000",0.0%,"363,925,300","1,313","48,228",1,22,미국,미국,미라맥스 필름즈,(주)영화사오원,"15세 미만인 자는 관람할 수 없는 등급 ,15세이상관람가",드라마,구스 반 산트,"맷 데이먼,로빈 윌리엄스"
663,워락,,"2,621,000",0.0%,"7,490,000","1,308","3,782",1,12,미국,미국,,,,"멜로/로맨스,서부극(웨스턴)",에드워드 디미트릭,"리차드 위드마크,헨리 폰다,앤소니 퀸"
663,"춘천, 춘천",9/26/2018,"8,950,900",0.0%,"10,179,900","1,308","1,506",7,223,한국,한국,봄내필름,무브먼트,15세이상관람가,드라마,장우진,"우지현,양흥주,이세랑,이상희,김민중,허재원"
665,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,11/16/2017,"12,009,500",0.0%,"350,303,500","1,305","43,718",8,22,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,액션,판타지",스도 토모노리,"스기야마 노리아키,시타야 노리코,카미야 히로시,카와스미 아야코"
666,하이 스트렁,1/4/2018,"9,285,000",0.0%,"12,749,000","1,304","1,737",66,432,미국,"미국,루마니아",,(주)영화사 진진,12세이상관람가,"드라마,멜로/로맨스",마이클 데미언,"키넌 캄파,니콜라스 갈리친"
667,네 멋대로 해라,,"2,617,000",0.0%,"5,604,000","1,301","1,991",1,27,프랑스,프랑스,,,청소년관람불가,"드라마,범죄",장 뤽 고다르,"장 폴 벨몽도,진 세버그"
668,사브리나,,"2,645,000",0.0%,"24,818,000","1,300","12,081",1,37,미국,미국,파라마운트 픽쳐스,,,"코미디,멜로/로맨스",빌리 와일더,"험프리 보가트,오드리 헵번,윌리엄 홀덴"
669,세레나데,,"2,618,000",0.0%,"2,618,000","1,299","1,299",1,25,미국,미국,워너 브러더스 픽쳐스,,,드라마,안소니 만,"마리오 란자,사라 몬티엘,조안 폰테인,마리오 란자,Leonora Amar"
669,신의 법정,,"2,618,000",0.0%,"3,072,000","1,299","1,387",1,30,미국,미국,,,,드라마,스탠리 크래이머,"스펜서 트레이시,프레드릭 마치,진 켈리"
671,블루 하와이,,"2,612,000",0.0%,"4,578,000","1,296","2,275",1,15,,,,,,,,
672,비긴 어게인,8/13/2014,"9,169,000",0.0%,"27,150,372,661","1,293","3,435,266",4,71,미국,미국,,판씨네마(주),15세이상관람가,멜로/로맨스,존 카니,"키이라 나이틀리,마크 러팔로,애덤 리바인,헤일리 스테인펠드,제임스 코든,캐서린 키너"
673,삼손과 데릴라,12/21/1974,"2,505,000",0.0%,"24,390,318","1,290","13,426",1,24,미국,미국,,,청소년관람불가,"드라마,멜로/로맨스,사극",세실 B. 데밀,"안젤라 랜스베리,헤디 라머,조지 샌더스"
674,파리의 아메리카인,,"2,504,000",0.0%,"6,447,000","1,287","3,016",1,36,미국,미국,,,,"드라마,뮤지컬,멜로/로맨스",빈센트 미넬리,
675,돌아온다,12/7/2017,"7,147,000",0.0%,"89,996,300","1,286","14,037",5,279,한국,한국,(주)꿈길제작소,(주)더블앤조이픽쳐스,12세이상관람가,드라마,허철,"김유석,손수현,리우진,박병은,허상진"
676,극장판 프리! – 타임리스 메들리 - 인연,4/12/2018,"10,884,100",0.0%,"10,884,100","1,279","1,279",7,86,일본,일본,,(주)디스테이션,전체관람가,애니메이션,카와나미 에이사쿠,"시마자키 노부나가,스즈키 타츠히사,미야노 마모루"
677,어떤 휴가,,"2,563,000",0.0%,"2,563,000","1,274","1,274",1,19,미국,미국,,,,코미디,조지 쿠커,"캐서린 헵번,캐리 그랜트,류 아이리스"
678,로마의 휴일,,"2,583,000",0.0%,"39,894,500","1,273","15,006",1,27,미국,"미국,이탈리아",,,전체관람가,"코미디,드라마,멜로/로맨스",윌리엄 와일러,"그레고리 펙,오드리 헵번"
679,악의 화원,,"2,520,000",0.0%,"2,520,000","1,260","1,260",1,16,미국,미국,,,,"액션,서부극(웨스턴)",헨리 해서웨이,
680,아라비아의 로렌스,10/24/1998,"2,364,000",0.0%,"21,527,000","1,253","9,569",1,19,영국,영국,콜럼비아 픽쳐스 코포레이션,,12세 미만인 자는 관람할 수 없는 등급,드라마,데이빗 린,"피터 오툴,알렉 기네스,앤소니 퀸"
681,야성녀,,"2,515,000",0.0%,"3,151,000","1,251","1,569",1,29,미국,미국,이십세기폭스필름코퍼레이션,,,"액션,어드벤처",헨리 킹,
682,고뇌와 환희,,"2,495,000",0.0%,"2,495,000","1,245","1,245",1,20,미국,"미국,이탈리아",,,15세이상관람가,드라마,캐롤 리드,"찰톤 헤스톤,렉스 해리슨"
683,언니,1/1/2019,"11,155,000",0.0%,"11,155,000","1,243","1,243",3,6,한국,한국,"필름에이픽쳐스,(유)조이앤시네마","(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",청소년관람불가,액션,임경택,"이시영,박세완,이준혁,최진호"
684,블레이드 러너 2049,10/12/2017,"10,877,400",0.0%,"2,774,970,765","1,240","322,664",11,76,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"SF,액션",드니 빌뇌브,"라이언 고슬링,해리슨 포드,아나 디 아르마스,실비아 획스,자레드 레토,데이브 바티스타,로빈 라이트,맥켄지 데이비스,레니 제임스,우드 해리스,데이빗 다스트말치안,카를라 주리,히암 압바스"
685,사랑할 때와 죽을 때,,"2,438,000",0.0%,"21,414,000","1,233","10,408",1,28,미국,미국,,,,"드라마,멜로/로맨스,전쟁",더글라스 서크,"존 개빈,리셀로테 풀베르"
686,류이치 사카모토: 에이싱크,,"9,628,200",0.0%,"9,628,200","1,224","1,224",6,74,일본,일본,,주식회사 씨네룩스,전체관람가,다큐멘터리,스티븐 쉬블,사카모토 류이치
686,아나스타샤,12/20/1997,"2,427,000",0.0%,"12,571,000","1,224","5,782",1,36,미국,미국,이십세기폭스필름코퍼레이션,,모든 관람객이 관람할 수 있는 등급,"애니메이션,어드벤처,가족,뮤지컬",돈 블루스,"맥 라이언,존 쿠삭"
688,검은 수선화,,"2,456,000",0.0%,"13,017,000","1,223","6,051",1,42,영국,영국,,,,드라마,"마이클 파웰,에메릭 프레스버거",데보라 카
689,나의 계곡은 푸르렀다,,"2,455,000",0.0%,"5,383,000","1,220","2,046",1,16,미국,미국,,,,"드라마,멜로/로맨스,가족",존 포드,"월터 피전,모린 오하라"
690,박쥐,4/30/2009,"10,844,500",0.0%,"14,857,692,000","1,217","2,208,165",11,107,한국,"한국,미국,호주",(주)모호필름,씨제이엔터테인먼트,청소년관람불가,"공포(호러),드라마",박찬욱,"송강호,김옥빈,신하균,김해숙,송영창,오달수,박인환,라미란,손종학,서동수,황우슬혜,조덕제,최희진,최종률"
691,자이언트,2/28/1974,"2,289,000",0.0%,"17,869,712","1,216","10,026",1,18,미국,미국,워너 브러더스 픽쳐스,,12세이상관람가,드라마,조지 스티븐스,"록 허드슨,제임스 딘,엘리자베스 테일러"
692,이집트,,"2,428,000",0.0%,"9,113,000","1,214","4,460",1,23,미국,미국,,,,드라마,마이클 커티즈,"장 시몬즈,빅토르 머쳐"
693,기억을 만나다,,"6,839,000",0.0%,"6,839,000","1,205","1,205",1,29,한국,한국,(주)바른손이앤에이,,12세이상관람가,멜로/로맨스,구범석,"서예지,김정현,동현배,배누리"
694,만날때는 언제나 타인,,"2,406,000",0.0%,"2,406,000","1,198","1,198",1,16,미국,미국,,,,멜로/로맨스,리차드 퀴니,"커크 더글라스,킴 노박"
694,빌리 엘리어트,2/16/2001,"9,544,700",0.0%,"202,187,700","1,198","26,899",2,36,영국,"영국,프랑스",,"(주)팝엔터테인먼트,유아이피-씨아이씨영화및비디오배급(유)","12세이상관람가,12세관람가","가족,드라마",스티븐 달드리,"제이미 벨,줄리 월터스"
696,솔로몬 왕의 보고,,"2,384,000",0.0%,"12,627,000","1,192","6,344",1,15,영국,영국,,,,"액션,어드벤처",로버트 스티븐슨,"폴 로버슨,세드릭 하드윅,로랜드 영"
697,오리엔트 특급 살인,11/29/2017,"9,180,000",0.0%,"6,645,385,163","1,190","864,757",5,71,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,미스터리,범죄",케네스 브래너,"케네스 브래너,페넬로페 크루즈,윌렘 데포,주디 덴치,조니 뎁,조시 게드,데렉 자코비,미쉘 파이퍼,데이지 리들리"
698,그대 이름은 장미,1/16/2019,"13,024,000",0.0%,"13,024,000","1,184","1,184",4,5,한국,한국,(주)엠씨엠씨,(주)리틀빅픽쳐스,12세이상관람가,코미디,조석현,"유호정,박성웅,오정세,채수빈,하연수,이원근,최우식"
699,"안녕,내사랑",,"2,380,000",0.0%,"2,380,000","1,181","1,181",1,20,미국,미국,,,,"범죄,드라마",에드워드 디미트릭,"딕 파웰,클레어 트레버"
700,돌아온 사나이,10/14/1960,"2,358,000",0.0%,"3,754,000","1,179","1,877",1,20,한국,한국,신필름,,,"드라마,멜로/로맨스",김수용,"최은희,김진규"
701,멋진 인생,,"3,042,000",0.0%,"16,810,000","1,171","7,351",1,15,미국,미국,,,,"드라마,멜로/로맨스,판타지",프랭크 카프라,"제임스 스튜어트,도나 리드"
702,기억의 밤,11/29/2017,"6,616,500",0.0%,"10,653,271,160","1,168","1,387,779",17,156,한국,한국,(주)비에이엔터테인먼트,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",15세이상관람가,"미스터리,스릴러",장항준,"강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬,김현목"
703,물랑루즈,10/26/2001,"5,113,500",0.0%,"140,858,155","1,165","21,998",3,36,미국,미국,,"(주)프레인글로벌,이십세기폭스필름코퍼레이션",15세관람가,"멜로/로맨스,뮤지컬",바즈 루어만,"이완 맥그리거,니콜 키드먼,존 레귀자모"
704,인디애니페스트 2018 커스틴 레포어 감독 특별전,,"5,837,000",0.0%,"5,837,000","1,164","1,164",2,9,미국,미국,,,,애니메이션,커스틴 레포레,
705,산타모니카 인 러브,5/31/2018,"8,977,600",0.0%,"8,977,600","1,159","1,159",18,152,미국,미국,,(주)더블앤조이픽쳐스,12세이상관람가,"멜로/로맨스,코미디",롭 라이너,"마이클 더글라스,다이안 키튼,스털링 제린스,프란시스 스턴하겐"
705,퍼즐,2/22/2018,"8,877,300",0.0%,"8,877,300","1,159","1,159",13,135,한국,한국,컨텐츠쇼크(주),"(주)스토리제이,(주)드림팩트엔터테인먼트",청소년관람불가,"미스터리,스릴러",임진승,"지승현,강기영,이세미,김보미,김주연,김지수,박수현,정태영"
707,리오 브라보,,"2,473,000",0.0%,"23,596,000","1,156","9,706",1,16,미국,미국,,,15세이상관람가,"드라마,멜로/로맨스,서부극(웨스턴)",하워드 혹스,"존 웨인,딘 마틴"
708,토스카,11/18/2018,"27,144,000",0.0%,"27,144,000","1,152","1,152",11,101,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,"공연,드라마,스릴러",미햐엘 슈투르밍어,"안야 하르테로스,알렉산드르 안토넨코,뤼도빅 테지에"
709,엘 마르,10/25/2018,"9,197,000",0.0%,"9,197,000","1,151","1,151",13,124,콜롬비아,콜롬비아,,(주)영화사 그램,12세이상관람가,드라마,"마놀로 크루즈,카를로스 델 카스티요","마놀로 크루즈,비키 에르난데스,비비아나 세르나"
710,극장판 진격의 거인 2기: 각성의 포효,10/31/2018,"11,107,000",0.0%,"11,107,000","1,150","1,150",6,48,일본,일본,,(주)콘텐츠판다,15세이상관람가,"애니메이션,SF",마사시 코이즈카,"카지 유키,이시카와 유이,이노우에 마리나"
711,맞짱,9/12/2018,"2,755,000",0.0%,"2,755,000","1,144","1,144",11,83,한국,한국,(주)차룡영화사,(주)차룡영화사,청소년관람불가,"액션,범죄",차룡,"최태환,양은용,차룡,윤용현,강풍,김상용,김석준,김용운,김철준,김형식,서동원,이성훈,이언정,이재용,지성환"
711,알라바마 이야기,,"2,293,000",0.0%,"9,298,000","1,144","4,345",1,16,미국,미국,,,,드라마,로버트 멀리건,그레고리 펙
713,오페라의 유령,,"2,307,000",0.0%,"2,307,000","1,141","1,141",1,20,미국,미국,,,,"드라마,공포(호러),뮤지컬",아서 루빈,"수잔나 포스터,넬슨 에디"
714,언더 더 트리,11/8/2018,"8,174,300",0.0%,"8,174,300","1,138","1,138",19,227,아이슬란드,아이슬란드,,이언픽쳐스,청소년관람불가,"코미디,스릴러",하프슈타인 군나르 지그라쏜,에다 비욕빈스도티르
715,사운드 오브 뮤직,2/4/1978,"2,289,000",0.0%,"104,749,100","1,137","24,409",1,27,미국,미국,이십세기폭스필름코퍼레이션,"(주)팝엔터테인먼트,이십세기폭스코리아(주)","연소자관람가,전체관람가","드라마,뮤지컬",로버트 와이즈,"줄리 앤드류스,크리스토퍼 플러머"
716,지상 최대의 쇼,,"2,269,000",0.0%,"5,793,000","1,136","2,671",1,32,,,,,,,,
717,카쓰므,,"2,268,000",0.0%,"2,863,000","1,134","1,331",1,19,영국,"영국,미국",,,,"드라마,전쟁",바실 디어든,"찰톤 헤스톤,로렌스 올리비에"
718,밤과 낮 사이,,"2,274,000",0.0%,"2,274,000","1,132","1,132",1,25,이탈리아,"이탈리아,미국",,,,"액션,전쟁,드라마",누날리 존슨,"에바 가드너,더크 보가드"
719,기적,12/23/1972,"2,236,000",0.0%,"19,580,558","1,127","10,982",1,24,미국,미국,워너 브러더스 픽쳐스,,중학생이상관람가,"멜로/로맨스,전쟁",어빙 래퍼,로저 무어
720,분노의 포도,,"2,088,000",0.0%,"7,323,000","1,125","2,994",1,18,미국,미국,,,,드라마,존 포드,"헨리 폰다,제인 다웰,존 캐러딘"
721,파계,,"2,004,000",0.0%,"9,468,000","1,123","4,791",1,11,미국,미국,,,,드라마,프레드 진네만,"오드리 헵번,피터 핀치"
722,쉘 위 댄스,5/13/2000,"2,287,000",0.0%,"2,287,000","1,120","1,120",1,21,일본,일본,"알타미라픽쳐스,다이에 스튜디오,엔티브이",,전체관람가,멜로/로맨스,수오 마사유키,"쿠사카리 타미요,야쿠쇼 코지"
722,파란입이 달린 얼굴,1/18/2018,"7,223,200",0.0%,"9,111,200","1,120","1,484",13,210,한국,한국,냉이영화,영화배급협동조합 씨네소파,15세이상관람가,드라마,김수정,"장리우,진용욱,박병철,김새벽,김수정,김자영,김지한,김진화,박효진,서영제,양희정,오동석,이충식,장세경,전병도"
724,복수는 나의 것,3/28/2002,"9,755,000",0.0%,"20,211,500","1,118","2,539",10,101,한국,한국,(주)스튜디오박스,씨제이엔터테인먼트,18세관람가,"범죄,스릴러",박찬욱,"신하균,송강호,배두나,최아라,한보배,문금영,윤명오,이윤미,이정욱,이대연,신정근,기주봉,이금희,지대한,이칸희"
725,련희와 연희,12/14/2017,"3,845,000",0.0%,"6,089,500","1,117","1,484",4,403,한국,한국,장풍E&M,M&M 인터내셔널,15세이상관람가,드라마,"최종구,손병조","이상희,서아연,윤은지,김주후,유상원,이정표"
725,진실한 사랑,,"2,269,000",0.0%,"2,269,000","1,117","1,117",1,20,미국,미국,,,,멜로/로맨스,안드레 드 토스,"바바라 스탠윅,데이비드 니븐"
727,내 사랑,7/12/2017,"8,876,000",0.0%,"2,465,880,125","1,113","337,202",3,55,아일랜드,"아일랜드,캐나다",,오드,12세이상관람가,"드라마,멜로/로맨스",에이슬링 월쉬,"샐리 호킨스,에단 호크"
727,인어전설,11/15/2018,"8,698,250",0.0%,"8,698,250","1,113","1,113",14,183,한국,한국,주식회사 자파리필름,(주)미로스페이스,12세이상관람가,"코미디,드라마",오멸,"전혜빈,문희경,이경준,강래연,윤효진,이경준,이경진,이경호,이동규,이동현,이수연,이순옥,이승민,이승은,이승재,이은미,김정원,이은하,이정빈,김지민,성민정,성민철,이주영,이주영,이준혁,이지영,이혜원,김태준,김한결,김현동,김현민,김현수,김현정,김현지,오승범,김희진,김희진,김희철,오해성,유경,문창현,박상균,박서연,박선영,박영희,박유나,장지원,전용우,전유민,정서원,정성우,정수현,정연주,정영희,박주애,박주영,정재영,박지원,김혜영,강지수,고상근,조은,고수빈,김경미,김나연,김나경,김건휘,김경숙,강민석,강민우,김도연,김동우,김동환,김민정,김민주,김민철,최희열,하성민,하성민,한영,허양자,김선미,김수진,김수현,김은옥,김영호,김예림,김수지,김수정,김성우,김성민"
729,영호작전,,"2,224,000",0.0%,"2,224,000","1,112","1,112",1,15,미국,미국,RKO 라디오 픽쳐스,,,"드라마,전쟁",테이 가넷,"로버트 미첨,앤 블리스"
730,스텝 바이 스텝,10/11/2018,"8,443,050",0.0%,"8,443,050","1,109","1,109",16,182,프랑스,프랑스,,(주)에스와이코마드,15세이상관람가,드라마,"그랜드 콥스 마라드,메흐디 이디르","파블로 폴리,무사 만살리,프랑크 팔리스,나일리아 아르준,수피안 게라브"
731,행복에 젖은 아가씨,,"2,212,000",0.0%,"2,613,000","1,106","1,252",1,15,미국,미국,,,,"드라마,멜로/로맨스",조세프 페브니,"제임스 가너,나탈리 우드"
732,"안녕, 나의 소울메이트",12/7/2017,"7,897,800",0.0%,"199,439,300","1,104","25,485",6,89,홍콩,홍콩,,(주)나이너스엔터테인먼트,15세이상관람가,드라마,증국상,"주동우,마사순,이정빈"
732,왕과 나,,"2,208,000",0.0%,"10,331,000","1,104","4,817",1,22,미국,미국,투엔티쓰 센츄리-폭스 필름 코퍼레이션,,전체관람가,"뮤지컬,코미디,가족,멜로/로맨스",월터 랭,"율 브린너,데보라 카"
734,아무도 모른다,4/1/2005,"9,023,800",0.0%,"259,754,000","1,097","39,412",5,40,일본,일본,"반다이비쥬얼컴패니,(주)씨네콰논","(주)디스테이션,(주)동숭아트센터",전체관람가,드라마,고레에다 히로카즈,"키타우라 아유,야기라 유야"
735,삼생삼세 십리도화,1/18/2018,"6,088,500",0.0%,"6,088,500","1,096","1,096",5,87,중국,중국,,주식회사 풍경소리,15세이상관람가,"판타지,멜로/로맨스,액션",자오 샤오딩,"유역비,양양"
736,밤으로의 긴 여로,,"2,092,000",0.0%,"3,933,000","1,092","2,010",1,18,미국,미국,,,,드라마,시드니 루멧,"캐서린 헵번,랄프 리차드슨"
737,징기스칸,3/18/1977,"2,180,000",0.0%,"17,685,000","1,090","8,518",1,31,미국,미국,RKO 라디오 픽쳐스,,,"사극,전쟁",딕 포웰,"존 웨인,수잔 헤이워드,페드로 아르멘다리즈"
738,친절한 금자씨,7/29/2005,"9,485,500",0.0%,"20,501,459,093","1,089","3,121,873",11,107,한국,한국,(주)모호필름,씨제이엔터테인먼트,18세관람가,스릴러,박찬욱,"이영애,최민식,권예영,김시후,남일우,김병옥,오달수,이승신,김부선,라미란,고수희,최정우,송강호,김유정,강남미,이대연,최희진,이병준,이용녀,차순배"
739,사랑의 종이 울릴 때,,"2,180,000",0.0%,"5,068,000","1,085","2,519",1,24,미국,미국,,,,드라마,멜빌 샤벨슨,"대니 케이,바바라 벨 게디스"
740,황야의 7인,11/2/1972,"2,168,000",0.0%,"18,538,000","1,084","8,523",1,15,미국,미국,유나이티드 아티스트,,,"드라마,서부극(웨스턴),어드벤처",존 스터지스,"율 브린너,엘리 왈라치"
741,칼 타고,,"2,164,000",0.0%,"2,164,000","1,082","1,082",1,15,이탈리아,"이탈리아,프랑스",,,,"드라마,액션,어드벤처",카르미네 갈로네,"피에르 브라소,안느 헤이우드"
742,거리의 악사,,"2,177,000",0.0%,"2,177,000","1,081","1,081",1,34,영국,영국,,,,코미디,팀 웰랜,"찰스 로튼,비비안 리"
743,애혼,,"2,158,000",0.0%,"4,397,000","1,079","1,938",1,20,미국,,워너 브러더스 픽쳐스,,,,존 페로우,"존 웨인,라나 터너,데이빗 파라"
744,검은 초상,,"2,153,000",0.0%,"6,369,000","1,074","3,098",1,29,미국,미국,,,,"드라마,미스터리,스릴러",마이클 고든,"앤소니 퀸,라나 터너"
745,리피피,8/9/2008,"2,154,000",0.0%,"4,342,000","1,072","1,469",1,11,프랑스,프랑스,,,,드라마,,
746,소돔과 고모라,4/25/1974,"2,124,000",0.0%,"8,355,000","1,068","4,212",1,13,미국,"미국,이탈리아,프랑스",,,,"드라마,어드벤처,사극",로버트 알드리치,"스튜어트 그랜저,피어 안젤리,아누크 에메"
747,꽃찌: 독이 있는 사랑,8/23/2018,"2,144,000",0.0%,"2,144,000","1,067","1,067",2,23,한국,한국,스마일픽쳐스,스마일픽쳐스,청소년관람불가,드라마,김문옥,"박가현,이성훈,김국현,정인철,김정민,박보근,우명덕,정인철"
747,무법지대,,"2,139,000",0.0%,"3,420,000","1,067","1,722",1,17,미국,미국,메트로-골드윈-마이어,,,"범죄,드라마,미스터리",존 스터지스,
749,디자이닝 우먼,,"2,135,000",0.0%,"2,531,000","1,065","1,263",1,13,미국,미국,메트로-골드윈-마이어,,,"코미디,멜로/로맨스",빈센트 미넬리,"그레고리 펙,로렌 바콜,돌로레스 그레이"
750,카이바 결사대,,"2,108,000",0.0%,"2,108,000","1,054","1,054",1,34,미국,미국,이십세기폭스필름코퍼레이션,,,"드라마,어드벤처",헨리 킹,
751,유리씨즈,12/27/1975,"1,579,000",0.0%,"21,776,000","1,052","11,132",1,27,이탈리아,이탈리아,,,,"사극,액션,어드벤처,판타지",마리오 카메리니,"실바나 망가노,커크 더글라스,안소니 퀸"
752,나는 살고 싶다,,"2,112,000",0.0%,"5,394,000","1,051","2,692",1,20,미국,미국,,,,"범죄,드라마",로버트 와이즈,"수잔 헤이워드,사이먼 오클랜드,버지니아 빈센트"
753,불멸의 연인,1/28/1995,"2,090,000",0.0%,"4,403,000","1,045","2,050",1,21,미국,미국,"아이콘엔터테인먼트인터내셔널,머제스틱 필름즈 인터내셔널",,고등학생이상관람가,드라마,버나드 로즈,"게리 올드만,예로엔 크라베,이사벨라 로셀리니"
754,모로코로 가는 길,,"2,086,000",0.0%,"2,086,000","1,043","1,043",1,18,미국,미국,,,,"코미디,가족",데이빗 버틀러,"빙 크로스비,밥 호프"
755,진홍의 평원,,"2,084,000",0.0%,"5,296,000","1,037","2,622",1,31,영국,영국,,,,"어드벤처,드라마,전쟁",로버트 패리쉬,"그레고리 펙,브렌다 드 밴지"
756,폴 뉴먼의 고독한 관계,,"2,077,000",0.0%,"2,077,000","1,036","1,036",1,12,미국,미국,,,,드라마,마크 로브슨,"폴 뉴먼,조안 우드워드,미르나 로이,이나 발린"
757,늦여름,10/25/2018,"9,348,400",0.0%,"9,348,400","1,032","1,032",9,146,한국,한국,하준사,하준사,15세이상관람가,멜로/로맨스,조성규,"임원희,전석호,신소율,정연주,허동원,이윤희,조선묵"
