■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2012-01-01~2012-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
280,그녀가 떠날 때,3/29/2012,"52,898,500",0.0%,"52,898,500","6,909","6,909",13,471,독일,독일,,(주)스크린와이즈,15세이상관람가,드라마,페오 알라다그,"시벨 케킬리,데리아 알라보라"
281,하와이언 레시피,7/19/2012,"52,516,500",0.0%,"52,531,500","6,835","6,841",8,287,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,사나다 아츠시,"오카다 마사키,아오이 유우,바이쇼 치에코,하세가와 준,후카츠 에리"
282,할머니는 일학년,5/24/2012,"41,504,500",0.0%,"41,504,500","6,558","6,558",33,493,한국,한국,(주)아피아스튜디오,(주)나이너스엔터테인먼트,전체관람가,"가족,드라마",진광교,"김진구,신채연,임태순,장계용,장계호,장병표,정해연,조호천,이상률,김일구,권소현"
283,웰컴 투 마이 하트,2/2/2012,"48,685,500",0.0%,"49,507,500","6,481","6,589",15,503,영국,"영국,미국",,판씨네마(주),청소년관람불가,드라마,제이크 스콧,"제임스 갠돌피니,크리스틴 스튜어트,멜리사 레오"
284,체인징사이드: 부부탐구생활,10/4/2012,"42,933,500",0.0%,"42,933,500","6,364","6,364",73,"1,041",프랑스,프랑스,,에이원엔터테인먼트,15세이상관람가,"멜로/로맨스,코미디",파스칼 포자두,"소피 마르소,대니 분,앙트완 뒬레리,롤랜드 지라드,애니 듀페리"
285,열두살 샘,4/12/2012,"44,964,500",0.0%,"45,780,500","6,254","6,351",15,474,스페인,"스페인,영국",,(주)미디어데이,12세이상관람가,드라마,구스타보 론,"벤 채플린,알렉스 에텔,에밀리아 폭스"
286,신의 소녀들,12/6/2012,"46,978,500",0.0%,"46,978,500","6,187","6,187",14,337,루마니아,"루마니아,프랑스",,찬란,15세이상관람가,드라마,크리스티안 문쥬,"크리스티나 플루터,코스미나 스트라탄"
287,리그렛,4/19/2012,"46,573,500",0.0%,"46,573,500","6,000","6,000",6,195,프랑스,프랑스,,예지림엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",세드릭 칸,"이반 아탈,발레리아 브루니 테데쉬,아를리 호베르,필리프 카터린느,프랑수와 네그레뜨"
288,이탈리아 횡단밴드,9/20/2012,"43,611,300",0.0%,"43,611,300","5,950","5,950",11,333,이탈리아,이탈리아,,오드,15세이상관람가,"코미디,뮤지컬",로코 파팔레오,"알레산드로 가스만,파올로 브리구그리아,로코 파팔레오,지오바나 메조기오르노"
289,더 스토닝,6/14/2012,"43,442,000",0.0%,"43,911,000","5,932","6,053",17,468,미국,미국,,(주)에스와이코마드,청소년관람불가,드라마,사이러스 노라스테,"쇼레 아그다쉬루,모잔 마르노,제임스 카비젤"
290,해로 (偕老),3/22/2012,"28,013,200",0.0%,"28,013,200","5,851","5,851",24,526,한국,한국,"(주)고유에프앤,(주)더줌픽쳐스",(주)키노아이디엠씨,12세이상관람가,드라마,최종태,"주현,예수정,이태구,정은옥,정택준,최부경,최진영,최진영,이상구,이상준,배준성,유상현,유승호,이경자,우현"
291,엘르,10/11/2012,"43,477,000",0.0%,"43,477,000","5,752","5,752",12,307,프랑스,"프랑스,폴란드,독일",,(주)미디어데이,청소년관람불가,드라마,마우고시카 슈모프스카,"줄리엣 비노쉬,프랑수아 시빌,아나이스 드무스티에,요안나 쿨릭"
292,별이 빛나는 밤,4/5/2012,"41,989,200",0.0%,"42,135,700","5,665","5,684",20,496,대만,"대만,중국,홍콩",,씨제이 씨지브이(CJ CGV)(주),전체관람가,드라마,수유 린,"서교,임휘민,유약영,유징경"
293,비버,4/12/2012,"38,844,500",0.0%,"38,844,500","5,512","5,512",26,466,미국,미국,,(주)나이너스엔터테인먼트,12세이상관람가,"코미디,드라마",조디 포스터,"멜 깁슨,조디 포스터,안톤 옐친,제니퍼 로렌스"
294,믹막: 티르라리고 사람들,5/10/2012,"40,986,800",0.0%,"40,986,800","5,394","5,394",13,370,프랑스,프랑스,,프리비젼엔터테인먼트,15세이상관람가,"코미디,범죄",장 피에르 주네,"대니 분,오마 사이,장 피에르 마리엘,욜랭드 모로,줄리 페리어,마리-줄리 보프,도미니크 피뇽,미셸 크레매데스,앙드레 뒤솔리에"
295,서태지 8집: 398일의 기록,7/27/2012,"43,754,500",0.0%,"43,754,500","5,326","5,326",1,22,한국,한국,(주)서태지컴퍼니,(주)서태지컴퍼니,전체관람가,다큐멘터리,서태지,"서태지,안성훈,김석중,강준형,최현진"
296,Mr.스타벅,9/13/2012,"39,371,542",0.0%,"39,371,542","5,312","5,312",27,433,캐나다,캐나다,,(주)에스와이코마드,15세이상관람가,"코미디,드라마",켄 스콧,"패트릭 후아르드,줄리 리브리턴,안톤 베르트랑"
297,모차르트 락 오페라,11/17/2011,"48,950,000",0.0%,"236,726,000","5,302","15,407",6,119,한국,한국,에스케이플래닛(주),에스케이플래닛(주),전체관람가,뮤지컬,정성복,
298,컬러풀,5/10/2012,"34,079,900",0.0%,"34,079,900","5,212","5,212",13,343,일본,일본,,(주)키노아이디엠씨,15세이상관람가,애니메이션,하라 케이이치,"미야자키 아오이,아소 쿠미코,후지와라 케이지,나카오 아키요시"
299,초원의 빛,3/18/1972,"10,484,000",0.0%,"12,324,000","5,183","6,103",1,58,미국,미국,워너 브러더스 픽쳐스,,,"멜로/로맨스,드라마",엘리아 카잔,"워렌 비티,나탈리 우드"
300,아르마딜로,4/26/2012,"35,384,300",0.0%,"36,000,300","5,105","5,242",16,487,덴마크,덴마크,,(주)엣나인필름,15세이상관람가,"전쟁,다큐멘터리",야누스 메츠,"매드 미니,다니엘 웰비,라스무스 문케,김 비르커뢰드"
301,"안녕, 하세요!",5/24/2012,"31,735,500",0.0%,"31,735,500","5,097","5,097",18,500,한국,한국,"테디웍스,(주)펜타이엔씨",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,다큐멘터리,임태형,"신애라,최현명,박유찬,박주연,신동헌,유혜미"
302,라이프 오브 파이,1/1/2013,"58,075,000",0.0%,"58,075,000","5,090","5,090",4,18,미국,미국,,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",전체관람가,"어드벤처,드라마",이안,"수라즈 샤르마,이르판 칸,라프 스팰"
303,로얄 어페어,12/27/2012,"39,512,500",0.0%,"39,512,500","4,993","4,993",17,164,덴마크,"덴마크,스웨덴,독일,체코",,(주)화인픽쳐스,청소년관람불가,"멜로/로맨스,드라마",니콜라이 아르셀,"알리시아 비칸데르,매즈 미켈슨,미켈 보엘 폴스라르,다비드 덴칙"
304,마음의 행로,,"10,011,000",0.0%,"15,305,000","4,963","7,580",1,37,미국,미국,,,,"드라마,멜로/로맨스",머빈 르로이,그리어 가슨
305,히스테리아,8/23/2012,"37,059,500",0.0%,"37,059,500","4,947","4,947",16,328,영국,"영국,프랑스,독일,룩셈부르크",,예지림엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스",타니아 웩슬러,"매기 질렌할,휴 댄시,조나단 프라이스,펠리시티 존스"
306,장화신은 고양이 디 오리지널,5/3/2012,"31,767,500",0.0%,"31,767,500","4,923","4,923",47,322,프랑스,프랑스,,에이원엔터테인먼트,전체관람가,"애니메이션,코미디","제롬 데스챔프,파스칼 헤롤드,마차 마케이에프","제롬 데스챔프,욜랭드 모로"
307,카페 드 플로르,7/19/2012,"34,216,700",0.0%,"34,216,700","4,905","4,905",8,179,캐나다,"캐나다,프랑스",,씨네21아이(주),청소년관람불가,"멜로/로맨스,드라마",장 마크 발레,"바네사 파라디,케빈 파랑,헬렌 플로렝"
308,카사블랑카,4/3/1999,"11,163,000",0.0%,"15,091,500","4,902","5,644",2,70,미국,미국,워너브러더스사㈜,,12세 미만인 자는 관람할 수 없는 등급,"드라마,멜로/로맨스,전쟁",마이클 커티즈,"험프리 보가트,잉그리드 버그만,폴 헌레이드"
309,25시,7/7/1978,"9,797,000",0.0%,"9,797,000","4,841","4,841",1,31,프랑스,"프랑스,이탈리아,유고슬라비아",,,,"드라마,전쟁",앙리 베르누이,"앤소니 퀸,비르나 리시"
310,요나요나 펭귄,1/12/2012,"31,229,500",0.0%,"31,487,500","4,817","4,869",53,453,일본,"일본,프랑스",,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,어드벤처,가족",린 타로,"서신애,김경식,마츠모토 리카"
311,마부,,"9,652,000",0.0%,"11,242,000","4,776","5,570",1,63,한국,한국,화성영화,,미정,드라마,강대진,"김승호,신영균,황정순"
312,박수건달,1/9/2013,"35,562,000",0.0%,"35,562,000","4,753","4,753",14,19,한국,한국,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",(주)쇼박스,15세이상관람가,코미디,조진규,"박신양,김정태,엄지원,정혜영,김성균,최일화,최지호,김형범,장원종,이충재,장성진,장진,조용우,김에스라,현태환,박세진,서형찬,이덕화,정윤선,김홍파"
313,래빗 홀,12/22/2011,"35,665,900",0.0%,"93,087,400","4,741","11,939",17,321,미국,미국,,프리비젼엔터테인먼트,15세이상관람가,드라마,존 카메론 밋첼,"니콜 키드먼,아론 에크하트"
314,모정,12/9/1972,"9,425,000",0.0%,"14,298,000","4,690","7,109",1,39,미국,미국,이십세기폭스필름코퍼레이션,,12세관람가,"드라마,전쟁",헨리 킹,"윌리엄 홀든,제니퍼 존스"
315,백야,11/15/2012,"33,138,200",0.0%,"33,138,200","4,621","4,621",19,440,한국,한국,(주)시네마달,(주)시네마달,청소년관람불가,멜로/로맨스,이송희일,"원태희,이이경,현성"
316,로마의 휴일,,"14,338,500",0.0%,"21,938,500","4,569","6,157",2,110,미국,"미국,이탈리아",,,전체관람가,"코미디,드라마,멜로/로맨스",윌리엄 와일러,"그레고리 펙,오드리 헵번"
317,사랑과 영혼,11/24/1990,"9,090,000",0.0%,"9,090,000","4,484","4,484",2,42,미국,미국,파라마운트 픽쳐스,"(주)제이앤씨미디어그룹,파라마운트 픽쳐스","고등학생이상관람가,15세이상관람가","드라마,멜로/로맨스",제리 주커,"패트릭 스웨이즈,데미 무어,우피 골드버그"
318,마린,12/6/2012,"32,450,500",0.0%,"32,450,500","4,409","4,409",13,294,프랑스,프랑스,,프리비젼엔터테인먼트,청소년관람불가,드라마,멜라니 로랑,"마리 디나노드,드니 메노셰,멜라니 로랑"
319,지저스 크라이스트 슈퍼스타,11/22/2012,"62,244,000",0.0%,"62,244,000","4,363","4,363",23,305,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,뮤지컬,로렌스 코너,"팀 민친,멜라니 씨,크리스 모일스,벤 포스터"
320,전망좋은 방,6/24/1989,"8,704,000",0.0%,"8,704,000","4,209","4,209",2,35,영국,영국,,,중학생이상관람가,"드라마,코미디",제임스 아이보리,"매기 스미스,헬레나 본햄 카터,줄리안 샌즈,덴홈 엘리엇"
321,어머니,4/5/2012,"27,748,400",0.0%,"28,350,400","4,207","4,312",19,468,한국,한국,어머니 제작위원회,㈜인디스토리,12세이상관람가,다큐멘터리,태준식,이소선
322,우디 앨런 : 우리가 몰랐던 이야기,9/27/2012,"29,151,500",0.0%,"29,151,500","4,205","4,205",20,439,미국,미국,,(주)키노아이디엠씨,15세이상관람가,다큐멘터리,로버트 B. 웨이드,"우디 알렌,레티 아론슨"
323,애수,,"10,121,000",0.0%,"13,746,000","4,162","5,216",2,49,미국,미국,,,전체관람가,"드라마,전쟁,멜로/로맨스",머빈 르로이,"비비안 리,로버트 테일러"
324,피서지에서 생긴 일,8/19/1972,"8,345,000",0.0%,"10,215,000","4,130","5,065",1,28,미국,미국,워너 브러더스 픽쳐스,,,드라마,델머 데이브즈,리차드 에건
325,더블,11/29/2012,"28,004,500",0.0%,"28,004,500","4,068","4,068",33,449,미국,미국,,에이원엔터테인먼트,15세이상관람가,"범죄,드라마,미스터리,스릴러,액션",마이클 브랜트,"리차드 기어,토퍼 그레이스,마틴 쉰,타머 하산"
326,신사는 금발을 좋아해,,"8,475,000",0.0%,"11,096,000","3,988","4,666",2,38,미국,미국,,,,"코미디,뮤지컬",하워드 혹스,"제인 러셀,마릴린 몬로"
327,에덴의 동쪽,2/22/1973,"8,742,000",0.0%,"12,638,500","3,936","5,172",2,42,미국,미국,워너 브러더스 픽쳐스,,,드라마,엘리아 카잔,"줄리 해리스,제임스 딘"
328,유리씨즈,12/27/1975,"7,894,000",0.0%,"7,894,000","3,907","3,907",1,28,이탈리아,이탈리아,,,,"사극,액션,어드벤처,판타지",마리오 카메리니,"실바나 망가노,커크 더글라스,안소니 퀸"
329,사요나라,,"7,874,000",0.0%,"7,874,000","3,906","3,906",1,23,미국,미국,,,,"드라마,멜로/로맨스",조슈아 로건,
330,타워링,9/27/1977,"8,145,000",0.0%,"8,145,000","3,905","3,905",1,21,미국,미국,"워너 브러더스 픽쳐스,이십세기폭스필름코퍼레이션",,,"드라마,스릴러,액션",존 길러민,"스티브 맥퀸,폴 뉴먼,윌리엄 홀든,페이 더너웨이"
331,사랑은 비를 타고,,"8,915,500",0.0%,"14,337,500","3,880","5,282",2,48,미국,미국,,,전체관람가,뮤지컬,"진 켈리,스탠리 도넌","진 켈리,도날드 오코너,데비 레이놀즈"
332,조지 해리슨,7/19/2012,"30,462,100",0.0%,"30,462,100","3,808","3,808",3,146,미국,미국,,(주)영화사 조제,12세이상관람가,다큐멘터리,마틴 스콜세지,"조지 해리슨,폴 매카트니,링고 스타,테리 길리엄"
333,제이니 존스,8/23/2012,"25,580,000",0.0%,"25,580,000","3,794","3,794",20,333,미국,미국,,프리비젼엔터테인먼트,15세이상관람가,드라마,데이빗 M. 로젠탈,"아비게일 브레스린,알렉산드로 니볼라,엘리자베스 슈"
334,자유부인 '81,6/13/1981,"7,585,000",0.0%,"9,092,000","3,770","4,387",1,28,한국,한국,동아흥행㈜,,연소자관람불가,"드라마,멜로/로맨스",박호태,"남궁원,윤정희,최무룡,한소룡,이자영"
335,아버지를 위한 노래,5/3/2012,"29,858,000",0.0%,"31,970,000","3,749","4,005",2,84,이탈리아,"이탈리아,프랑스,아일랜드",,(주)쇼박스,12세이상관람가,"범죄,드라마,스릴러",파올로 소렌티노,"숀 펜,프란시스 맥도먼드,주드 허쉬"
336,젊은이의 양지,10/28/1972,"7,543,000",0.0%,"9,535,000","3,744","4,740",1,51,미국,미국,파라마운트 픽쳐스,,15세이상관람가,"드라마,액션,멜로/로맨스",조지 스티븐스,"엘리자베스 테일러,몽고메리 클리프트"
337,흑기사,10/24/1973,"7,479,000",0.0%,"7,479,000","3,727","3,727",1,28,미국,미국,메트로-골드윈-마이어,,,"드라마,멜로/로맨스,사극",리차드 소프,"마가리타 로버츠,아이니스 맥켄지"
338,욕망이라는 이름의 전차,,"8,262,500",0.0%,"12,016,500","3,690","4,926",2,38,미국,미국,워너 브러더스 픽쳐스,,연소자관람불가,드라마,엘리아 카잔,"비비안 리,말론 브란도"
339,클라우드 아틀라스,1/9/2013,"28,572,000",0.0%,"28,572,000","3,684","3,684",9,16,미국,"미국,독일",,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"SF,판타지","앤디 워쇼스키,라나 워쇼스키,톰 티크베어","톰 행크스,할리 베리,휴 그랜트,배두나,짐 스터게스,벤 위쇼,휴고 위빙,수잔 서랜든"
340,맘마미아!,9/3/2008,"7,670,500",0.0%,"29,684,848,250","3,683","4,577,566",1,40,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"멜로/로맨스,뮤지컬",필리다 로이드,"아만다 사이프리드,메릴 스트립,콜린 퍼스"
341,세계를 그대 품안에,,"7,316,000",0.0%,"9,916,000","3,648","4,948",1,51,미국,미국,,,,"액션,어드벤처",라울 월쉬,"앤 블리스,그레고리 펙"
342,파우스트,12/6/2012,"28,903,000",0.0%,"28,903,000","3,634","3,634",2,114,러시아,러시아,,㈜영화사 백두대간,청소년관람불가,드라마,알렉산더 소쿠로프,"요하네스 자일러,게오르그 프리드리히,한나 쉬굴라,앙뜨완느 모노 주니어,이솔다 디차우크,안톤 아다신스키"
343,맥코리아,10/18/2012,"25,154,000",0.0%,"25,154,000","3,631","3,631",16,419,한국,한국,(주)디케이미디어,주식회사 마운틴픽쳐스,15세이상관람가,다큐멘터리,김형렬,"공지영,탁현민,강희용"
344,이유없는 반항,3/26/1971,"7,794,000",0.0%,"9,364,500","3,583","3,775",2,43,미국,미국,워너 브러더스 픽쳐스,,"청소년관람불가,전체관람가",드라마,니콜라스 레이,"제임스 딘,나탈리 우드,살 미네오,짐 바쿠"
345,천국의 아이들,5/24/2012,"19,712,000",0.0%,"19,712,000","3,514","3,514",8,173,한국,한국,"서울시 교육청,(주)인벤트스톤,(주)노마드필름",(주)미로비젼,12세이상관람가,드라마,박흥식,"유다인,박지빈,김보라,임성호,조정호,김도연,이민주,이연호,김진태,이주신,박현우,송지선,신동진,안선영,우보경,윤상윤,신동환"
346,로봇,4/19/2012,"25,705,000",0.0%,"26,607,000","3,504","3,617",37,451,인도,인도,,프리비젼엔터테인먼트,15세이상관람가,"SF,코미디,액션",S. 샹카르,"라지니 칸트,아이쉬와라 라이,대니 덴종파"
347,줄탁동시,3/1/2012,"23,988,600",0.0%,"25,171,600","3,469","3,666",16,442,한국,한국,"얼라이브픽쳐스,경픽쳐스",㈜인디스토리,청소년관람불가,드라마,김경묵,"이바울,염현준,김새벽,임형국,정건영,서민경,정건영,최장원,오희준"
348,콰이강의 다리,11/3/1962,"6,954,000",0.0%,"8,582,000","3,452","4,266",1,21,미국,미국,콜럼비아 픽쳐스 코포레이션,,연소자관람가,"드라마,전쟁",데이빗 린,"알렉 기네스,하야카와 세슈,잭 호킨스"
349,강철의 연금술사 : 미로스의 성스러운 별,1/26/2012,"24,368,000",0.0%,"24,368,000","3,441","3,441",37,368,일본,일본,,예지림엔터테인먼트,12세이상관람가,"애니메이션,액션,판타지,어드벤처",무라타 카즈야,"로미 팩,쿠기미야 리에,사카모토 마아야"
350,다이얼 M을 돌려라,,"6,981,000",0.0%,"6,981,000","3,430","3,430",1,28,미국,미국,워너 브러더스 픽쳐스,,,"범죄,미스터리,스릴러",알프레드 히치콕,"레이 밀랜드,그레이스 켈리,로버트 커밍스,존 윌리엄스"
351,로맨스 조,3/8/2012,"26,020,600",0.0%,"26,765,600","3,415","3,539",19,513,한국,한국,(주)보리픽쳐스,씨네21아이(주),15세이상관람가,"드라마,코미디",이광국,"김영필,신동미,이채은,이다윗,이승호,이예나,박혜진,방영배,유금정,서영화,조덕제"
352,이민자,4/12/2012,"22,735,200",0.0%,"22,735,200","3,346","3,346",16,393,미국,미국,,판씨네마(주),12세이상관람가,드라마,크리스 웨이츠,"데미안 비쉬어,호세 줄리안,낸시 레니한"
353,더 박스,4/19/2012,"23,544,000",0.0%,"23,544,000","3,276","3,276",15,362,미국,미국,,(주)시너지하우스 (시너지),15세이상관람가,스릴러,리처드 켈리,"카메론 디아즈,제임스 마스던,프랭크 란젤라,제임스 레브혼,홈즈 오스본,질리안 제이콥스,셀리아 웨스턴"
354,사랑의 스잔나,8/12/1976,"6,705,000",0.0%,"6,705,000","3,267","3,267",1,28,한국,"한국,홍콩",동아흥행㈜,,12세이상관람가,"드라마,멜로/로맨스","김정용,송존수","이승룡,진추하"
355,뱅뱅클럽,2/2/2012,"24,065,700",0.0%,"24,065,700","3,235","3,235",15,414,캐나다,"캐나다,남아프리카공화국",,(주)에스와이코마드,청소년관람불가,드라마,스티븐 실버,"말린 애커맨,테일러 키치,라이언 필립"
356,라잇 온 미,11/1/2012,"25,044,600",0.0%,"25,044,600","3,213","3,213",8,190,미국,미국,,(주)영화사 진진,청소년관람불가,멜로/로맨스,아이라 잭스,"투레 린드하르트,재커리 부스"
357,리오 브라보,,"6,454,000",0.0%,"8,062,000","3,212","3,510",1,21,미국,미국,,,15세이상관람가,"드라마,멜로/로맨스,서부극(웨스턴)",하워드 혹스,"존 웨인,딘 마틴"
358,뜨거운 양철 지붕 위의 고양이,,"6,384,000",0.0%,"6,384,000","3,147","3,147",1,28,미국,미국,,,,드라마,리차드 브룩스,"엘리자베스 테일러,폴 뉴먼,벌 아이비스"
359,브레이킹 던 part1,11/30/2011,"22,875,000",0.0%,"10,715,439,000","3,112","1,462,561",7,151,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,판타지,멜로/로맨스",빌 콘돈,"로버트 패틴슨,크리스틴 스튜어트"
360,볼케이노: 삶의 전환점에 선 남자,11/22/2012,"19,758,500",0.0%,"19,758,500","3,071","3,071",10,205,아이슬란드,아이슬란드,,프리비젼엔터테인먼트,15세이상관람가,드라마,루나 루나슨,"테오도로 줄리어슨,마그렛 헬가 요한스도티어"
361,밀레니엄 제 1부 : 여자를 증오한 남자들,1/5/2012,"24,148,000",0.0%,"24,148,000","3,048","3,048",6,160,스웨덴,"스웨덴,덴마크",,팝엔터테인먼트,청소년관람불가,스릴러,닐스 아르덴 오플레브,"마이클 니크비스트,누미 라파스"
362,당신은 아직 아무것도 보지 못했다,11/22/2012,"23,142,500",0.0%,"23,142,500","2,999","2,999",8,191,프랑스,프랑스,,(주)영화사 조제,15세이상관람가,드라마,알랭 레네,"사빈느 아제마,마티유 아말릭,램버트 윌슨,미셸 피콜리"
363,바람에 쓴 편지,,"6,018,000",0.0%,"6,018,000","2,994","2,994",1,28,미국,미국,,,12세관람가,"드라마,멜로/로맨스",더글라스 서크,"록 허드슨,로렌 바콜,로버트 스택"
364,호타루의 빛,9/6/2012,"23,127,500",0.0%,"23,127,500","2,989","2,989",13,235,일본,일본,,"골든타이드픽처스(주),(주)영화사 조제",12세이상관람가,"멜로/로맨스,코미디",요시노 히로시,"아야세 하루카,후지키 나오히토,마츠유키 야스코,테고시 유야,야스다 켄,이타야 유카"
365,벤허,9/7/1972,"2,885,932",0.0%,"17,427,932","2,948","8,295",2,43,미국,미국,메트로-골드윈-마이어,(주)팝엔터테인먼트,"12세이상관람가,연소자관람가,전체관람가","드라마,액션",윌리엄 와일러,"찰톤 헤스톤,잭 호킨스,하야 할라이드,스티븐 보이드"
366,바람과 함께 사라지다,12/23/1972,"8,194,000",0.0%,"21,284,000","2,936","5,737",3,78,미국,미국,메트로-골드윈-마이어,(주)피터팬픽쳐스,"12세이상관람가,국민학생관람불가","드라마,사극,전쟁",빅터 플레밍,"클라크 게이블,비비안 리,레슬리 하워드"
367,그린 맨션,,"5,935,000",0.0%,"5,935,000","2,935","2,935",1,50,미국,미국,,,,멜로/로맨스,멜 페레,"오드리 헵번,안소니 퍼킨스"
368,백자의 사람 : 조선의 흙이 되다,7/12/2012,"19,808,500",0.0%,"19,808,500","2,912","2,912",21,250,일본,일본,,(주)미로비젼,전체관람가,드라마,타카하시 반메이,"요시자와 히사시,배수빈,전수지,사카이 와카나,이시가키 유마,곽민호"
369,롱 폴링,10/25/2012,"21,244,800",0.0%,"21,244,800","2,874","2,874",11,234,프랑스,프랑스,,(주)스크린와이즈,청소년관람불가,드라마,마르탱 프로보스트,"욜랭드 모로,피에르 모레"
370,데미지,12/17/1994,"19,579,000",0.0%,"19,579,000","2,831","2,831",10,190,영국,"영국,프랑스",,예지림엔터테인먼트,"연소자관람불가,청소년관람불가","드라마,멜로/로맨스",루이 말,"제레미 아이언스,줄리엣 비노쉬,미란다 리차드슨,루퍼트 그레이브즈"
371,퍼스널 이펙츠,1/26/2012,"20,879,000",0.0%,"20,879,000","2,816","2,816",12,281,미국,미국,,프리비젼엔터테인먼트,15세이상관람가,드라마,데이빗 홀랜더,"애쉬튼 커처,미쉘 파이퍼"
372,밍크코트,1/12/2012,"20,743,600",0.0%,"22,328,600","2,809","3,020",13,354,한국,한국,애즈필름,㈜인디스토리,15세이상관람가,드라마,"신아가,이상철","황정민,김미향,정희성,이상철,이재희,노형석,노형석,박상욱,박지만,신아가,신준호"
373,제7의 봉인,5/10/2012,"23,433,000",0.0%,"26,326,300","2,808","3,257",1,124,스웨덴,스웨덴,,㈜영화사 백두대간,12세이상관람가,드라마,잉마르 베리만,"막스 본 시도우,군나르 비에른스트란드,비비 안데르손,닐스 포페,벵트 에케로트,잉가 길"
374,단델리온 더스트,5/10/2012,"18,616,000",0.0%,"18,616,000","2,805","2,805",31,450,미국,미국,,주식회사 마운틴픽쳐스,12세이상관람가,"드라마,가족",존 건,"미라 소르비노,배리 페퍼,콜 하우저,케이트 리버링,맥스웰 페리 코튼"
374,토리노의 말,2/23/2012,"21,543,000",0.0%,"21,543,000","2,805","2,805",2,112,헝가리,"헝가리,프랑스,독일,스위스,미국",,(재)전주국제영화제조직위원회,15세이상관람가,드라마,벨라 타르,"에리카 보크,야노스 데르즈시"
376,대부,9/1/1973,"7,165,500",0.0%,"164,388,000","2,774","25,290",1,30,미국,미국,,,"연소자관람불가,청소년관람불가","드라마,범죄,스릴러",프란시스 포드 코폴라,"알 파치노,말론 브란도"
377,오즈의 마법사,5/3/2012,"8,333,000",0.0%,"10,916,000","2,748","3,941",7,116,미국,미국,,주식회사 마운틴픽쳐스,전체관람가,"가족,판타지,어드벤처,뮤지컬",빅터 플레밍,주디 갈란드
378,웨스트 사이드 스토리,5/29/1999,"5,553,000",0.0%,"5,726,000","2,741","2,762",1,21,미국,미국,"세븐 아트 프로덕션,미리쉬 코퍼레이션,베타 프로덕션",,전체관람가,"뮤지컬,드라마,멜로/로맨스","로버트 와이즈,제롬 로빈스","리차드 베이머,나탈리 우드,조지 차키리스"
379,리멤버,12/13/2012,"20,076,000",0.0%,"20,076,000","2,720","2,720",12,212,독일,독일,,주식회사 마운틴픽쳐스,15세이상관람가,"드라마,멜로/로맨스,전쟁",안나 저스티스,"앨리스 드바이어,다그마 만젤,마테츠 다미에키,샹텔 반산텐,데이빗 라쉬"
380,"지난 여름, 갑자기",11/15/2012,"11,346,250",0.0%,"11,346,250","2,702","2,702",11,245,한국,한국,(주)시네마달,(주)시네마달,청소년관람불가,멜로/로맨스,이송희일,"김영재,한주완"
381,쿼바디스,1/13/1973,"291,982",0.0%,"4,354,982","2,680","4,706",1,27,미국,미국,메트로-골드윈-마이어,,연소자관람가,"드라마,사극",머빈 르로이,"데보라 카,로버트 테일러,레오 겐"
382,가족시네마,11/8/2012,"19,200,000",0.0%,"19,200,000","2,602","2,602",13,343,한국,한국,"(주)수필름,포디렉터스",골든타이드픽처스(주),15세이상관람가,드라마,"신수원,이수연,김성호,홍지영","정인기,김지영,선우선,이명행,지우,최무성,장소연,박희본,황석정,박길수,박현영"
383,전쟁과 평화,9/27/1977,"1,932,274",0.0%,"5,156,274","2,593","4,205",2,35,미국,미국,파라마운트 픽쳐스,,연소자관람가,"드라마,멜로/로맨스,전쟁",킹 비더,"오드리 헵번,헨리 폰다,멜 페레,비토리오 가스만"
384,리틀 제이콥,11/8/2012,"11,336,000",0.0%,"11,336,000","2,581","2,581",9,57,한국,한국,데이브인터랙티브,데이브인터랙티브,전체관람가,애니메이션,유형,
385,누구를 위하여 종은 울리나,3/18/1972,"513,586",0.0%,"5,040,586","2,535","4,731",1,25,미국,미국,파라마운트 픽쳐스,,미정,"드라마,멜로/로맨스,전쟁",샘 우드,"잉그리드 버그만,게리 쿠퍼"
