■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2012-01-01~2012-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,연가시,7/5/2012,"32,175,400,664",2.2%,"32,175,400,664","4,515,833","4,515,833",759,"71,928",한국,한국,(주)오죤필름,씨제이이앤엠(주),15세이상관람가,"공포(호러),SF",박정우,"김명민,강지원,문정희,김동완,이하늬,강신일,최일화,이행춘,장형원,정경임,최동헌,김상오,최정수,박유정,황경호,이민수,이은채,박종원,박진영,서병덕,송광주,신상열,안용우,이나연,이동하,이주원,송영창,조덕현,최정우,전국환"
11,건축학개론,3/22/2012,"30,222,696,000",2.1%,"30,222,696,000","4,111,068","4,111,068",593,"106,067",한국,한국,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마",이용주,"엄태웅,한가인,이제훈,배수지,고준희,조정석,박지은,신민영,신예진,유연석,조현철,박진우,김의성,이승호"
12,댄싱퀸,1/18/2012,"30,130,775,500",2.1%,"30,130,775,500","4,058,225","4,058,225",544,"80,987",한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"코미디,드라마",이석훈,"황정민,엄정화,정성화,오나라,박정민,박사랑,임호걸,정원영,이정건,안은정,라미란,송원석,이대연,이한위,최우리,천보근,권병길,조달환"
13,부러진 화살,1/18/2012,"25,878,629,500",1.8%,"25,937,273,000","3,451,025","3,459,864",530,"71,560",한국,한국,(주)아우라픽처스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,정지영,"안성기,박원상,나영희,김지호,이승훈,이춘연,이홍표,임태연,장길수,장현남,전윤희,조세래,조완기,조유미,최린,최필선,한현근,허웅,이미화,김지연,이익태,이제희,이지석,배연태,백성기,신종훈,오대환,정원중,조동인,김준배,조덕제,박길수,한기중,이제희"
14,맨 인 블랙 3,5/24/2012,"27,301,520,070",1.9%,"27,301,520,070","3,379,762","3,379,762",770,"69,538",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"액션,코미디,SF",배리 소넨필드,"윌 스미스,켄 아놀드,토미 리 존스,조슈 브롤린,제메인 클레멘트,빌 헤이더,알렉 볼드윈"
15,레미제라블,12/19/2012,"23,428,605,500",1.6%,"23,428,605,500","3,210,107","3,210,107",696,"33,153",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,톰 후퍼,"휴 잭맨,러셀 크로우,앤 해서웨이,아만다 사이프리드,헬레나 본햄 카터"
16,26년,11/29/2012,"21,111,878,145",1.5%,"21,111,878,145","2,940,475","2,940,475",611,"50,044",한국,한국,영화사청어람(주),"(주)인벤트스톤,영화사청어람(주)",15세이상관람가,"액션,드라마",조근현,"진구,한혜진,임슬옹,배수빈,이경영,장광,천우희,이현걸,전종석,정광재,지성용,김병오,이상훈,이경영,정현진,이미도,조덕제,김의성,김도윤,김태준"
17,내가 살인범이다,11/8/2012,"20,392,266,000",1.4%,"20,392,266,000","2,729,798","2,729,798",547,"58,409",한국,한국,"(주)다세포클럽,(주)쇼박스",(주)쇼박스,청소년관람불가,"액션,스릴러",정병길,"정재영,박시후,최원영,김영애,정건영,장규미,장금단,권귀덕,정용견,정진근,금경배,김경석,최신호,최은애,강봉성,이상문,박윤호,이용희,박규범,백동현,서강호,오병호,유희원,윤봉철,배성우,손종학,한제인,최희진,장광,조은지"
18,브레이킹 던 part2,11/15/2012,"18,909,583,065",1.3%,"18,909,583,065","2,654,817","2,654,817",665,"56,995",미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,판타지,멜로/로맨스",빌 콘돈,"크리스틴 스튜어트,로버트 패틴슨,테일러 로트너,다코타 패닝"
19,후궁 : 제왕의 첩,6/6/2012,"19,330,302,500",1.3%,"19,330,302,500","2,636,320","2,636,320",624,"69,104",한국,한국,(주)황기성 사단,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"사극,멜로/로맨스",김대승,"조여정,김동욱,김민준,조은지,박지영,이경영,박철민,장지민,전주병,정일원,홍수지,신민철,안석환,오지혜,이용녀,박충선"
20,호빗: 뜻밖의 여정,12/13/2012,"21,724,069,066",1.5%,"21,724,069,066","2,605,124","2,605,124","1,028","44,977",미국,"미국,뉴질랜드",,워너브러더스 코리아(주),12세이상관람가,"어드벤처,판타지",피터 잭슨,"마틴 프리먼,이안 맥켈런,리차드 아미티지,케이트 블란쳇,크리스토퍼 리,일라이저 우드,앤디 서키스,휴고 위빙,베네딕트 컴버배치"
21,미션임파서블:고스트프로토콜,12/15/2011,"19,536,876,000",1.3%,"57,301,924,000","2,533,735","7,508,896",697,"53,514",미국,미국,파라마운트 픽쳐스,씨제이이앤엠(주),15세이상관람가,액션,브래드 버드,"톰 크루즈,제레미 레너"
22,화차,3/8/2012,"18,459,428,000",1.3%,"18,459,428,000","2,436,438","2,436,438",548,"62,643",한국,한국,(주)영화제작소보임,필라멘트픽쳐스,15세이상관람가,미스터리,변영주,"이선균,김민희,조성하,김별,차수연,임남숙,임순옥,장대윤,황남희,박지은,박지혜,송성원,오기민,최덕문,이희준,진선규,최일화,김성태"
23,이웃사람,8/22/2012,"18,088,462,369",1.2%,"18,088,462,369","2,434,269","2,434,269",600,"56,752",한국,한국,"영화사 무쇠팔,플로우식스(주),자이온 이엔티(주),(주)누리픽쳐스,히트박스,(주)미스터로맨스",롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,스릴러,김휘,"김윤진,마동석,천호진,김성균,김새론,임하룡,장영남,도지한,차현우,김동현,한재훈,박인규,유재현"
24,007 스카이폴,10/26/2012,"17,487,213,000",1.2%,"17,487,213,000","2,376,145","2,376,145",748,"51,357",미국,"미국,영국",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,액션,샘 멘데스,"다니엘 크레이그,하비에르 바르뎀,주디 덴치,랄프 파인즈,나오미 해리스,베레니스 말로에"
25,테이큰 2,9/27/2012,"17,581,098,553",1.2%,"17,581,098,553","2,308,596","2,308,596",682,"51,344",프랑스,프랑스,,이십세기폭스코리아(주),청소년관람불가,"액션,범죄,드라마",올리비에 메가턴,"리암 니슨,매기 그레이스,팜키 얀센,라드 세르베드지야"
26,배틀쉽,4/11/2012,"16,545,921,500",1.1%,"16,545,921,500","2,241,687","2,241,687",736,"53,109",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"SF,액션",피터 버그,"리암 니슨,테일러 키치,알렉산더 스카르가드,브룩클린 데커,리한나"
27,장화신은 고양이,1/12/2012,"17,602,643,500",1.2%,"17,602,643,500","2,080,445","2,080,445",593,"45,451",미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,코미디,판타지",크리스 밀러,"안토니오 반데라스,셀마 헤이엑,자크 갈리피아나키스"
28,타워,12/25/2012,"14,658,256,500",1.0%,"14,658,256,500","2,014,589","2,014,589",617,"22,278",한국,한국,"씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠(주),12세이상관람가,드라마,김지훈,"설경구,손예진,김상경,김인권,도지한,안성기,이한위,김성오,송재호,차인표,박철민,조민아,권현상,박정학,임경만,장혜리,조윤경,배진호,안용우,전배수,이창용,박영수,이주실"
29,코리아,5/3/2012,"13,448,848,500",0.9%,"13,448,848,500","1,872,681","1,872,681",537,"49,679",한국,한국,"(주)더타워픽쳐스,씨제이이앤엠(주),(주)웰메이드스타엠",씨제이이앤엠(주),12세이상관람가,드라마,문현성,"하지원,배두나,한예리,최윤영,박철민,김응수,오정세,이종석,박영서,박정학,허승,홍혜림,박지연,유영기,천우희,주영호,김재화,김원해,이한위,김인우,장리우,이주실"
30,나의 PS 파트너,12/6/2012,"13,548,606,616",0.9%,"13,548,606,616","1,786,831","1,786,831",552,"37,625",한국,한국,나의PS파트너 문화산업전문회사,씨제이이앤엠(주),청소년관람불가,"멜로/로맨스,코미디",변성현,"지성,김아중,신소율,강경준,김성오,정수영,문지윤,김보미,지은,최은두,박준기,신해철,이미소,김보연"
31,반창꼬,12/19/2012,"12,459,852,719",0.9%,"12,459,852,719","1,730,535","1,730,535",466,"26,039",한국,한국,(주)영화사오름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,멜로/로맨스,정기훈,"고수,한효주,마동석,김성오,쥬니,진서연,장원종,전범희,전성환,전효선,조은비,조현우,김영웅,하정희,한제인,홍지원,박병렬,박이슬,송용운,정진영,조성현,조민기,안지혜"
32,러브픽션,2/29/2012,"13,200,412,500",0.9%,"13,200,412,500","1,726,202","1,726,202",617,"44,130",한국,한국,"(주)삼거리픽쳐스,(주)판타지오",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",전계수,"하정우,공효진,이병준,지진희,유인나,최유화,전수지,장동찬,정동철,최재용,최준용,이원함,박재한,이규원,이규희,김재화,차은재,아용주,박준면,조희봉,박영수,서현우"
33,언터처블: 1%의 우정,3/22/2012,"12,735,040,000",0.9%,"12,735,040,000","1,720,472","1,720,472",454,"48,976",프랑스,프랑스,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,드라마","올리비에르 나카체,에릭 토레다노","프랑수아 클뤼제,오마 사이"
34,아이스 에이지 4: 대륙 이동설,7/25/2012,"12,291,969,704",0.8%,"12,291,969,704","1,648,110","1,648,110",501,"26,899",미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디,가족","스티브 마티노,마이크 트메이어","존 레귀자모,레이 로마노,데니스 리어리,퀸 라티파,제니퍼 로페즈"
35,공모자들,8/29/2012,"12,240,964,500",0.8%,"12,240,964,500","1,646,142","1,646,142",496,"44,959",한국,한국,(주)영화사채움,"씨너스엔터테인먼트(주),타임스토리그룹(주)",청소년관람불가,"범죄,스릴러",김홍선,"임창정,최다니엘,오달수,조윤희,조달환,정지윤,최일화,박일목,임향주,권태호,최은용,최지향,박승명,오상진,라미란,김재화,손종학,김규선,공정환"
36,마다가스카3 : 이번엔 서커스다!,6/6/2012,"12,521,043,500",0.9%,"12,521,043,500","1,629,799","1,629,799",564,"34,150",미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,코미디","에릭 다넬,톰 맥그라스,콘래드 베논","벤 스틸러,크리스 록,데이빗 쉼머,제이다 핀켓 스미스,프란시스 맥도먼드"
37,하울링,2/16/2012,"11,765,293,500",0.8%,"11,765,293,500","1,612,554","1,612,554",550,"44,753",한국,한국,오퍼스픽쳐스(유),씨제이이앤엠(주),15세이상관람가,"범죄,드라마",유하,"송강호,이여진,이나영,박민규,이태리,임현성,정진,조은별,주영민,한민혁,이승현,이종혁,박정률,박진우,신정근,이민아,조영진,남보라"
38,용의자X,10/18/2012,"11,241,013,000",0.8%,"11,241,013,000","1,552,055","1,552,055",553,"42,989",한국,한국,"(주)케이앤엔터테인먼트,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,미스터리,방은진,"류승범,이요원,조진웅,김윤성,김보라,이석준,임성민,곽민호,권해효,남문철,남연우,명계남,송영창,이황의,박형수"
39,새미의 어드벤쳐 2,8/1/2012,"10,856,204,000",0.7%,"10,856,204,000","1,457,380","1,457,380",486,"26,436",벨기에,벨기에,,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처",벤 스타센,"아이유,이기광,김원효"
40,차형사,5/30/2012,"9,752,555,296",0.7%,"9,752,555,296","1,346,754","1,346,754",433,"39,152",한국,한국,(주)영화사홍,씨제이이앤엠(주),15세이상관람가,"코미디,액션",신태라,"강지환,성유리,이수혁,김영광,신민철,손현우,윤봉길,이태형,이한샘,신정근,박정학,이희준,라미란,최진규,한대희,허명행,이예지,윤선영,이대수,박보검,주영호,최영민"
41,은교,4/25/2012,"9,918,274,444",0.7%,"9,918,274,444","1,346,359","1,346,359",521,"41,683",한국,한국,"정지우 필름,㈜렛츠필름",롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,멜로/로맨스,정지우,"박해일,김무열,김고은,이후빈,임민경,김재준,정만식"
42,간첩,9/20/2012,"9,316,548,500",0.6%,"9,316,548,500","1,310,895","1,310,895",576,"41,726",한국,한국,(주)영화사울림,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디,액션",우민호,"김명민,염정아,유해진,변희봉,정겨운,정만식,이승호,오나라,천보근,박진우,장호준,정병두,조민호,최두선,박유영,박현수,서규선,박일목,조영진,김민재,오광록,서현우"
43,간기남,4/11/2012,"9,356,404,500",0.6%,"9,356,404,500","1,246,185","1,246,185",396,"38,155",한국,한국,"(주)트로피엔터테인먼트,㈜더드림앤드픽쳐스",(주)쇼박스,청소년관람불가,"코미디,스릴러",김형준,"박희순,박시연,주상욱,김정태,이한위,이광수,박희순,차수연,전승환,차종호,이상헌,신현탁,김강일,김윤성"
44,메리다와 마법의 숲,9/27/2012,"9,024,766,000",0.6%,"9,024,766,000","1,231,024","1,231,024",479,"22,087",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,애니메이션,"마크 앤드류스,브렌다 채프먼","켈리 맥도날드,빌리 코놀리,엠마 톰슨,강소라"
45,토탈 리콜,8/15/2012,"8,958,236,000",0.6%,"8,958,236,000","1,219,637","1,219,637",448,"27,089",미국,"미국,캐나다",,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"SF,액션",렌 와이즈먼,"콜린 파렐,케이트 베킨세일,제시카 비엘"
46,R2B: 리턴투베이스,8/15/2012,"8,602,921,371",0.6%,"8,602,921,371","1,201,944","1,201,944",539,"32,881",한국,한국,"(주)주머니필름,(주)빨간마후라,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,"액션,드라마",김동원,"정지훈,유준상,신세경,김성수,이하나,이종석,정경호,조성하,오달수,정석원,임태열,정호빈,김성철,이웅규,윤승남,박효준,정한용,최진호,엄효섭"
47,돈의 맛,5/17/2012,"8,780,178,611",0.6%,"8,780,178,611","1,166,018","1,166,018",643,"36,922",한국,"한국,필리핀",휠므빠말주식회사,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",청소년관람불가,드라마,임상수,"김강우,백윤식,윤여정,김효진,온주완,권병길,황정민,양재준,김응수,정원중"
48,잃어버린 세계를 찾아서 2: 신비의 섬,1/19/2012,"9,784,305,000",0.7%,"9,784,305,000","1,149,628","1,149,628",398,"27,236",미국,미국,,워너브러더스 코리아(주),전체관람가,"액션,어드벤처",브래드 페이튼,"드웨인 존슨,마이클 케인,조쉬 허처슨,바네사 허진스"
49,회사원,10/11/2012,"8,321,175,000",0.6%,"8,321,175,000","1,110,523","1,110,523",549,"41,275",한국,한국,"영화사심미안(주),(주)쇼박스,(주)51k",(주)쇼박스,청소년관람불가,"액션,드라마",임상윤,"소지섭,이미연,곽도원,김동준,이경영,한보배,정종열,이학렬,임상윤,곽승원,김봉준,홍의정,김중돈,이재윤,나주호,박지수,서정주,신창수,이금용,이동민,이채은,박진우,전신환,황석하,황석정,전국환,유하복,정대용"
50,가디언즈,11/29/2012,"8,083,010,500",0.6%,"8,083,010,500","1,056,250","1,056,250",470,"21,045",미국,미국,드림웍스 애니메이션,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처",피터 램지,"크리스 파인,알렉 볼드윈,휴 잭맨,주드 로,아일라 피셔,다코타 고요,이제훈,류승룡,유해진,이종혁,한혜진"
51,점박이:한반도의 공룡3D,1/26/2012,"9,681,445,500",0.7%,"9,681,445,500","1,050,852","1,050,852",457,"22,475",한국,한국,"(주)드림써치C&C,한국교육방송공사 EBS,올리브스튜디오",씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,액션",한상호,"이형석,신용우,구자형"
52,본 레거시,9/6/2012,"7,412,233,000",0.5%,"7,412,233,000","1,015,711","1,015,711",585,"31,628",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,스릴러",토니 길로이,"제레미 레너,레이첼 와이즈,에드워드 노튼,조안 알렌,알버트 피니"
53,가문의 영광5 - 가문의 귀환,12/19/2012,"7,245,056,500",0.5%,"7,245,056,500","1,012,223","1,012,223",447,"22,573",한국,한국,(주)태원엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,정용기,"조성현,정준호,김민정,유동근,성동일,박근형,박상욱,윤두준,황광희,유민,손나은,이창세,한정원,박준우,박효진,이주원,유혜정,이한위,왕석현,윤문식,남태부,김태준"
54,시체가 돌아왔다,3/29/2012,"7,360,631,000",0.5%,"7,360,631,000","986,923","986,923",435,"36,705",한국,한국,(주)씨네이천,씨제이이앤엠(주),15세이상관람가,"범죄,드라마",우선호,"이범수,류승범,김옥빈,정만식,유다인,신정근,고창석,정인기,오정세,배정남,최동헌,김병오,최태환,박혜인,서성만,윤석진,손종학,조민준"
55,원더풀 라디오,1/5/2012,"7,193,596,000",0.5%,"7,255,598,000","977,470","986,287",474,"29,167",한국,한국,"(주)영화사아이비젼,(주)대명문화공장",(주)쇼박스,15세이상관람가,"드라마,멜로/로맨스",권칠인,"이민정,이정진,이광수,서영,황보현,이범규,박지연,서미래,김병옥,조우진,김해숙,김창완,지대한,안미나"
56,돈 크라이 마미,11/22/2012,"6,798,882,099",0.5%,"6,798,882,099","972,962","972,962",444,"29,539",한국,한국,(주)씨네마골뱅이,(주)에스비에스콘텐츠허브,15세이상관람가,"스릴러,드라마",김용한,"유선,남보라,유오성,동호,권현상,이해신,전진희,양세희,신동미,길해연"
57,프로메테우스,6/6/2012,"8,600,146,099",0.6%,"8,600,146,099","971,482","971,482",521,"31,629",미국,미국,,이십세기폭스코리아(주),청소년관람불가,"SF,스릴러",리들리 스콧,"누미 라파스,마이클 패스벤더,샤를리즈 테론,가이 피어스,이드리스 엘바"
58,스텝업4 : 레볼루션,8/15/2012,"7,157,894,000",0.5%,"7,157,894,000","953,871","953,871",281,"23,522",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,스콧 스피어,"라이언 구즈만,캐서린 맥코믹,메간 본,애덤 G. 세바니"
59,점쟁이들,10/3/2012,"6,731,202,500",0.5%,"6,731,202,500","953,682","953,682",479,"31,577",한국,한국,"(주)사람엔터테인먼트,(주)다세포클럽",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,공포(호러)",신정원,"김수로,오상철,강예원,이제훈,곽도원,김윤혜,양경모,임철형,임혁진,권성휘,장원욱,조인영,김남수,최상준,최정화,최홍선,박유영,함동진,함동진,현창조,김영준,이상희,이연희,김지예,이재덕,이주호,김현철,박경원,석상선,송대규,신유진,유혁준,김태훈,유순철,한제인,이병준,진용욱"
60,셜록홈즈 : 그림자 게임,12/21/2011,"7,168,608,500",0.5%,"16,670,913,500","949,299","2,239,156",360,"25,140",미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,미스터리",가이 리치,"로버트 다우니 주니어,주드 로"
61,타이탄의 분노,3/29/2012,"7,591,124,500",0.5%,"7,591,124,500","893,027","893,027",535,"33,580",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,판타지",조나단 리브스만,"샘 워싱턴,리암 니슨,랄프 파인즈,로자문드 파이크,대니 허스튼"
62,디스 민즈 워,2/29/2012,"6,661,435,000",0.5%,"6,661,435,000","873,396","873,396",351,"32,790",미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,코미디,멜로/로맨스",맥지,"리즈 위더스푼,크리스 파인,톰 하디"
63,미확인 동영상 : 절대클릭금지,5/30/2012,"5,939,840,500",0.4%,"5,939,840,500","867,386","867,386",361,"25,059",한국,한국,"(주)에이디사공육,(주)다세포클럽",(주)쇼박스,15세이상관람가,공포(호러),김태경,"박보영,주원,강별,최대호,전희수,박민영,이맑음,이인,박지연,양정원"
64,존 카터: 바숨 전쟁의 서막,3/8/2012,"7,229,870,500",0.5%,"7,229,870,500","838,126","838,126",508,"30,760",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"SF,액션",앤드류 스탠튼,"테일러 키치,린 콜린스,윌렘 데포,사만다 모튼"
65,나는 왕이로소이다,8/8/2012,"5,455,343,404",0.4%,"5,455,343,404","790,181","790,181",471,"21,898",한국,한국,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"사극,코미디",장규성,"주지훈,백윤식,변희봉,박영규,임원희,이하늬,백도빈,김수로,김소현,전지혜,정지현,조대희,최대원,김상용,한여울,이림,김형주,박준서,박혜민,신승훈,유지혜,이미도,윤기원"
66,토르: 마법망치의 전설,2/9/2012,"5,550,797,500",0.4%,"5,550,797,500","768,426","768,426",383,"18,742",아이슬란드,아이슬란드,,"롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티",전체관람가,"애니메이션,어드벤처","오스카 요나손,토비 젠켈,거나 칼슨","하동훈,최효종,김원효,조지훈"
67,퍼펙트 게임,12/21/2011,"5,224,000,500",0.4%,"11,220,408,500","695,312","1,507,084",396,"21,284",한국,한국,"(주)동아수출공사,밀리언 스토리,(주)다세포클럽",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,박희곤,"조승우,양동근,최정원,임지훈,김동희,허형규,박용규,신준호,최지훈,조찬형,차현우,한준혁,박정수,박정식,박현용,안준석,안태운,권승현,주아영,김기홍,이만규,서상화,문용식,문종헌,이명자,장원석,민정기,원희,최대영,곽병민,이상하,곽중훈,최민철,윤상일,최상호,김성태,구종률,이선진,이성수,오성진,김창후,박수진,박수환,최용규,최은,김우상,김지만,조진웅,장경아,김병옥,손병호,신현종,오정세,이병준,나윤성,최일화,공정환"
68,스노우 화이트 앤 더 헌츠맨,5/30/2012,"4,646,250,000",0.3%,"4,646,250,000","636,631","636,631",447,"20,647",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,판타지",루퍼트 샌더스,"샤를리즈 테론,크리스틴 스튜어트,크리스 헴스워스"
69,주먹왕 랄프,12/19/2012,"4,473,562,000",0.3%,"4,473,562,000","616,863","616,863",361,"9,560",미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가,애니메이션,리치 무어,"존 C. 레일리,잭 맥브레이어,제인 린치"
70,미쓰GO,6/21/2012,"4,441,859,000",0.3%,"4,441,859,000","611,685","611,685",440,"24,851",한국,한국,영화사 도로시(주),(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,코미디,범죄",박철관,"고현정,유해진,성동일,이문식,고창석,박신양,김병철,정우식,조석현,한동룡,김영민,김희선,이원종,남성진,장준녕,유하복"
71,헝거게임: 판엠의 불꽃,4/5/2012,"4,478,418,000",0.3%,"4,478,418,000","607,956","607,956",514,"24,924",미국,미국,라이온스 게이트 필름즈,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,드라마,SF",게리 로스,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,엘리자베스 뱅크스"
